locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG298_00001	tmRNA	197	ssrA			transfer-messenger RNA, SsrA
MAG298_00002	CDS	831	thyA	2.1.1.45	COG0207	Thymidylate synthase
MAG298_00003	CDS	531	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
MAG298_00004	CDS	909	gnl	3.1.1.17		Gluconolactonase
MAG298_00005	CDS	201				hypothetical protein
MAG298_00006	CDS	1074	apbC		COG0489	Iron-sulfur cluster carrier protein
MAG298_00007	CDS	1146	hflK		COG0330	Modulator of FtsH protease HflK
MAG298_00008	CDS	1008	hflC		COG0330	Modulator of FtsH protease HflC
MAG298_00009	CDS	201				hypothetical protein
MAG298_00010	CDS	1449	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
MAG298_00011	CDS	891	serB2	3.1.3.3	COG0560	Phosphoserine phosphatase SerB2
MAG298_00012	CDS	954	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
MAG298_00013	CDS	1758	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
MAG298_00014	CDS	513	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
MAG298_00015	CDS	1011	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
MAG298_00016	CDS	537				hypothetical protein
MAG298_00017	CDS	339				hypothetical protein
MAG298_00018	CDS	303				hypothetical protein
MAG298_00019	CDS	303				hypothetical protein
MAG298_00020	CDS	906				hypothetical protein
MAG298_00021	CDS	774				hypothetical protein
MAG298_00022	CDS	567				hypothetical protein
MAG298_00023	CDS	933	pgrR			HTH-type transcriptional regulator PgrR
MAG298_00024	CDS	156				hypothetical protein
MAG298_00025	CDS	1569	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
MAG298_00026	CDS	1041	mreB		COG1077	Rod shape-determining protein MreB
MAG298_00027	CDS	867	mreC			Cell shape-determining protein MreC
MAG298_00028	CDS	546				hypothetical protein
MAG298_00029	CDS	1863	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
MAG298_00030	CDS	1125	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
MAG298_00031	CDS	1479	dapE_1	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
MAG298_00032	CDS	255	grxC		COG0695	Glutaredoxin 3
MAG298_00033	CDS	885				hypothetical protein
MAG298_00034	CDS	1308	garP			putative galactarate transporter
MAG298_00035	CDS	339				hypothetical protein
MAG298_00036	CDS	1011	hemH	4.99.1.1	COG0276	Ferrochelatase
MAG298_00037	CDS	1257	hemA	2.3.1.37	COG0156	5-aminolevulinate synthase
MAG298_00038	CDS	228				hypothetical protein
MAG298_00039	CDS	1140	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
MAG298_00040	CDS	1191		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MAG298_00041	CDS	1080		1.1.1.81	COG0111	Hydroxypyruvate reductase
MAG298_00042	CDS	1617		6.2.1.42		3-oxocholest-4-en-26-oate--CoA ligase
MAG298_00043	CDS	963	yrbG		COG0530	Inner membrane protein YrbG
MAG298_00044	CDS	498				hypothetical protein
MAG298_00045	CDS	639				hypothetical protein
MAG298_00046	CDS	666	nudL	3.6.1.-		putative Nudix hydrolase NudL
MAG298_00047	CDS	258				hypothetical protein
MAG298_00048	CDS	1233	cca	2.7.7.72		CCA-adding enzyme
MAG298_00049	CDS	972	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
MAG298_00050	CDS	540	petA	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
MAG298_00051	CDS	1233	fbcH_1		COG1290	Cytochrome b/c1
MAG298_00052	CDS	777	fbcH_2		COG1290	Cytochrome b/c1
MAG298_00053	CDS	180				hypothetical protein
MAG298_00054	CDS	1098	ychF		COG0012	Ribosome-binding ATPase YchF
MAG298_00055	CDS	639	pth	3.1.1.29		Peptidyl-tRNA hydrolase
MAG298_00056	CDS	657	rplY		COG1825	50S ribosomal protein L25
MAG298_00057	CDS	936	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
MAG298_00058	CDS	768	rl5	1.10.3.-		Polyphenol oxidase
MAG298_00059	CDS	1119				hypothetical protein
MAG298_00060	CDS	810	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
MAG298_00061	CDS	282				hypothetical protein
MAG298_00062	CDS	495				hypothetical protein
MAG298_00063	CDS	849	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
MAG298_00064	CDS	1350	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
MAG298_00065	CDS	699	ompR			Transcriptional regulatory protein OmpR
MAG298_00066	CDS	507				hypothetical protein
MAG298_00067	CDS	870	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
MAG298_00068	CDS	621	ycgJ	2.1.1.-		putative methyltransferase YcgJ
MAG298_00069	CDS	795				hypothetical protein
MAG298_00070	CDS	1731	imuB			Protein ImuB
MAG298_00071	CDS	3267	dnaE2	2.7.7.7		Error-prone DNA polymerase
MAG298_00072	CDS	981	trxB	1.8.1.9	COG0492	Thioredoxin reductase
MAG298_00073	CDS	972				hypothetical protein
MAG298_00074	CDS	480	lrp		COG1522	Leucine-responsive regulatory protein
MAG298_00075	CDS	474	greA		COG0782	Transcription elongation factor GreA
MAG298_00076	CDS	3264	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
MAG298_00077	CDS	1197	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
MAG298_00078	CDS	453	yqeY		COG1610	putative protein YqeY
MAG298_00079	CDS	1890	dnaG	2.7.7.-	COG0358	DNA primase
MAG298_00080	CDS	1968	rpoD		COG0568	RNA polymerase sigma factor RpoD
MAG298_00081	CDS	339	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
MAG298_00082	tRNA	77				tRNA-Met(cat)
MAG298_00083	CDS	885	yciC_1		COG0523	Putative metal chaperone YciC
MAG298_00084	CDS	1683	nfdA_1	3.5.1.91		N-substituted formamide deformylase
MAG298_00085	CDS	420				hypothetical protein
MAG298_00086	CDS	420				hypothetical protein
MAG298_00087	CDS	1656	ettA		COG0488	Energy-dependent translational throttle protein EttA
MAG298_00088	CDS	2094	bfrD		COG4774	putative TonB-dependent receptor BfrD
MAG298_00089	CDS	630				hypothetical protein
MAG298_00090	CDS	759	mlaA		COG2853	putative phospholipid-binding lipoprotein MlaA
MAG298_00091	CDS	999	arsR1		COG0640	Arsenic resistance transcriptional regulator ArsR1
MAG298_00092	CDS	855	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
MAG298_00093	CDS	3705	metH	2.1.1.13	COG0646	Methionine synthase
MAG298_00094	CDS	699	djlA		COG1076	Co-chaperone protein DjlA
MAG298_00095	CDS	732	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
MAG298_00096	CDS	1353	garB	1.8.1.16		Glutathione amide reductase
MAG298_00097	CDS	936				hypothetical protein
MAG298_00098	CDS	1335	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
MAG298_00099	CDS	1026	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
MAG298_00100	CDS	786		4.2.1.150	COG1024	Crotonyl-CoA hydratase
MAG298_00101	CDS	1665	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
MAG298_00102	CDS	1347	gltX_1	6.1.1.17		Glutamate--tRNA ligase
MAG298_00103	CDS	1623	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
MAG298_00104	CDS	693	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
MAG298_00105	CDS	792				hypothetical protein
MAG298_00106	CDS	3243	czcA			Cobalt-zinc-cadmium resistance protein CzcA
MAG298_00107	CDS	1173	mexA			Multidrug resistance protein MexA
MAG298_00108	CDS	2100	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
MAG298_00109	CDS	1776	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
MAG298_00110	CDS	255				hypothetical protein
MAG298_00111	CDS	987				hypothetical protein
MAG298_00112	CDS	660				hypothetical protein
MAG298_00113	CDS	1320	otemo	1.14.13.160		2-oxo-Delta(3)-4,5,5-trimethylcyclopentenylacetyl-CoA monooxygenase
MAG298_00114	CDS	1959	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
MAG298_00115	CDS	975		1.13.12.16	COG2070	Nitronate monooxygenase
MAG298_00116	CDS	1176	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
MAG298_00117	CDS	240				hypothetical protein
MAG298_00118	CDS	771	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MAG298_00119	tRNA	85				tRNA-Tyr(gta)
MAG298_00120	tRNA	74				tRNA-Gly(tcc)
MAG298_00121	CDS	696	cnbA	1.7.1.16		Chloronitrobenzene nitroreductase
MAG298_00122	CDS	651				hypothetical protein
MAG298_00123	CDS	474	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
MAG298_00124	CDS	1944	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
MAG298_00125	CDS	399	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
MAG298_00126	CDS	690	czcR			Transcriptional activator protein CzcR
MAG298_00127	CDS	1344	tcrY	2.7.13.3		putative sensor histidine kinase TcrY
MAG298_00128	CDS	2880	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
MAG298_00129	CDS	1125	acrC_1	1.3.1.95		Acryloyl-CoA reductase (NADH)
MAG298_00130	CDS	1239		1.3.99.-		Acyl-CoA dehydrogenase FadE34
MAG298_00131	CDS	1014	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
MAG298_00132	CDS	840				hypothetical protein
MAG298_00133	CDS	1509	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
MAG298_00134	CDS	876	cobA	2.1.1.107		Uroporphyrinogen-III C-methyltransferase
MAG298_00135	CDS	1188		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MAG298_00136	CDS	1128	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MAG298_00137	CDS	798	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
MAG298_00138	CDS	297				hypothetical protein
MAG298_00139	CDS	1212		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MAG298_00140	CDS	1701	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
MAG298_00141	CDS	258				hypothetical protein
MAG298_00142	CDS	1437	mrpD_1		COG0651	Na(+)/H(+) antiporter subunit D
MAG298_00143	CDS	1494	mrpD_2		COG0651	Na(+)/H(+) antiporter subunit D
MAG298_00144	CDS	387	mrpC		COG1006	Na(+)/H(+) antiporter subunit C
MAG298_00145	CDS	498	mrpB		COG2111	Na(+)/H(+) antiporter subunit B
MAG298_00146	CDS	573				hypothetical protein
MAG298_00147	CDS	333	mnhG1		COG1320	Na(+)/H(+) antiporter subunit G1
MAG298_00148	CDS	297				hypothetical protein
MAG298_00149	CDS	453	mnhE1			Na(+)/H(+) antiporter subunit E1
MAG298_00150	CDS	912		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
MAG298_00151	CDS	1077	limB	1.14.13.107		Limonene 1,2-monooxygenase
MAG298_00152	CDS	1707	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MAG298_00153	CDS	3822				hypothetical protein
MAG298_00154	CDS	681	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
MAG298_00155	CDS	852	eamA		COG0697	putative amino-acid metabolite efflux pump
MAG298_00156	CDS	756	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
MAG298_00157	rRNA	110				5S ribosomal RNA
MAG298_00158	CDS	639				hypothetical protein
MAG298_00159	tRNA	77				tRNA-Met(cat)
MAG298_00160	CDS	642				hypothetical protein
MAG298_00161	CDS	1830	uup		COG0488	ABC transporter ATP-binding protein uup
MAG298_00162	CDS	1497	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
MAG298_00163	CDS	1485	ethA	1.14.13.-		FAD-containing monooxygenase EthA
MAG298_00164	CDS	1230	nylB'_1	3.5.1.46		6-aminohexanoate-dimer hydrolase
MAG298_00165	CDS	774	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
MAG298_00166	CDS	1902	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MAG298_00167	CDS	1893				hypothetical protein
MAG298_00168	CDS	831				hypothetical protein
MAG298_00169	CDS	984				hypothetical protein
MAG298_00170	CDS	843	crt_3	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
MAG298_00171	CDS	1452	xylB	2.7.1.17	COG1070	Xylulose kinase
MAG298_00172	CDS	648	gloC_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
MAG298_00173	CDS	408				hypothetical protein
MAG298_00174	CDS	723	csgA			C-factor
MAG298_00175	CDS	327				hypothetical protein
MAG298_00176	CDS	255				hypothetical protein
MAG298_00177	CDS	1530	phrB_1	4.1.99.13	COG3046	(6-4) photolyase
MAG298_00178	CDS	1299				hypothetical protein
MAG298_00179	CDS	822				hypothetical protein
MAG298_00180	CDS	1431	ald	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
MAG298_00181	CDS	1173	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
