locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG253_00001	CDS	807	pimB	2.4.1.346	COG0438	GDP-mannose-dependent monoacylated alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
MAG253_00002	CDS	582	rnhB	3.1.26.4	COG0164	Ribonuclease HII
MAG253_00003	CDS	1227				hypothetical protein
MAG253_00004	CDS	873	lytG	3.2.1.-	COG1705	Exo-glucosaminidase LytG
MAG253_00005	CDS	1998	hutU	4.2.1.49	COG2987	Urocanate hydratase
MAG253_00006	CDS	549				hypothetical protein
MAG253_00007	CDS	1152	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MAG253_00008	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
MAG253_00009	CDS	1350	nhaD		COG1055	Na(+)/H(+) antiporter NhaD
MAG253_00010	CDS	690	tolQ		COG0811	Protein TolQ
MAG253_00011	CDS	399				hypothetical protein
MAG253_00012	CDS	831				hypothetical protein
MAG253_00013	CDS	1251	fpgS	6.3.2.17		Folylpolyglutamate synthase
MAG253_00014	CDS	753				hypothetical protein
MAG253_00015	CDS	594				hypothetical protein
MAG253_00016	CDS	1332	comM		COG0606	Competence protein ComM
MAG253_00017	CDS	975				hypothetical protein
MAG253_00018	CDS	576				hypothetical protein
MAG253_00019	CDS	2028	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
MAG253_00020	CDS	1365	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
MAG253_00021	CDS	1335	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
MAG253_00022	CDS	1395	lpd3	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase 3
MAG253_00023	CDS	1617	lnt	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
MAG253_00024	CDS	660				hypothetical protein
MAG253_00025	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
MAG253_00026	CDS	522	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
MAG253_00027	CDS	789				hypothetical protein
MAG253_00028	CDS	558				hypothetical protein
MAG253_00029	CDS	663				hypothetical protein
MAG253_00030	CDS	1269				hypothetical protein
MAG253_00031	CDS	735				hypothetical protein
MAG253_00032	CDS	2061	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
MAG253_00033	CDS	1269				hypothetical protein
MAG253_00034	CDS	918				hypothetical protein
MAG253_00035	CDS	1011				hypothetical protein
MAG253_00036	CDS	1380				hypothetical protein
MAG253_00037	CDS	3117	susC_1			TonB-dependent receptor SusC
MAG253_00038	CDS	1416				hypothetical protein
MAG253_00039	CDS	99				hypothetical protein
MAG253_00040	CDS	567	efp		COG0231	Elongation factor P
MAG253_00041	CDS	642	cysA	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MAG253_00042	CDS	774	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
MAG253_00043	CDS	1383	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
MAG253_00044	CDS	945	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
MAG253_00045	CDS	1248				hypothetical protein
MAG253_00046	CDS	1545	algB		COG2204	Alginate biosynthesis transcriptional regulatory protein AlgB
MAG253_00047	CDS	429	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MAG253_00048	CDS	1188	ald	1.4.1.1	COG0686	Alanine dehydrogenase
MAG253_00049	CDS	390				hypothetical protein
MAG253_00050	CDS	1194				hypothetical protein
MAG253_00051	CDS	1047	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
MAG253_00052	CDS	1092	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
MAG253_00053	CDS	1284				hypothetical protein
MAG253_00054	CDS	633				hypothetical protein
MAG253_00055	CDS	2325	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
MAG253_00056	CDS	777	lytR		COG3279	Sensory transduction protein LytR
MAG253_00057	CDS	492	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
MAG253_00058	CDS	1173	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
MAG253_00059	CDS	744	mlaE		COG0767	putative phospholipid ABC transporter permease protein MlaE
MAG253_00060	CDS	768	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
MAG253_00061	CDS	1353	kmo	1.14.13.9	COG0654	Kynurenine 3-monooxygenase
MAG253_00062	CDS	1269	kynU	3.7.1.3		Kynureninase
MAG253_00063	CDS	2856	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
MAG253_00064	CDS	2013				hypothetical protein
MAG253_00065	CDS	1950				hypothetical protein
MAG253_00066	CDS	648	nth	4.2.99.18	COG0177	Endonuclease III
MAG253_00067	CDS	462	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
MAG253_00068	CDS	999	recA		COG0468	Protein RecA
MAG253_00069	CDS	1026	yrrB			TPR repeat-containing protein YrrB
MAG253_00070	CDS	2034	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
MAG253_00071	CDS	1194	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
MAG253_00072	CDS	801				hypothetical protein
MAG253_00073	CDS	1134	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
MAG253_00074	CDS	1317	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
MAG253_00075	CDS	996		5.1.3.2	COG1088	UDP-glucose 4-epimerase
MAG253_00076	CDS	1011	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
MAG253_00077	CDS	2109				hypothetical protein
MAG253_00078	CDS	1050	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
MAG253_00079	CDS	699	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
MAG253_00080	CDS	1611	bicA_1		COG0659	Bicarbonate transporter BicA
MAG253_00081	CDS	642		2.1.1.-	COG4122	Putative O-methyltransferase/MSMEI_4947
MAG253_00082	CDS	1242		3.4.24.-	COG0612	putative zinc protease
MAG253_00083	CDS	2058	dpp5_1	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
MAG253_00084	CDS	354				hypothetical protein
MAG253_00085	CDS	519				hypothetical protein
MAG253_00086	CDS	1272	serS	6.1.1.11	COG0172	Serine--tRNA ligase
MAG253_00087	CDS	270	rpmA		COG0211	50S ribosomal protein L27
MAG253_00088	CDS	552	rplU		COG0261	50S ribosomal protein L21
MAG253_00089	CDS	1332		3.4.24.-	COG0612	putative zinc protease
MAG253_00090	CDS	2070		3.4.24.-	COG0612	putative zinc protease
MAG253_00091	CDS	921				hypothetical protein
MAG253_00092	CDS	1020	ctaA	1.3.-.-		Heme A synthase
MAG253_00093	CDS	576				hypothetical protein
MAG253_00094	CDS	1221				hypothetical protein
MAG253_00095	CDS	159				hypothetical protein
MAG253_00096	CDS	864	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
MAG253_00097	CDS	294			COG0776	DNA-binding protein HU
MAG253_00098	CDS	474				hypothetical protein
MAG253_00099	CDS	1551	rne	3.1.26.12	COG1530	Ribonuclease E
MAG253_00100	CDS	486	recX			Regulatory protein RecX
MAG253_00101	CDS	1020	ltaA	4.1.2.49		L-allo-threonine aldolase
MAG253_00102	CDS	1098	prfB			Peptide chain release factor 2
MAG253_00103	CDS	3213				hypothetical protein
MAG253_00104	CDS	345	yfgD		COG1393	putative protein YfgD
MAG253_00105	CDS	1386	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
MAG253_00106	CDS	228				hypothetical protein
MAG253_00107	CDS	1086	algA		COG0662	Alginate biosynthesis protein AlgA
MAG253_00108	CDS	573	adk	2.7.4.3		Adenylate kinase
MAG253_00109	CDS	1014	cgtA	3.6.5.-		GTPase Obg/CgtA
MAG253_00110	CDS	564				hypothetical protein
MAG253_00111	CDS	363	crcB		COG0239	Putative fluoride ion transporter CrcB
MAG253_00112	CDS	2181				hypothetical protein
MAG253_00113	CDS	852				hypothetical protein
MAG253_00114	CDS	1335	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
MAG253_00115	CDS	381				hypothetical protein
MAG253_00116	CDS	276				hypothetical protein
MAG253_00117	tRNA	74				tRNA-Phe(gaa)
MAG253_00118	CDS	735	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
MAG253_00119	CDS	1317				hypothetical protein
MAG253_00120	CDS	1443				hypothetical protein
MAG253_00121	CDS	519				hypothetical protein
MAG253_00122	CDS	231				hypothetical protein
MAG253_00123	CDS	1245				hypothetical protein
MAG253_00124	CDS	2082	surA_1	5.2.1.8	COG0760	Chaperone SurA
MAG253_00125	CDS	123				hypothetical protein
MAG253_00126	CDS	1281	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
MAG253_00127	CDS	1833	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
MAG253_00128	CDS	504				hypothetical protein
MAG253_00129	CDS	783				hypothetical protein
MAG253_00130	CDS	1029	mreB		COG1077	Rod shape-determining protein MreB
MAG253_00131	CDS	1512	purH		COG0138	Bifunctional purine biosynthesis protein PurH
MAG253_00132	CDS	1251	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
MAG253_00133	CDS	375	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
MAG253_00134	CDS	2079				hypothetical protein
MAG253_00135	CDS	1473				hypothetical protein
MAG253_00136	CDS	1908				hypothetical protein
MAG253_00137	CDS	1107	dnaJ_1			Chaperone protein DnaJ
MAG253_00138	CDS	555	grpE		COG0576	Protein GrpE
MAG253_00139	CDS	540	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
MAG253_00140	CDS	1317	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MAG253_00141	CDS	693				hypothetical protein
MAG253_00142	CDS	2433	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
MAG253_00143	CDS	237	rpsL		COG0048	30S ribosomal protein S12
MAG253_00144	CDS	471	rpsG			30S ribosomal protein S7
MAG253_00145	CDS	2127	fusA		COG0480	Elongation factor G
MAG253_00146	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
MAG253_00147	CDS	612	rplC		COG0087	50S ribosomal protein L3
MAG253_00148	CDS	633	rplD			50S ribosomal protein L4
MAG253_00149	CDS	294	rplW		COG0089	50S ribosomal protein L23
MAG253_00150	CDS	825	rplB		COG0090	50S ribosomal protein L2
MAG253_00151	CDS	270	rpsS		COG0185	30S ribosomal protein S19
MAG253_00152	CDS	438	rplV		COG0091	50S ribosomal protein L22
MAG253_00153	CDS	747	rpsC		COG0092	30S ribosomal protein S3
MAG253_00154	CDS	423	rplP		COG0197	50S ribosomal protein L16
MAG253_00155	CDS	189	rpmC			50S ribosomal protein L29
MAG253_00156	CDS	261	rpsQ			30S ribosomal protein S17
MAG253_00157	CDS	369	rplN			50S ribosomal protein L14
MAG253_00158	CDS	312	rplX		COG0198	50S ribosomal protein L24
MAG253_00159	CDS	540	rplE			50S ribosomal protein L5
MAG253_00160	CDS	255	rpsN2		COG0199	Alternate 30S ribosomal protein S14
MAG253_00161	CDS	399	rpsH		COG0096	30S ribosomal protein S8
MAG253_00162	CDS	558	rplF			50S ribosomal protein L6
MAG253_00163	CDS	345	rplR		COG0256	50S ribosomal protein L18
MAG253_00164	CDS	519	rpsE		COG0098	30S ribosomal protein S5
MAG253_00165	CDS	183	rpmD			50S ribosomal protein L30
MAG253_00166	CDS	447	rplO		COG0200	50S ribosomal protein L15
MAG253_00167	CDS	1323	secY		COG0201	Protein translocase subunit SecY
MAG253_00168	CDS	156	infA		COG0361	Translation initiation factor IF-1
MAG253_00169	CDS	378	rpsM		COG0099	30S ribosomal protein S13
MAG253_00170	CDS	381	rpsK		COG0100	30S ribosomal protein S11
MAG253_00171	CDS	606	rpsD			30S ribosomal protein S4
MAG253_00172	CDS	993	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MAG253_00173	CDS	501	rplQ		COG0203	50S ribosomal protein L17
MAG253_00174	CDS	1092	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
MAG253_00175	CDS	1281	eno	4.2.1.11		Enolase
MAG253_00176	CDS	1305	gltA2	2.3.3.16	COG0372	Citrate synthase 1
MAG253_00177	CDS	2187	rpsA		COG0539	30S ribosomal protein S1
MAG253_00178	CDS	1095			COG0327	GTP cyclohydrolase 1 type 2 
MAG253_00179	CDS	783				hypothetical protein
MAG253_00180	CDS	768	ubiG_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
MAG253_00181	CDS	798	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
MAG253_00182	CDS	1428	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
MAG253_00183	CDS	729	pepE	3.4.13.21	COG3340	Peptidase E
MAG253_00184	CDS	1317				hypothetical protein
MAG253_00185	CDS	525				hypothetical protein
MAG253_00186	CDS	1101	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
MAG253_00187	CDS	255	yidD		COG0759	Putative membrane protein insertion efficiency factor
MAG253_00188	CDS	1482	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
MAG253_00189	CDS	675	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
MAG253_00190	CDS	1074	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
MAG253_00191	CDS	3177				hypothetical protein
MAG253_00192	CDS	1440	gltP		COG1301	Proton/glutamate-aspartate symporter
MAG253_00193	CDS	900			COG1090	Epimerase family protein
MAG253_00194	CDS	1371				hypothetical protein
MAG253_00195	CDS	1140				hypothetical protein
MAG253_00196	CDS	1473	proS	6.1.1.15	COG0442	Proline--tRNA ligase
MAG253_00197	CDS	657				hypothetical protein
MAG253_00198	tRNA	75				tRNA-Glu(ttc)
MAG253_00199	CDS	255	rpsT		COG0268	30S ribosomal protein S20
MAG253_00200	CDS	690				hypothetical protein
MAG253_00201	CDS	2256	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
MAG253_00202	CDS	906				hypothetical protein
MAG253_00203	CDS	936	oxyR			Hydrogen peroxide-inducible genes activator
MAG253_00204	CDS	1242	sdcS		COG0471	Sodium-dependent dicarboxylate transporter SdcS
MAG253_00205	CDS	678		3.6.1.66		dITP/XTP pyrophosphatase
MAG253_00206	CDS	534	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
MAG253_00207	CDS	636				hypothetical protein
MAG253_00208	CDS	690				hypothetical protein
MAG253_00209	CDS	1389	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
MAG253_00210	CDS	741	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
MAG253_00211	CDS	3372	icmF		COG1703	Fused isobutyryl-CoA mutase
MAG253_00212	CDS	678				hypothetical protein
MAG253_00213	CDS	762	exoA_1	3.1.11.2	COG0708	Exodeoxyribonuclease
MAG253_00214	CDS	1884				hypothetical protein
MAG253_00215	CDS	456	rplI		COG0359	50S ribosomal protein L9
MAG253_00216	CDS	291	rpsR		COG0238	30S ribosomal protein S18
MAG253_00217	CDS	336	rpsF		COG0360	30S ribosomal protein S6
MAG253_00218	CDS	747				hypothetical protein
MAG253_00219	CDS	1806	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
MAG253_00220	CDS	864	epsH_1	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
MAG253_00221	CDS	1056	epsH_2	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
MAG253_00222	CDS	897				hypothetical protein
MAG253_00223	CDS	1167	tagH	3.6.3.40	COG1134	Teichoic acids export ATP-binding protein TagH
MAG253_00224	CDS	846				hypothetical protein
MAG253_00225	CDS	1254	macB_2	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
MAG253_00226	CDS	816				hypothetical protein
MAG253_00227	CDS	2268	acn	4.2.1.3	COG1048	Aconitate hydratase A
MAG253_00228	CDS	1305				hypothetical protein
MAG253_00229	CDS	414				hypothetical protein
MAG253_00230	CDS	558	yceI_1			Protein YceI
MAG253_00231	CDS	897				hypothetical protein
MAG253_00232	CDS	657				hypothetical protein
MAG253_00233	CDS	1191	lhgO	1.1.3.15	COG0579	L-2-hydroxyglutarate oxidase LhgO
MAG253_00234	CDS	1344	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
MAG253_00235	CDS	405				hypothetical protein
