MAG12_00001	K03801
MAG12_00008	K01710
MAG12_00009	K01652
MAG12_00010	K00219
MAG12_00012	K11529
MAG12_00015	K00059
MAG12_00017	K23256
MAG12_00019	K05539
MAG12_00023	K07447
MAG12_00027	K07427
MAG12_00029	K03553
MAG12_00030	K01872
MAG12_00031	K23535
MAG12_00032	K23537
MAG12_00033	K07335
MAG12_00035	K01342
MAG12_00036	K02887
MAG12_00039	K11753
MAG12_00040	K09160
MAG12_00041	K01620
MAG12_00043	K03466
MAG12_00044	K14267
MAG12_00045	K02433
MAG12_00046	K03185
MAG12_00048	K07157
MAG12_00049	K03671
MAG12_00050	K01142
MAG12_00055	K09470
MAG12_00056	K22314
MAG12_00057	K09470
MAG12_00059	K22329
MAG12_00060	K03786
MAG12_00062	K01912
MAG12_00063	K01897
MAG12_00064	K01805
MAG12_00065	K00854
MAG12_00066	K10441
MAG12_00067	K06895
MAG12_00068	K13893
MAG12_00069	K09874
MAG12_00072	K03526
MAG12_00075	K05366
MAG12_00076	K02836
MAG12_00078	K03564
MAG12_00079	K00791
MAG12_00080	K09903
MAG12_00081	K02838
MAG12_00082	K00806
MAG12_00083	K00981
MAG12_00084	K00099
MAG12_00085	K11749
MAG12_00086	K07277
MAG12_00088	K02372
MAG12_00089	K00677
MAG12_00091	K00748
MAG12_00092	K00566
MAG12_00094	K02483
MAG12_00097	K02549
MAG12_00098	K00344
MAG12_00099	K00128
MAG12_00100	K06180
MAG12_00103	K01784
MAG12_00104	K18204
MAG12_00105	K03106
MAG12_00107	K01591
MAG12_00111	K02557
MAG12_00112	K02556
MAG12_00114	K00108
MAG12_00118	K00012
MAG12_00119	K00983
MAG12_00120	K02527
MAG12_00121	K02527
MAG12_00122	K08068
MAG12_00123	K07146
MAG12_00124	K09471
MAG12_00125	K02470
MAG12_00126	K04043
MAG12_00127	K03686
MAG12_00132	K02433
MAG12_00133	K18059
MAG12_00135	K17725
MAG12_00138	K23537
MAG12_00139	K07402
MAG12_00140	K13482
MAG12_00141	K00756
MAG12_00142	K01839
MAG12_00143	K01488
MAG12_00144	K00761
MAG12_00146	K03621
MAG12_00147	K00648
MAG12_00148	K04764
MAG12_00150	K01783
MAG12_00153	K01469
MAG12_00154	K00833
MAG12_00155	K01483
MAG12_00156	K01785
MAG12_00158	K01436
MAG12_00162	K02168
MAG12_00163	K00101
MAG12_00168	K01810
MAG12_00169	K01057
MAG12_00170	K00036
MAG12_00174	K03568
MAG12_00175	K04096
MAG12_00176	K03168
MAG12_00177	K01624
MAG12_00182	K13821
MAG12_00183	K01476
MAG12_00185	K22736
MAG12_00187	K01904
MAG12_00189	K01271
MAG12_00190	K16871
MAG12_00192	K04762
MAG12_00193	K05524
MAG12_00195	K00605
MAG12_00196	K01473
MAG12_00197	K08483
MAG12_00201	K01807
MAG12_00204	K07387
MAG12_00206	K06969
MAG12_00207	K00315
MAG12_00208	K00547
MAG12_00210	K00314
MAG12_00211	K00645
MAG12_00212	K00059
MAG12_00213	K02078
MAG12_00216	K23138
MAG12_00217	K01649
MAG12_00218	K03337
MAG12_00219	K07161
MAG12_00222	K10010
MAG12_00227	K00605
MAG12_00228	K01869
MAG12_00234	K03719
MAG12_00235	K01890
MAG12_00237	K01889
MAG12_00238	K00311
MAG12_00240	K00919
MAG12_00241	K02523
MAG12_00244	K06199
MAG12_00245	K07478
MAG12_00247	K02879
MAG12_00248	K03676
MAG12_00249	K02242
MAG12_00251	K01772
MAG12_00253	K16291
MAG12_00254	K10238
MAG12_00255	K02025
MAG12_00257	K10112
MAG12_00259	K01940
MAG12_00260	K22696
MAG12_00261	K22696
MAG12_00262	K00852
MAG12_00263	K00029
MAG12_00264	K03555
MAG12_00265	K03687
MAG12_00266	K03705
MAG12_00267	K00989
MAG12_00268	K02428
MAG12_00270	K03497
MAG12_00271	K03496
MAG12_00272	K03501
MAG12_00273	K03495
MAG12_00274	K03650
MAG12_00275	K03628
MAG12_00276	K03092
MAG12_00281	K00059
MAG12_00284	K15461
MAG12_00286	K08309
MAG12_00287	K03086
MAG12_00288	K02316
MAG12_00291	K08602
MAG12_00294	K03089
MAG12_00295	K06180
MAG12_00298	K21308
MAG12_00299	K21309
MAG12_00300	K03310
MAG12_00301	K00857
MAG12_00302	K01436
MAG12_00307	K01913
MAG12_00308	K01591
MAG12_00312	K01489
MAG12_00314	K01908
MAG12_00316	K00858
