MAG258_00008	K08676
MAG258_00011	K14963
MAG258_00016	K00060
MAG258_00017	K00639
MAG258_00018	K01787
MAG258_00019	K01639
MAG258_00020	K01186
MAG258_00021	K01186
MAG258_00023	K01673
MAG258_00024	K00059
MAG258_00026	K06941
MAG258_00028	K13277
MAG258_00035	K13107
MAG258_00036	K01816
MAG258_00038	K00963
MAG258_00039	K11530
MAG258_00041	K04088
MAG258_00058	K05970
MAG258_00063	K01053
MAG258_00066	K01625
MAG258_00072	K16795
MAG258_00077	K05970
MAG258_00086	K00031
MAG258_00089	K18222
MAG258_00094	K01138
MAG258_00097	K02855
MAG258_00098	K01134
MAG258_00103	K03580
MAG258_00109	K13444
MAG258_00110	K16703
MAG258_00114	K00754
MAG258_00117	K01991
MAG258_00124	K03630
MAG258_00126	K14393
MAG258_00128	K03555
MAG258_00129	K11753
MAG258_00130	K03177
MAG258_00131	K06881
MAG258_00133	K02519
MAG258_00134	K02600
MAG258_00138	K01805
MAG258_00139	K03147
MAG258_00140	K03317
MAG258_00143	K02003
MAG258_00156	K12446
MAG258_00157	K22396
MAG258_00160	K22390
MAG258_00164	K11473
MAG258_00171	K04718
MAG258_00177	K01915
MAG258_00179	K20074
MAG258_00187	K00059
MAG258_00188	K00059
MAG258_00189	K07098
MAG258_00191	K09940
MAG258_00195	K03307
MAG258_00198	K13444
MAG258_00209	K02337
MAG258_00212	K01902
MAG258_00213	K01903
MAG258_00217	K07126
MAG258_00218	K07041
MAG258_00220	K03150
MAG258_00221	K03149
MAG258_00222	K00602
MAG258_00223	K23010
MAG258_00225	K04762
MAG258_00226	K03640
MAG258_00229	K04763
MAG258_00231	K03723
MAG258_00232	K03685
MAG258_00233	K03496
MAG258_00234	K03106
MAG258_00235	K00058
MAG258_00236	K08591
MAG258_00237	K00003
MAG258_00238	K00928
MAG258_00239	K01733
MAG258_00240	K03152
MAG258_00241	K06889
MAG258_00242	K00012
MAG258_00243	K02528
MAG258_00244	K03701
MAG258_00247	K01711
MAG258_00248	K02377
MAG258_00263	K01176
MAG258_00266	K00325
MAG258_00267	K00324
MAG258_00274	K13730
MAG258_00289	K02422
MAG258_00291	K00104
MAG258_00292	K01649
MAG258_00293	K13038
MAG258_00294	K00682
MAG258_00297	K02379
MAG258_00299	K03886
MAG258_00300	K00412
MAG258_00301	K06213
MAG258_00306	K01845
MAG258_00308	K03715
MAG258_00309	K11422
MAG258_00310	K00057
MAG258_00311	K00606
MAG258_00313	K07710
MAG258_00322	K02838
MAG258_00323	K00931
MAG258_00324	K03657
MAG258_00328	K07147
MAG258_00329	K02967
MAG258_00330	K02357
MAG258_00331	K00979
MAG258_00332	K01956
MAG258_00333	K01843
MAG258_00341	K03818
MAG258_00351	K12993
MAG258_00360	K20534
MAG258_00373	K01134
MAG258_00385	K16150
MAG258_00389	K01565
MAG258_00398	K01092
MAG258_00399	K01113
MAG258_00404	K07710
MAG258_00405	K07714
MAG258_00406	K07315
MAG258_00413	K02835
MAG258_00414	K02493
MAG258_00415	K03797
MAG258_00416	K00982
MAG258_00419	K00655
MAG258_00420	K00945
MAG258_00421	K00800
MAG258_00422	K04517
MAG258_00429	K01990
MAG258_00435	K02500
MAG258_00436	K02501
MAG258_00440	K01953
MAG258_00441	K01654
MAG258_00443	K01784
MAG258_00448	K11624
MAG258_00449	K07710
MAG258_00450	K03169
MAG258_00452	K01579
MAG258_00453	K03654
MAG258_00460	K00793
MAG258_00461	K01869
MAG258_00470	K00381
MAG258_00471	K01409
MAG258_00472	K03797
MAG258_00473	K01940
MAG258_00474	K00611
MAG258_00475	K00821
MAG258_00476	K00930
MAG258_00477	K00620
MAG258_00478	K00145
MAG258_00479	K02996
MAG258_00480	K02871
MAG258_00481	K00616
MAG258_00483	K07146
MAG258_00484	K21071
MAG258_00485	K01937
MAG258_00486	K01627
MAG258_00490	K10773
MAG258_00491	K00281
MAG258_00493	K00278
MAG258_00494	K01918
MAG258_00495	K10206
MAG258_00496	K02335
MAG258_00497	K00765
MAG258_00498	K02945
MAG258_00499	K03086
MAG258_00500	K01657
MAG258_00501	K00820
MAG258_00502	K00975
MAG258_00512	K02523
MAG258_00514	K02968
MAG258_00517	K01962
MAG258_00523	K03561
MAG258_00525	K05837
MAG258_00526	K08301
MAG258_00527	K00865
MAG258_00529	K03711
MAG258_00532	K01991
MAG258_00533	K00903
MAG258_00534	K07566
MAG258_00537	K07126
MAG258_00541	K03716
MAG258_00544	K03553
MAG258_00545	K03650
MAG258_00546	K07071
MAG258_00547	K03495
MAG258_00548	K02108
MAG258_00549	K02110
MAG258_00552	K02111
MAG258_00553	K02115
MAG258_00554	K02112
MAG258_00555	K02114
MAG258_00556	K03750
MAG258_00557	K03639
MAG258_00559	K02338
MAG258_00567	K03466
MAG258_00568	K01809
MAG258_00569	K03687
MAG258_00570	K03686
MAG258_00571	K03272
MAG258_00572	K11175
MAG258_00576	K10563
MAG258_00585	K03437
MAG258_00586	K15523
MAG258_00587	K01104
MAG258_00588	K01142
MAG258_00589	K00020
MAG258_00592	K03088
MAG258_00594	K09166
MAG258_00596	K00432
MAG258_00597	K12119
MAG258_00599	K01955
MAG258_00600	K01433
MAG258_00602	K12257
MAG258_00603	K07462
MAG258_00604	K02036
MAG258_00605	K02036
MAG258_00606	K02038
MAG258_00607	K02037
MAG258_00610	K09458
MAG258_00611	K00008
MAG258_00613	K03561
MAG258_00622	K03561
MAG258_00628	K02013
MAG258_00629	K14347
MAG258_00632	K02036
MAG258_00633	K02036
MAG258_00634	K02038
MAG258_00635	K02037
MAG258_00636	K02040
MAG258_00637	K02039
MAG258_00638	K22468
MAG258_00642	K07658
MAG258_00643	K07636
MAG258_00645	K23005
MAG258_00647	K00101
MAG258_00651	K03561
MAG258_00653	K03407
MAG258_00656	K07668
MAG258_00657	K01132
MAG258_00658	K01131
MAG258_00667	K03088
MAG258_00672	K00992
MAG258_00673	K07102
MAG258_00681	K10012
MAG258_00683	K03218
MAG258_00687	K01138
MAG258_00695	K00059
MAG258_00723	K11927
MAG258_00740	K01990
MAG258_00742	K04487
MAG258_00744	K19265
MAG258_00745	K01489
MAG258_00748	K03431
MAG258_00749	K00766
MAG258_00750	K06153
MAG258_00752	K03621
MAG258_00753	K00648
MAG258_00756	K01783
MAG258_00757	K12567
MAG258_00763	K04771
MAG258_00764	K00948
MAG258_00765	K02536
MAG258_00767	K07277
MAG258_00768	K02314
MAG258_00769	K02939
MAG258_00770	K03111
MAG258_00772	K01056
MAG258_00773	K02897
MAG258_00776	K03455
MAG258_00777	K03569
MAG258_00780	K05515
MAG258_00785	K01768
MAG258_00787	K09761
MAG258_00788	K13292
MAG258_00791	K00605
MAG258_00792	K02437
MAG258_00794	K09761
MAG258_00795	K08316
MAG258_00798	K04659
MAG258_00799	K01883
MAG258_00800	K01868
MAG258_00803	K02470
MAG258_00804	K02469
MAG258_00806	K01092
MAG258_00807	K02622
MAG258_00808	K02621
MAG258_00809	K23144
MAG258_00812	K07714
MAG258_00813	K07709
MAG258_00814	K13038
MAG258_00816	K02501
MAG258_00817	K01693
MAG258_00818	K00817
MAG258_00819	K00013
MAG258_00821	K01951
MAG258_00822	K02879
MAG258_00823	K03040
MAG258_00824	K02986
MAG258_00825	K02948
MAG258_00826	K02952
MAG258_00827	K01265
MAG258_00828	K03076
MAG258_00829	K02876
MAG258_00830	K02988
MAG258_00831	K02881
MAG258_00832	K02933
MAG258_00833	K02994
MAG258_00834	K02954
MAG258_00835	K02931
MAG258_00836	K02895
MAG258_00837	K02874
MAG258_00838	K02961
MAG258_00840	K02878
MAG258_00841	K02982
MAG258_00842	K02890
MAG258_00843	K02965
MAG258_00844	K02886
MAG258_00846	K02926
MAG258_00847	K02906
MAG258_00848	K02946
MAG258_00849	K02355
MAG258_00850	K02992
MAG258_00851	K02950
MAG258_00852	K03046
MAG258_00853	K03043
MAG258_00854	K02935
MAG258_00856	K02863
MAG258_00857	K02867
MAG258_00858	K02601
MAG258_00861	K02358
MAG258_00867	K00645
MAG258_00883	K03307
MAG258_00886	K00048
MAG258_00888	K02495
MAG258_00894	K01912
MAG258_00895	K09810
MAG258_00902	K04841
MAG258_00904	K02825
MAG258_00905	K00609
MAG258_00906	K01465
MAG258_00908	K00946
MAG258_00909	K06925
MAG258_00912	K03771
MAG258_00917	K01990
MAG258_00918	K01647
MAG258_00919	K03564
MAG258_00920	K03641
MAG258_00921	K09125
MAG258_00923	K04084
MAG258_00926	K00343
MAG258_00927	K00342
MAG258_00928	K00341
MAG258_00929	K00340
MAG258_00930	K00339
MAG258_00931	K03941
MAG258_00932	K00337
MAG258_00933	K00336
MAG258_00934	K00335
MAG258_00935	K00334
MAG258_00936	K00333
MAG258_00937	K00332
MAG258_00938	K00331
MAG258_00940	K00537
MAG258_00943	K01132
MAG258_00948	K01134
MAG258_00953	K18622
MAG258_00957	K01698
MAG258_00958	K01874
MAG258_00959	K02552
MAG258_00960	K02551
MAG258_00961	K01661
MAG258_00962	K13444
MAG258_00967	K03606
MAG258_00970	K01803
MAG258_00971	K00927
MAG258_00972	K00134
MAG258_00973	K01200
MAG258_00974	K00566
MAG258_00975	K03979
MAG258_00977	K09710
MAG258_00978	K00969
MAG258_00982	K13789
MAG258_00984	K03980
MAG258_00985	K09765
MAG258_00989	K00287
MAG258_00990	K00560
MAG258_00993	K01706
MAG258_00994	K03299
MAG258_00995	K00135
MAG258_01005	K23107
MAG258_01008	K12733
