MAG125_00001	K02666
MAG125_00009	K01218
MAG125_00012	K19355
MAG125_00017	K01557
MAG125_00019	K03386
MAG125_00028	K14445
MAG125_00030	K03635
MAG125_00032	K11996
MAG125_00033	K03750
MAG125_00035	K03637
MAG125_00036	K20967
MAG125_00040	K00135
MAG125_00041	K01354
MAG125_00045	K00721
MAG125_00046	K19421
MAG125_00055	K02902
MAG125_00056	K03531
MAG125_00057	K03590
MAG125_00059	K00075
MAG125_00060	K01924
MAG125_00061	K02563
MAG125_00062	K03588
MAG125_00063	K01925
MAG125_00064	K01000
MAG125_00065	K01929
MAG125_00066	K01928
MAG125_00067	K03587
MAG125_00069	K03438
MAG125_00071	K00639
MAG125_00072	K03931
MAG125_00074	K00060
MAG125_00075	K03496
MAG125_00076	K03497
MAG125_00081	K02108
MAG125_00085	K02111
MAG125_00086	K02115
MAG125_00087	K02112
MAG125_00089	K01876
MAG125_00090	K03315
MAG125_00099	K06217
MAG125_00100	K00626
MAG125_00101	K00248
MAG125_00102	K00826
MAG125_00103	K03625
MAG125_00104	K03070
MAG125_00105	K01760
MAG125_00108	K02275
MAG125_00112	K02276
MAG125_00113	K02274
MAG125_00121	K00412
MAG125_00122	K02636
MAG125_00128	K02259
MAG125_00129	K07152
MAG125_00130	K02257
MAG125_00132	K07004
MAG125_00141	K01711
MAG125_00143	K02377
MAG125_00145	K00265
MAG125_00146	K03719
MAG125_00147	K00537
MAG125_00156	K10563
MAG125_00157	K07488
MAG125_00159	K03308
MAG125_00161	K09022
MAG125_00163	K01872
MAG125_00170	K01292
MAG125_00176	K22116
MAG125_00177	K01932
MAG125_00180	K02653
MAG125_00181	K02652
MAG125_00184	K14286
MAG125_00190	K02529
MAG125_00191	K18201
MAG125_00193	K02654
MAG125_00194	K02652
MAG125_00195	K07714
MAG125_00196	K02505
MAG125_00200	K03106
MAG125_00201	K02959
MAG125_00202	K06960
MAG125_00204	K00554
MAG125_00205	K02884
MAG125_00207	K01042
MAG125_00208	K02358
MAG125_00209	K06147
MAG125_00212	K02843
MAG125_00214	K01647
MAG125_00215	K01298
MAG125_00223	K10773
MAG125_00224	K01737
MAG125_00225	K09125
MAG125_00226	K01495
MAG125_00227	K00382
MAG125_00228	K03801
MAG125_00229	K11381
MAG125_00230	K00658
MAG125_00232	K03644
MAG125_00236	K01624
MAG125_00237	K00850
MAG125_00238	K01907
MAG125_00239	K00134
MAG125_00240	K00134
MAG125_00250	K03218
MAG125_00251	K22696
MAG125_00252	K02337
MAG125_00256	K16089
MAG125_00257	K23356
MAG125_00258	K00705
MAG125_00259	K00688
MAG125_00261	K01214
MAG125_00267	K01200
MAG125_00276	K15537
MAG125_00278	K03424
MAG125_00279	K02528
MAG125_00280	K02970
MAG125_00281	K01840
MAG125_00282	K01619
MAG125_00283	K00128
MAG125_00284	K00128
MAG125_00285	K03783
MAG125_00286	K00758
MAG125_00287	K03215
MAG125_00291	K03722
MAG125_00292	K01745
MAG125_00293	K00088
MAG125_00295	K07376
MAG125_00296	K07588
MAG125_00297	K03118
MAG125_00298	K02523
MAG125_00300	K02527
MAG125_00301	K16787
MAG125_00302	K00995
MAG125_00303	K03110
MAG125_00304	K14441
MAG125_00309	K01880
MAG125_00311	K03168
MAG125_00312	K01892
MAG125_00315	K07478
MAG125_00316	K09569
MAG125_00320	K07175
MAG125_00321	K13236
MAG125_00327	K00912
MAG125_00328	K09778
MAG125_00329	K00748
MAG125_00331	K03810
MAG125_00333	K06942
MAG125_00334	K01716
MAG125_00335	K00208
MAG125_00346	K01724
MAG125_00347	K03523
MAG125_00348	K07124
MAG125_00354	K05540
MAG125_00355	K00294
MAG125_00356	K00926
MAG125_00357	K01903
MAG125_00358	K01902
MAG125_00359	K00940
MAG125_00364	K03621
MAG125_00365	K00648
MAG125_00366	K00645
MAG125_00367	K00059
MAG125_00368	K02078
MAG125_00369	K09458
MAG125_00370	K03685
MAG125_00371	K08999
MAG125_00378	K01201
MAG125_00379	K05350
MAG125_00382	K01126
MAG125_00383	K01434
MAG125_00386	K01408
MAG125_00388	K00382
MAG125_00389	K00627
MAG125_00390	K00163
MAG125_00393	K16329
MAG125_00395	K06997
MAG125_00396	K02469
MAG125_00397	K09710
MAG125_00400	K00566
MAG125_00401	K04487
MAG125_00406	K03924
MAG125_00407	K06941
MAG125_00408	K01436
MAG125_00409	K00681
MAG125_00410	K18703
MAG125_00411	K00626
MAG125_00412	K00812
MAG125_00413	K04763
MAG125_00417	K01444
MAG125_00419	K07098
MAG125_00420	K00252
MAG125_00421	K01649
MAG125_00423	K11381
MAG125_00424	K03630
MAG125_00425	K03465
MAG125_00427	K01092
MAG125_00433	K08301
MAG125_00434	K02888
MAG125_00435	K02899
MAG125_00436	K00024
MAG125_00437	K03088
MAG125_00444	K18979
MAG125_00445	K00556
MAG125_00446	K01751
MAG125_00449	K03624
MAG125_00451	K01869
MAG125_00452	K10716
