MAG20_00002	K01563
MAG20_00005	K11729
MAG20_00007	K00249
MAG20_00010	K00135
MAG20_00011	K01640
MAG20_00012	K23256
MAG20_00013	K18703
MAG20_00014	K01704
MAG20_00015	K01703
MAG20_00031	K00059
MAG20_00032	K16088
MAG20_00034	K01271
MAG20_00036	K21416
MAG20_00037	K00162
MAG20_00039	K00627
MAG20_00041	K00117
MAG20_00044	K15468
MAG20_00045	K04072
MAG20_00046	K01126
MAG20_00047	K01782
MAG20_00049	K00471
MAG20_00052	K22820
MAG20_00053	K21088
MAG20_00060	K22314
MAG20_00061	K01759
MAG20_00074	K00076
MAG20_00075	K05592
MAG20_00076	K15468
MAG20_00077	K00465
MAG20_00079	K07402
MAG20_00080	K00626
MAG20_00081	K01782
MAG20_00082	K01652
MAG20_00083	K01434
MAG20_00088	K00253
MAG20_00089	K00366
MAG20_00090	K00390
MAG20_00092	K00175
MAG20_00093	K00174
MAG20_00094	K00266
MAG20_00100	K01889
MAG20_00101	K02887
MAG20_00102	K02916
MAG20_00103	K02520
MAG20_00106	K01868
MAG20_00107	K03702
MAG20_00108	K03386
MAG20_00110	K19802
MAG20_00111	K22443
MAG20_00113	K00860
MAG20_00114	K00958
MAG20_00116	K03442
MAG20_00117	K05844
MAG20_00119	K01130
MAG20_00124	K11628
MAG20_00128	K02553
MAG20_00129	K00767
MAG20_00130	K03806
MAG20_00132	K00077
MAG20_00138	K02453
MAG20_00139	K02454
MAG20_00140	K02455
MAG20_00141	K02456
MAG20_00146	K03657
MAG20_00148	K01069
MAG20_00150	K03469
MAG20_00151	K10805
MAG20_00154	K00906
MAG20_00161	K01620
MAG20_00163	K00058
MAG20_00164	K04761
MAG20_00166	K03321
MAG20_00167	K03972
MAG20_00174	K19073
MAG20_00178	K00547
MAG20_00179	K03307
MAG20_00181	K17743
MAG20_00183	K03451
MAG20_00184	K03442
MAG20_00185	K01626
MAG20_00186	K09009
MAG20_00187	K19611
MAG20_00188	K19221
MAG20_00190	K02346
MAG20_00191	K22443
MAG20_00195	K00060
MAG20_00196	K00639
MAG20_00205	K09471
MAG20_00206	K01915
MAG20_00209	K00891
MAG20_00212	K02199
MAG20_00213	K00021
MAG20_00217	K01077
MAG20_00218	K00057
MAG20_00219	K23010
MAG20_00220	K02168
MAG20_00225	K00020
MAG20_00226	K05605
MAG20_00227	K07511
MAG20_00228	K11538
MAG20_00229	K01775
MAG20_00230	K00824
MAG20_00231	K22210
MAG20_00232	K23124
MAG20_00233	K23123
MAG20_00234	K07160
MAG20_00237	K14674
MAG20_00238	K11729
MAG20_00239	K01897
MAG20_00240	K00255
MAG20_00241	K01796
MAG20_00242	K15866
MAG20_00243	K03578
MAG20_00244	K01897
MAG20_00245	K22443
MAG20_00246	K00605
MAG20_00248	K00413
MAG20_00249	K03599
MAG20_00250	K03600
MAG20_00253	K07460
MAG20_00254	K07121
MAG20_00255	K07056
MAG20_00256	K03925
MAG20_00257	K03438
MAG20_00259	K03587
MAG20_00269	K03117
MAG20_00270	K03118
MAG20_00271	K16052
MAG20_00272	K11085
MAG20_00273	K00325
MAG20_00274	K00324
MAG20_00275	K00324
MAG20_00278	K06954
MAG20_00280	K00574
MAG20_00282	K02160
MAG20_00283	K03786
MAG20_00284	K05540
MAG20_00285	K03557
MAG20_00286	K00602
MAG20_00287	K01945
MAG20_00289	K07397
MAG20_00290	K01609
MAG20_00291	K00766
MAG20_00292	K01658
MAG20_00294	K03742
MAG20_00295	K00275
MAG20_00296	K00681
MAG20_00302	K23016
MAG20_00303	K03637
MAG20_00305	K03635
MAG20_00306	K18453
MAG20_00307	K03564
MAG20_00312	K00134
MAG20_00313	K00346
MAG20_00314	K00347
MAG20_00315	K00348
MAG20_00316	K01599
MAG20_00317	K00266
MAG20_00318	K00265
MAG20_00319	K01735
MAG20_00320	K00891
MAG20_00321	K02666
MAG20_00325	K02662
MAG20_00326	K05366
MAG20_00327	K02909
MAG20_00328	K04066
MAG20_00329	K01887
MAG20_00332	K03183
MAG20_00334	K03688
MAG20_00335	K11755
MAG20_00336	K01523
MAG20_00337	K03116
MAG20_00338	K00059
MAG20_00339	K03553
MAG20_00342	K08602
MAG20_00345	K04755
MAG20_00346	K00940
MAG20_00347	K06941
MAG20_00349	K03526
MAG20_00350	K01892
MAG20_00353	K03977
MAG20_00354	K01589
MAG20_00355	K01588
MAG20_00356	K01637
MAG20_00360	K19221
MAG20_00361	K02014
MAG20_00366	K03585
MAG20_00367	K03296
MAG20_00370	K03312
MAG20_00372	K07090
MAG20_00373	K03315
MAG20_00376	K23138
MAG20_00377	K00004
MAG20_00378	K03437
MAG20_00379	K00117
MAG20_00384	K03684
MAG20_00385	K06187
MAG20_00392	K06917
MAG20_00393	K01008
MAG20_00394	K12573
MAG20_00395	K03218
MAG20_00396	K02990
MAG20_00397	K02963
MAG20_00399	K02939
MAG20_00400	K02314
MAG20_00403	K04485
MAG20_00404	K06020
MAG20_00407	K00031
MAG20_00410	K01939
MAG20_00411	K02502
MAG20_00413	K04087
MAG20_00414	K04088
MAG20_00415	K03665
MAG20_00416	K03666
MAG20_00417	K00791
MAG20_00418	K03572
MAG20_00420	K06925
MAG20_00421	K18979
MAG20_00422	K13288
MAG20_00423	K01992
MAG20_00424	K01990
MAG20_00427	K07305
MAG20_00428	K03473
MAG20_00429	K09906
MAG20_00430	K04085
MAG20_00432	K01736
MAG20_00433	K03405
MAG20_00434	K03404
MAG20_00435	K08680
MAG20_00436	K10027
MAG20_00437	K02291
MAG20_00438	K01823
MAG20_00444	K03153
MAG20_00447	K01273
MAG20_00450	K01759
MAG20_00451	K02492
MAG20_00452	K02835
MAG20_00453	K02493
MAG20_00454	K00315
MAG20_00458	K01591
MAG20_00459	K19804
MAG20_00461	K05788
MAG20_00462	K02945
MAG20_00463	K00945
MAG20_00464	K00800
MAG20_00465	K04517
MAG20_00466	K14170
MAG20_00467	K00831
MAG20_00468	K02469
MAG20_00469	K00806
MAG20_00470	K02838
MAG20_00471	K09903
MAG20_00472	K02357
MAG20_00473	K02967
MAG20_00474	K01265
MAG20_00475	K00990
MAG20_00476	K14267
MAG20_00477	K10773
MAG20_00479	K00674
MAG20_00480	K01439
MAG20_00482	K15984
MAG20_00492	K14682
MAG20_00493	K01687
MAG20_00495	K07303
MAG20_00496	K00059
MAG20_00497	K02031
MAG20_00498	K15582
MAG20_00499	K15581
MAG20_00500	K15580
MAG20_00501	K01885
MAG20_00509	K02401
MAG20_00510	K02421
MAG20_00511	K02420
MAG20_00512	K02419
MAG20_00514	K02417
MAG20_00518	K05800
MAG20_00519	K00219
MAG20_00520	K03590
MAG20_00522	K01921
MAG20_00523	K01924
MAG20_00524	K02563
MAG20_00525	K03588
MAG20_00526	K01925
MAG20_00527	K01000
MAG20_00528	K01929
MAG20_00531	K03296
MAG20_00537	K12663
MAG20_00538	K02011
MAG20_00539	K11072
MAG20_00540	K02012
MAG20_00542	K01028
MAG20_00543	K01029
MAG20_00548	K07178
MAG20_00554	K07124
MAG20_00555	K00244
MAG20_00557	K00613
MAG20_00558	K15667
MAG20_00559	K07148
MAG20_00562	K13781
MAG20_00575	K03594
MAG20_00579	K15537
MAG20_00581	K06207
MAG20_00582	K02348
MAG20_00583	K02621
MAG20_00585	K01079
MAG20_00586	K02356
MAG20_00587	K03782
MAG20_00590	K03098
MAG20_00591	K01845
MAG20_00592	K01698
MAG20_00595	K09020
MAG20_00598	K18703
MAG20_00599	K01473
MAG20_00600	K01474
MAG20_00602	K18703
MAG20_00603	K18703
MAG20_00604	K16091
MAG20_00605	K04760
MAG20_00607	K01749
MAG20_00608	K01755
MAG20_00612	K01586
MAG20_00613	K01778
MAG20_00615	K20862
MAG20_00616	K04751
MAG20_00617	K03320
MAG20_00618	K04751
MAG20_00621	K07391
MAG20_00623	K00799
MAG20_00626	K01886
MAG20_00627	K03768
