MAG90_00001	K03089
MAG90_00002	K06180
MAG90_00008	K22133
MAG90_00010	K00681
MAG90_00011	K22522
MAG90_00012	K00031
MAG90_00013	K01872
MAG90_00014	K03553
MAG90_00015	K06204
MAG90_00019	K01247
MAG90_00024	K15866
MAG90_00025	K01563
MAG90_00032	K18702
MAG90_00033	K18244
MAG90_00034	K00020
MAG90_00038	K05801
MAG90_00039	K01469
MAG90_00040	K04754
MAG90_00041	K00658
MAG90_00042	K00382
MAG90_00043	K03733
MAG90_00044	K00616
MAG90_00045	K02313
MAG90_00046	K02338
MAG90_00047	K03629
MAG90_00048	K02470
MAG90_00055	K05592
MAG90_00056	K03446
MAG90_00057	K04761
MAG90_00059	K00354
MAG90_00060	K02335
MAG90_00061	K05820
MAG90_00063	K01990
MAG90_00065	K12448
MAG90_00067	K03321
MAG90_00071	K03470
MAG90_00072	K00571
MAG90_00073	K03575
MAG90_00075	K13483
MAG90_00076	K07303
MAG90_00081	K00261
MAG90_00084	K00820
MAG90_00086	K09117
MAG90_00087	K02316
MAG90_00089	K01738
MAG90_00090	K01760
MAG90_00094	K01897
MAG90_00095	K03527
MAG90_00096	K01662
MAG90_00098	K04496
MAG90_00099	K02433
MAG90_00106	K08309
MAG90_00107	K03638
MAG90_00109	K01897
MAG90_00110	K07511
MAG90_00111	K01644
MAG90_00114	K02042
MAG90_00115	K02041
MAG90_00117	K12661
MAG90_00119	K00387
MAG90_00123	K03707
MAG90_00127	K00799
MAG90_00129	K00249
MAG90_00130	K11729
MAG90_00131	K00101
MAG90_00132	K08683
MAG90_00133	K00858
MAG90_00134	K01012
MAG90_00135	K00652
MAG90_00136	K01935
MAG90_00137	K07146
MAG90_00139	K00567
MAG90_00143	K00265
MAG90_00144	K00266
MAG90_00146	K09014
MAG90_00147	K09013
MAG90_00148	K09015
MAG90_00149	K00324
MAG90_00150	K00324
MAG90_00151	K00325
MAG90_00154	K01069
MAG90_00155	K00058
MAG90_00157	K01462
MAG90_00159	K01589
MAG90_00160	K01588
MAG90_00161	K00254
MAG90_00163	K02346
MAG90_00165	K00477
MAG90_00166	K18703
MAG90_00171	K00666
MAG90_00172	K18914
MAG90_00173	K06446
MAG90_00176	K07511
MAG90_00177	K00459
MAG90_00179	K02837
MAG90_00180	K00825
MAG90_00181	K08281
MAG90_00183	K06911
MAG90_00186	K00059
MAG90_00188	K00022
MAG90_00190	K17509
MAG90_00191	K13038
MAG90_00192	K01520
MAG90_00193	K21029
MAG90_00195	K00015
MAG90_00201	K02574
MAG90_00202	K03657
MAG90_00203	K00059
MAG90_00206	K02275
MAG90_00207	K02256
MAG90_00208	K02257
MAG90_00210	K02258
MAG90_00211	K00626
MAG90_00212	K01782
MAG90_00213	K07305
MAG90_00215	K00275
MAG90_00216	K00208
MAG90_00217	K01736
MAG90_00219	K06442
MAG90_00221	K01969
MAG90_00222	K01784
MAG90_00223	K01436
MAG90_00224	K00798
MAG90_00227	K01897
MAG90_00230	K02609
MAG90_00231	K00059
MAG90_00233	K13893
MAG90_00234	K00525
MAG90_00235	K00526
MAG90_00236	K03520
MAG90_00237	K04066
MAG90_00239	K02111
MAG90_00240	K02115
MAG90_00241	K02112
MAG90_00242	K02114
MAG90_00243	K08311
MAG90_00244	K03797
MAG90_00248	K07734
