MAG31_00001	K01710
MAG31_00002	K15977
MAG31_00003	K02888
MAG31_00004	K02899
MAG31_00006	K01251
MAG31_00009	K03811
MAG31_00012	K02014
MAG31_00015	K03624
MAG31_00016	K02503
MAG31_00017	K07698
MAG31_00019	K01246
MAG31_00020	K02357
MAG31_00021	K02967
MAG31_00022	K02996
MAG31_00023	K02871
MAG31_00024	K02335
MAG31_00025	K01662
MAG31_00026	K11991
MAG31_00027	K03704
MAG31_00029	K01876
MAG31_00030	K03296
MAG31_00031	K03585
MAG31_00034	K13789
MAG31_00036	K07238
MAG31_00037	K00946
MAG31_00040	K13628
MAG31_00041	K09014
MAG31_00042	K09013
MAG31_00043	K09015
MAG31_00044	K11717
MAG31_00045	K02426
MAG31_00049	K00969
MAG31_00050	K00942
MAG31_00064	K01760
MAG31_00065	K03269
MAG31_00066	K03665
MAG31_00068	K16066
MAG31_00070	K03924
MAG31_00073	K07114
MAG31_00074	K07114
MAG31_00080	K01889
MAG31_00081	K00057
MAG31_00083	K13051
MAG31_00085	K02346
MAG31_00086	K00873
MAG31_00088	K03685
MAG31_00089	K09458
MAG31_00090	K02078
MAG31_00091	K11175
MAG31_00092	K03469
MAG31_00093	K00852
MAG31_00094	K00764
MAG31_00096	K11325
MAG31_00098	K01724
MAG31_00100	K07116
MAG31_00101	K00754
MAG31_00107	K02067
MAG31_00108	K01448
MAG31_00110	K09022
MAG31_00112	K00134
MAG31_00113	K00850
MAG31_00115	K01409
MAG31_00116	K09761
MAG31_00121	K00259
MAG31_00132	K06157
MAG31_00135	K07037
MAG31_00136	K20742
MAG31_00138	K02469
MAG31_00139	K03696
MAG31_00140	K12524
MAG31_00141	K00872
MAG31_00142	K01733
MAG31_00143	K01262
MAG31_00144	K00605
MAG31_00148	K01144
MAG31_00152	K02343
MAG31_00154	K01524
MAG31_00155	K00937
MAG31_00157	K00275
MAG31_00158	K00784
MAG31_00160	K00609
MAG31_00161	K02825
MAG31_00162	K02945
MAG31_00163	K00945
MAG31_00164	K01338
MAG31_00166	K03088
MAG31_00170	K06902
MAG31_00172	K07305
MAG31_00173	K07305
MAG31_00174	K00382
MAG31_00181	K07095
MAG31_00183	K03628
MAG31_00184	K02968
MAG31_00186	K01881
MAG31_00189	K01495
MAG31_00190	K01883
MAG31_00191	K13292
MAG31_00193	K12257
MAG31_00194	K00024
MAG31_00195	K02470
MAG31_00196	K01953
MAG31_00200	K09812
MAG31_00201	K06207
MAG31_00206	K00847
MAG31_00209	K15923
MAG31_00210	K00469
MAG31_00213	K01686
MAG31_00218	K01812
MAG31_00219	K00874
MAG31_00220	K01625
MAG31_00223	K21393
MAG31_00224	K01685
MAG31_00226	K01594
MAG31_00227	K16053
MAG31_00230	K01476
MAG31_00236	K03270
MAG31_00237	K06287
MAG31_00240	K03307
MAG31_00247	K07735
MAG31_00248	K03530
MAG31_00249	K00604
MAG31_00250	K03654
MAG31_00254	K00790
MAG31_00258	K12119
MAG31_00259	K06876
MAG31_00260	K01669
MAG31_00261	K01669
MAG31_00262	K00059
MAG31_00267	K06201
MAG31_00268	K01444
MAG31_00271	K00864
MAG31_00272	K00111
MAG31_00273	K02440
MAG31_00274	K18682
MAG31_00278	K04487
MAG31_00279	K00819
MAG31_00280	K03215
