MAG280_00002	K03953
MAG280_00003	K06153
MAG280_00004	K00266
MAG280_00007	K00265
MAG280_00009	K03814
MAG280_00010	K00799
MAG280_00011	K18979
MAG280_00012	K01469
MAG280_00013	K00948
MAG280_00015	K02112
MAG280_00016	K02115
MAG280_00017	K02132
MAG280_00018	K02137
MAG280_00020	K01069
MAG280_00021	K03694
MAG280_00022	K02557
MAG280_00024	K07232
MAG280_00026	K00210
MAG280_00027	K00817
MAG280_00028	K02986
MAG280_00029	K00626
MAG280_00030	K00059
MAG280_00035	K01595
MAG280_00036	K00058
MAG280_00037	K01902
MAG280_00038	K01903
MAG280_00041	K01644
MAG280_00044	K02065
MAG280_00045	K02066
MAG280_00046	K01775
MAG280_00047	K02314
MAG280_00048	K00762
MAG280_00049	K01465
MAG280_00051	K07161
MAG280_00055	K23269
MAG280_00060	K01874
MAG280_00064	K00020
MAG280_00070	K03088
MAG280_00073	K03686
MAG280_00074	K04043
MAG280_00075	K03919
MAG280_00076	K22133
MAG280_00077	K04072
MAG280_00081	K02529
MAG280_00082	K21742
MAG280_00083	K13481
MAG280_00084	K13482
MAG280_00085	K07402
MAG280_00086	K01487
MAG280_00087	K14977
MAG280_00089	K21393
MAG280_00091	K21395
MAG280_00093	K03185
MAG280_00094	K02433
MAG280_00095	K14267
MAG280_00096	K03466
MAG280_00101	K00681
MAG280_00102	K01768
MAG280_00105	K00626
MAG280_00106	K08968
MAG280_00108	K00315
MAG280_00109	K00547
MAG280_00110	K17509
MAG280_00111	K05786
MAG280_00112	K06180
MAG280_00113	K03704
MAG280_00114	K00128
MAG280_00115	K03386
MAG280_00116	K00962
MAG280_00117	K02956
MAG280_00118	K01486
MAG280_00123	K01662
MAG280_00124	K13789
MAG280_00126	K11407
MAG280_00127	K07659
MAG280_00129	K00826
MAG280_00131	K01736
MAG280_00132	K02064
MAG280_00133	K02063
MAG280_00134	K02062
MAG280_00136	K00411
MAG280_00137	K00412
MAG280_00138	K00413
MAG280_00139	K18707
MAG280_00140	K01778
MAG280_00146	K01869
MAG280_00147	K00340
MAG280_00148	K00339
MAG280_00150	K03941
MAG280_00151	K00337
MAG280_00152	K03934
MAG280_00155	K03942
MAG280_00158	K03943
MAG280_00159	K00333
MAG280_00161	K03936
MAG280_00163	K00331
MAG280_00164	K00330
MAG280_00165	K01661
MAG280_00166	K01640
MAG280_00168	K01968
MAG280_00169	K01969
MAG280_00171	K01895
MAG280_00173	K00253
MAG280_00175	K01091
MAG280_00176	K04042
MAG280_00177	K00820
MAG280_00178	K03639
MAG280_00179	K01436
MAG280_00180	K01436
MAG280_00182	K01438
MAG280_00183	K02032
MAG280_00188	K03321
MAG280_00189	K00772
MAG280_00190	K00759
MAG280_00191	K18204
MAG280_00192	K03790
MAG280_00193	K17732
MAG280_00194	K01733
MAG280_00195	K14998
MAG280_00196	K02262
MAG280_00197	K02258
MAG280_00199	K02257
MAG280_00200	K02275
MAG280_00201	K03568
MAG280_00202	K03168
MAG280_00203	K20715
MAG280_00204	K03724
MAG280_00207	K01577
MAG280_00208	K07749
MAG280_00209	K00289
MAG280_00210	K01938
MAG280_00218	K00335
MAG280_00219	K00123
MAG280_00221	K01607
MAG280_00225	K01028
MAG280_00226	K01029
MAG280_00227	K00425
MAG280_00228	K00426
MAG280_00230	K01992
MAG280_00231	K01990
MAG280_00234	K00344
MAG280_00236	K00794
MAG280_00237	K14652
MAG280_00238	K00793
MAG280_00239	K11752
MAG280_00240	K07738
MAG280_00243	K11962
MAG280_00244	K11961
MAG280_00245	K11960
MAG280_00246	K11959
MAG280_00249	K00761
MAG280_00250	K06890
MAG280_00251	K18649
