MAG111_00001	K09748
MAG111_00002	K02035
MAG111_00003	K02032
MAG111_00004	K02034
MAG111_00005	K12369
MAG111_00006	K01259
MAG111_00007	K00591
MAG111_00009	K11206
MAG111_00010	K03676
MAG111_00013	K01772
MAG111_00015	K16291
MAG111_00018	K16892
MAG111_00019	K03215
MAG111_00020	K18893
MAG111_00021	K00974
MAG111_00023	K04083
MAG111_00025	K01754
MAG111_00026	K01940
MAG111_00027	K22696
MAG111_00028	K22696
MAG111_00029	K00852
MAG111_00030	K00029
MAG111_00031	K03555
MAG111_00032	K03687
MAG111_00033	K03705
MAG111_00034	K00989
MAG111_00035	K02428
MAG111_00037	K03497
MAG111_00038	K03496
MAG111_00039	K03501
MAG111_00040	K03495
MAG111_00041	K03650
MAG111_00042	K03628
MAG111_00044	K00014
MAG111_00045	K00859
MAG111_00046	K02342
MAG111_00048	K07113
MAG111_00050	K08304
MAG111_00053	K03667
MAG111_00054	K01419
MAG111_00055	K03671
MAG111_00056	K16898
MAG111_00059	K07102
MAG111_00062	K07152
MAG111_00063	K07713
MAG111_00064	K01251
MAG111_00067	K00613
MAG111_00068	K03684
MAG111_00071	K06861
MAG111_00073	K05808
MAG111_00076	K00962
MAG111_00077	K00128
MAG111_00078	K06180
MAG111_00082	K01784
MAG111_00083	K18204
MAG111_00084	K03106
MAG111_00086	K02959
MAG111_00089	K00554
MAG111_00090	K02884
MAG111_00093	K00874
MAG111_00095	K01556
MAG111_00097	K11209
MAG111_00098	K15789
MAG111_00100	K13247
MAG111_00101	K08683
MAG111_00107	K01869
MAG111_00115	K01752
MAG111_00116	K01807
MAG111_00117	K00383
MAG111_00118	K04088
MAG111_00119	K04087
MAG111_00121	K04771
MAG111_00122	K14162
MAG111_00123	K22071
MAG111_00124	K01945
MAG111_00125	K03601
MAG111_00126	K00335
MAG111_00127	K03110
MAG111_00131	K01092
MAG111_00132	K03576
MAG111_00133	K00297
MAG111_00136	K03520
MAG111_00137	K00477
MAG111_00139	K01873
MAG111_00140	K00817
MAG111_00141	K00830
MAG111_00142	K06147
MAG111_00144	K06980
MAG111_00145	K02356
MAG111_00147	K02232
MAG111_00150	K00573
MAG111_00152	K15634
MAG111_00153	K01338
MAG111_00155	K00773
MAG111_00157	K13628
MAG111_00159	K01803
MAG111_00161	K21393
MAG111_00162	K21394
MAG111_00164	K23138
MAG111_00165	K01649
MAG111_00168	K03337
MAG111_00169	K07161
MAG111_00171	K03519
MAG111_00172	K03520
MAG111_00173	K03518
MAG111_00175	K06876
MAG111_00177	K07552
MAG111_00178	K00020
MAG111_00180	K00123
MAG111_00183	K00290
MAG111_00188	K00574
MAG111_00189	K03088
MAG111_00191	K09760
MAG111_00192	K03572
MAG111_00194	K17732
MAG111_00195	K03101
MAG111_00196	K00602
MAG111_00198	K07393
MAG111_00201	K02227
MAG111_00203	K03529
MAG111_00205	K00059
MAG111_00207	K02886
MAG111_00208	K02965
MAG111_00209	K02890
MAG111_00210	K02982
MAG111_00212	K00761
MAG111_00213	K01488
