MAG196_00003	K05685
MAG196_00004	K02004
MAG196_00005	K02003
MAG196_00007	K12450
MAG196_00008	K03466
MAG196_00009	K02428
MAG196_00011	K03657
MAG196_00013	K03086
MAG196_00014	K02316
MAG196_00015	K00648
MAG196_00016	K11392
MAG196_00021	K01869
MAG196_00024	K03977
MAG196_00027	K07082
MAG196_00031	K00075
MAG196_00033	K01885
MAG196_00034	K12736
MAG196_00035	K02563
MAG196_00036	K03588
MAG196_00038	K03086
MAG196_00040	K03070
MAG196_00041	K02343
MAG196_00044	K09013
MAG196_00046	K09807
MAG196_00052	K09014
MAG196_00067	K00612
MAG196_00073	K23498
MAG196_00075	K03088
MAG196_00078	K02836
MAG196_00081	K02520
MAG196_00083	K02887
MAG196_00085	K02120
MAG196_00087	K02118
MAG196_00088	K02117
MAG196_00093	K02124
MAG196_00094	K02123
MAG196_00097	K22224
MAG196_00099	K00174
MAG196_00100	K00175
MAG196_00104	K00554
MAG196_00108	K05946
MAG196_00110	K01834
MAG196_00111	K01791
MAG196_00116	K01951
MAG196_00117	K03088
MAG196_00119	K02356
MAG196_00120	K02434
MAG196_00121	K01462
MAG196_00122	K02342
MAG196_00123	K10773
MAG196_00126	K00560
MAG196_00127	K00287
MAG196_00129	K01495
MAG196_00131	K00950
MAG196_00134	K03072
MAG196_00136	K00975
MAG196_00139	K03215
MAG196_00140	K00783
MAG196_00148	K03703
MAG196_00149	K16870
MAG196_00150	K02897
MAG196_00163	K01587
MAG196_00164	K21929
MAG196_00166	K01889
MAG196_00168	K00762
MAG196_00169	K03501
MAG196_00170	K02427
MAG196_00171	K09812
MAG196_00173	K01933
MAG196_00184	K14652
MAG196_00186	K00794
MAG196_00187	K00793
MAG196_00189	K03701
MAG196_00192	K07098
MAG196_00193	K02347
MAG196_00200	K01890
MAG196_00201	K00798
MAG196_00203	K17732
MAG196_00204	K00940
MAG196_00206	K03797
MAG196_00208	K22316
MAG196_00210	K23144
MAG196_00211	K02338
MAG196_00212	K03723
MAG196_00220	K01876
MAG196_00222	K07738
MAG196_00223	K07566
MAG196_00224	K02337
MAG196_00231	K03111
MAG196_00232	K15726
MAG196_00241	K01262
MAG196_00244	K03642
MAG196_00245	K02982
MAG196_00246	K02890
MAG196_00247	K02965
MAG196_00248	K02886
MAG196_00250	K02926
MAG196_00251	K02906
MAG196_00257	K01174
MAG196_00263	K03686
MAG196_00266	K07462
MAG196_00268	K06153
MAG196_00269	K06872
MAG196_00270	K03744
MAG196_00271	K08974
MAG196_00274	K00963
MAG196_00278	K03702
MAG196_00281	K01875
MAG196_00289	K01446
MAG196_00291	K00789
