locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG243_00001	CDS	369	mntR		COG1321	Transcriptional regulator MntR
MAG243_00002	CDS	1731	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MAG243_00003	CDS	1059	ileS_2	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MAG243_00004	CDS	501	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
MAG243_00005	CDS	957	yrrB			TPR repeat-containing protein YrrB
MAG243_00006	CDS	1917	pacS	3.6.3.54		putative copper-transporting ATPase PacS
MAG243_00007	CDS	411	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MAG243_00008	CDS	735				hypothetical protein
MAG243_00009	CDS	588	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
MAG243_00010	CDS	729				hypothetical protein
MAG243_00011	CDS	669				hypothetical protein
MAG243_00012	CDS	2172	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
MAG243_00013	CDS	1746	hlyD			Hemolysin secretion protein D, chromosomal
MAG243_00014	CDS	282	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
MAG243_00015	CDS	903	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
MAG243_00016	CDS	879	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
MAG243_00017	CDS	813	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
MAG243_00018	CDS	852	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
MAG243_00019	CDS	1053	ugpC	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
MAG243_00020	CDS	705				hypothetical protein
MAG243_00021	CDS	753			COG0217	putative transcriptional regulatory protein
MAG243_00022	CDS	486	ruvC_1	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
MAG243_00023	CDS	618	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MAG243_00024	CDS	468	ssb_1		COG0629	Single-stranded DNA-binding protein
MAG243_00025	CDS	1251				hypothetical protein
MAG243_00026	CDS	297				hypothetical protein
MAG243_00027	CDS	1560				hypothetical protein
MAG243_00028	CDS	780				hypothetical protein
MAG243_00029	CDS	741	clcD	3.1.1.45		Carboxymethylenebutenolidase
MAG243_00030	CDS	900	ribN			Riboflavin transporter
MAG243_00031	CDS	378				hypothetical protein
MAG243_00032	CDS	249				hypothetical protein
MAG243_00033	CDS	159				hypothetical protein
MAG243_00034	CDS	381				hypothetical protein
MAG243_00035	CDS	1827				hypothetical protein
MAG243_00036	CDS	1557				hypothetical protein
MAG243_00037	CDS	867				hypothetical protein
MAG243_00038	CDS	723				hypothetical protein
MAG243_00039	CDS	549	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
MAG243_00040	CDS	321				hypothetical protein
MAG243_00041	CDS	270				hypothetical protein
MAG243_00042	CDS	576				hypothetical protein
MAG243_00043	CDS	195				hypothetical protein
MAG243_00044	CDS	252				hypothetical protein
MAG243_00045	CDS	993				hypothetical protein
MAG243_00046	CDS	981	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
MAG243_00047	CDS	1041				hypothetical protein
