locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG133_00001	CDS	159				hypothetical protein
MAG133_00002	CDS	180				hypothetical protein
MAG133_00003	CDS	195				hypothetical protein
MAG133_00004	CDS	114				hypothetical protein
MAG133_00005	CDS	138				hypothetical protein
MAG133_00006	CDS	180				hypothetical protein
MAG133_00007	CDS	177				hypothetical protein
MAG133_00008	CDS	201				hypothetical protein
MAG133_00009	CDS	135	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MAG133_00010	CDS	135				hypothetical protein
MAG133_00011	CDS	240				hypothetical protein
MAG133_00012	CDS	162				hypothetical protein
MAG133_00013	CDS	144				hypothetical protein
MAG133_00014	CDS	195				hypothetical protein
MAG133_00015	CDS	252				hypothetical protein
MAG133_00016	CDS	222				hypothetical protein
MAG133_00017	CDS	180				hypothetical protein
MAG133_00018	CDS	336				hypothetical protein
MAG133_00019	CDS	249				hypothetical protein
MAG133_00020	CDS	174				hypothetical protein
MAG133_00021	CDS	231				hypothetical protein
MAG133_00022	CDS	111				hypothetical protein
MAG133_00023	CDS	138				hypothetical protein
MAG133_00024	CDS	144	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
MAG133_00025	CDS	180				hypothetical protein
MAG133_00026	CDS	357				hypothetical protein
MAG133_00027	CDS	258				hypothetical protein
MAG133_00028	CDS	192				hypothetical protein
MAG133_00029	CDS	213				hypothetical protein
MAG133_00030	CDS	183				hypothetical protein
MAG133_00031	CDS	135				hypothetical protein
MAG133_00032	CDS	90				hypothetical protein
MAG133_00033	CDS	219				hypothetical protein
MAG133_00034	CDS	168				hypothetical protein
MAG133_00035	CDS	222				hypothetical protein
MAG133_00036	CDS	93				hypothetical protein
MAG133_00037	CDS	135				hypothetical protein
MAG133_00038	CDS	132				hypothetical protein
MAG133_00039	CDS	177				hypothetical protein
MAG133_00040	CDS	222				hypothetical protein
MAG133_00041	CDS	174	htpX	3.4.24.-		Protease HtpX
MAG133_00042	CDS	345				hypothetical protein
MAG133_00043	CDS	165				hypothetical protein
MAG133_00044	CDS	123				hypothetical protein
MAG133_00045	CDS	234				hypothetical protein
MAG133_00046	CDS	93				hypothetical protein
MAG133_00047	CDS	231				hypothetical protein
MAG133_00048	CDS	132	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
MAG133_00049	CDS	210				hypothetical protein
MAG133_00050	CDS	225				hypothetical protein
MAG133_00051	CDS	204				hypothetical protein
MAG133_00052	CDS	141				hypothetical protein
MAG133_00053	CDS	219				hypothetical protein
MAG133_00054	CDS	144	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
MAG133_00055	CDS	183				hypothetical protein
MAG133_00056	CDS	144	metK_1	2.5.1.6	COG0192	S-adenosylmethionine synthase
MAG133_00057	CDS	240	metK_2	2.5.1.6		S-adenosylmethionine synthase
MAG133_00058	CDS	207	lemA_1		COG1704	Protein LemA
MAG133_00059	CDS	318	lemA_2		COG1704	Protein LemA
MAG133_00060	CDS	294				hypothetical protein
MAG133_00061	CDS	264				hypothetical protein
MAG133_00062	CDS	216				hypothetical protein
MAG133_00063	CDS	342				hypothetical protein
MAG133_00064	CDS	219				hypothetical protein
MAG133_00065	CDS	306	epsF		COG1459	Type II secretion system protein F
MAG133_00066	CDS	189				hypothetical protein
MAG133_00067	CDS	144				hypothetical protein
MAG133_00068	CDS	192				hypothetical protein
MAG133_00069	CDS	345				hypothetical protein
MAG133_00070	CDS	180	hup			DNA-binding protein HU
MAG133_00071	CDS	168				hypothetical protein
MAG133_00072	CDS	132				hypothetical protein
MAG133_00073	CDS	222	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
MAG133_00074	CDS	126	yadH		COG0842	Inner membrane transport permease YadH
MAG133_00075	CDS	144				hypothetical protein
MAG133_00076	CDS	198				hypothetical protein
MAG133_00077	CDS	210				hypothetical protein
MAG133_00078	CDS	201				hypothetical protein
MAG133_00079	CDS	156				hypothetical protein
MAG133_00080	CDS	147				hypothetical protein
MAG133_00081	CDS	339				hypothetical protein
MAG133_00082	CDS	99				hypothetical protein
MAG133_00083	CDS	243	helD	3.6.4.12	COG0210	DNA helicase IV
MAG133_00084	CDS	126				hypothetical protein
MAG133_00085	CDS	258				hypothetical protein
MAG133_00086	CDS	420				hypothetical protein
MAG133_00087	CDS	243				hypothetical protein
MAG133_00088	CDS	201				hypothetical protein
MAG133_00089	CDS	156				hypothetical protein
MAG133_00090	CDS	180				hypothetical protein
MAG133_00091	tRNA	74				tRNA-Cys(gca)
MAG133_00092	CDS	192				hypothetical protein
MAG133_00093	CDS	282				hypothetical protein
MAG133_00094	CDS	228	recF_1			DNA replication and repair protein RecF
MAG133_00095	CDS	159	recF_2			DNA replication and repair protein RecF
MAG133_00096	CDS	396				hypothetical protein
MAG133_00097	CDS	165				hypothetical protein
MAG133_00098	CDS	150				hypothetical protein
MAG133_00099	CDS	186				hypothetical protein
MAG133_00100	CDS	162				hypothetical protein
MAG133_00101	CDS	138				hypothetical protein
MAG133_00102	CDS	195				hypothetical protein
MAG133_00103	CDS	123				hypothetical protein
MAG133_00104	CDS	174				hypothetical protein
MAG133_00105	CDS	204				hypothetical protein
MAG133_00106	CDS	129				hypothetical protein
MAG133_00107	CDS	201				hypothetical protein
MAG133_00108	CDS	180				hypothetical protein
MAG133_00109	CDS	204				hypothetical protein
MAG133_00110	CDS	237				hypothetical protein
MAG133_00111	CDS	96				hypothetical protein
MAG133_00112	CDS	132				hypothetical protein
MAG133_00113	CDS	117				hypothetical protein
MAG133_00114	CDS	162				hypothetical protein
MAG133_00115	CDS	198				hypothetical protein
MAG133_00116	CDS	165				hypothetical protein
MAG133_00117	CDS	525				hypothetical protein
MAG133_00118	CDS	159				hypothetical protein
MAG133_00119	CDS	111				hypothetical protein
MAG133_00120	CDS	132				hypothetical protein
MAG133_00121	CDS	156				hypothetical protein
MAG133_00122	CDS	210				hypothetical protein
MAG133_00123	CDS	228				hypothetical protein
MAG133_00124	CDS	141				hypothetical protein
MAG133_00125	CDS	141				hypothetical protein
MAG133_00126	CDS	168				hypothetical protein
MAG133_00127	CDS	141	pglC	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
MAG133_00128	CDS	102				hypothetical protein
MAG133_00129	CDS	141				hypothetical protein
MAG133_00130	CDS	108				hypothetical protein
MAG133_00131	CDS	231				hypothetical protein
MAG133_00132	CDS	183				hypothetical protein
MAG133_00133	CDS	369	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
