locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG71_00001	CDS	192				hypothetical protein
MAG71_00002	CDS	342				hypothetical protein
MAG71_00003	CDS	1230	macA		COG0845	Macrolide export protein MacA
MAG71_00004	CDS	702	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
MAG71_00005	CDS	1191	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
MAG71_00006	CDS	1479	betC_1	3.1.6.6	COG3119	Choline-sulfatase
MAG71_00007	CDS	810	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
MAG71_00008	CDS	765	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
MAG71_00009	CDS	294				hypothetical protein
MAG71_00010	CDS	315				hypothetical protein
MAG71_00011	CDS	522				hypothetical protein
MAG71_00012	CDS	588				hypothetical protein
MAG71_00013	CDS	378				hypothetical protein
MAG71_00014	CDS	552	sigW		COG1595	ECF RNA polymerase sigma factor SigW
MAG71_00015	CDS	492				hypothetical protein
MAG71_00016	CDS	807				hypothetical protein
MAG71_00017	CDS	519				hypothetical protein
MAG71_00018	CDS	1173				hypothetical protein
MAG71_00019	CDS	1185	mdtH			Multidrug resistance protein MdtH
MAG71_00020	CDS	984	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
MAG71_00021	CDS	609				hypothetical protein
MAG71_00022	CDS	1668	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
MAG71_00023	CDS	1527	glgA	2.4.1.21	COG0297	Glycogen synthase
MAG71_00024	CDS	1443	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
MAG71_00025	CDS	789	fetB		COG0390	putative iron export permease protein FetB
MAG71_00026	CDS	669	ecfA1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
MAG71_00027	CDS	1509	betC_2	3.1.6.6	COG3119	Choline-sulfatase
MAG71_00028	CDS	2013				hypothetical protein
MAG71_00029	CDS	1533	betC_3	3.1.6.6	COG3119	Choline-sulfatase
MAG71_00030	CDS	519				hypothetical protein
MAG71_00031	CDS	1356		3.1.4.-		Multifunctional alkaline phosphatase superfamily protein
MAG71_00032	CDS	1203	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
MAG71_00033	CDS	1116				hypothetical protein
MAG71_00034	CDS	1095				hypothetical protein
MAG71_00035	CDS	276				hypothetical protein
MAG71_00036	CDS	177				hypothetical protein
MAG71_00037	CDS	1341				hypothetical protein
MAG71_00038	CDS	996	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
MAG71_00039	CDS	1080	tagV	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagV
MAG71_00040	CDS	1239	prs2	2.7.6.1		Putative ribose-phosphate pyrophosphokinase 2
MAG71_00041	CDS	627				hypothetical protein
MAG71_00042	CDS	1077	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
MAG71_00043	CDS	1206				hypothetical protein
MAG71_00044	CDS	1107	metK	2.5.1.6		S-adenosylmethionine synthase
MAG71_00045	CDS	1833	tktB	2.2.1.1	COG0021	Transketolase 2
MAG71_00046	CDS	1587				hypothetical protein
MAG71_00047	CDS	870				hypothetical protein
MAG71_00048	CDS	1170	tetA			Tetracycline resistance protein, class B
MAG71_00049	CDS	750	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
MAG71_00050	CDS	741				hypothetical protein
MAG71_00051	CDS	339	blaI		COG3682	Transcriptional regulator BlaI
MAG71_00052	CDS	564				hypothetical protein
MAG71_00053	CDS	453	ndx1_1	3.6.1.61	COG0494	Diadenosine hexaphosphate hydrolase
MAG71_00054	CDS	318	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
MAG71_00055	CDS	1695				hypothetical protein
MAG71_00056	CDS	777	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
MAG71_00057	CDS	1215		3.4.11.-	COG2309	Aminopeptidase T
MAG71_00058	CDS	990		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
MAG71_00059	CDS	741	prmC	2.1.1.297		Release factor glutamine methyltransferase
MAG71_00060	CDS	900				hypothetical protein
MAG71_00061	CDS	567	lemA_1		COG1704	Protein LemA
MAG71_00062	CDS	447	yqeY		COG1610	putative protein YqeY
MAG71_00063	CDS	645	rodZ			Cytoskeleton protein RodZ
MAG71_00064	CDS	285				hypothetical protein
MAG71_00065	CDS	336				hypothetical protein
MAG71_00066	CDS	1818	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
MAG71_00067	CDS	2154				hypothetical protein
MAG71_00068	CDS	948				hypothetical protein
MAG71_00069	CDS	384	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MAG71_00070	CDS	978	mltG	4.2.2.-		Endolytic murein transglycosylase
MAG71_00071	CDS	3456	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
MAG71_00072	CDS	3702	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
