locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG186_00001	CDS	1134	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
MAG186_00002	CDS	1275	pphA	3.11.1.3		Phosphonopyruvate hydrolase
MAG186_00003	CDS	588				hypothetical protein
MAG186_00004	CDS	462	yqeY		COG1610	putative protein YqeY
MAG186_00005	CDS	1164	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
MAG186_00006	CDS	1881		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
MAG186_00007	CDS	642	mcbR_1		COG1802	HTH-type transcriptional regulator McbR
MAG186_00008	CDS	645				hypothetical protein
MAG186_00009	CDS	1215	ubiF	1.14.13.-	COG0654	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
MAG186_00010	CDS	1128		1.12.-.-		Soluble hydrogenase 42 kDa subunit
MAG186_00011	CDS	471	decR_1		COG1522	DNA-binding transcriptional activator DecR
MAG186_00012	CDS	456	decR_2		COG1522	DNA-binding transcriptional activator DecR
MAG186_00013	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
MAG186_00014	CDS	921				hypothetical protein
MAG186_00015	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
MAG186_00016	CDS	1020	folP	2.5.1.15	COG0294	Dihydropteroate synthase
MAG186_00017	CDS	1014				hypothetical protein
MAG186_00018	CDS	672	sleB		COG3409	Spore cortex-lytic enzyme
MAG186_00019	CDS	2556	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
MAG186_00020	CDS	2112	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
MAG186_00021	CDS	528				hypothetical protein
MAG186_00022	CDS	843	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
MAG186_00023	CDS	1770				hypothetical protein
MAG186_00024	CDS	1557	aruI	4.1.1.75	COG0028	putative 2-ketoarginine decarboxylase AruI
MAG186_00025	CDS	1449	trkI		COG0168	Trk system potassium uptake protein TrkI
MAG186_00026	CDS	1092	folE2	3.5.4.16		GTP cyclohydrolase FolE2
MAG186_00027	CDS	1200	metZ	2.5.1.-	COG0626	O-succinylhomoserine sulfhydrylase
MAG186_00028	CDS	708	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
MAG186_00029	CDS	600	yciB		COG2917	putative intracellular septation protein A
MAG186_00030	CDS	903				hypothetical protein
MAG186_00031	CDS	1557	ftsY		COG0552	Signal recognition particle receptor FtsY
MAG186_00032	CDS	1686	nqo1_1	1.6.5.11	COG1894	NADH-quinone oxidoreductase subunit 1
MAG186_00033	CDS	1548	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MAG186_00034	CDS	1263	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MAG186_00035	CDS	324	fdxE		COG0633	Ferredoxin-6
MAG186_00036	CDS	378	dnaE2_1	2.7.7.7		Error-prone DNA polymerase
MAG186_00037	CDS	1488	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
MAG186_00038	CDS	195				hypothetical protein
MAG186_00039	CDS	873	hflC		COG0330	Modulator of FtsH protease HflC
MAG186_00040	CDS	1134	hflK		COG0330	Modulator of FtsH protease HflK
MAG186_00041	CDS	1359	garB	1.8.1.16		Glutathione amide reductase
MAG186_00042	CDS	786	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
MAG186_00043	CDS	1374	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
MAG186_00044	CDS	933	ribN_1			Riboflavin transporter
MAG186_00045	CDS	939	ribN_2			Riboflavin transporter
MAG186_00046	CDS	684				hypothetical protein
MAG186_00047	CDS	228				hypothetical protein
MAG186_00048	CDS	1293	purA	6.3.4.4		Adenylosuccinate synthetase
MAG186_00049	CDS	327				hypothetical protein
MAG186_00050	CDS	681	nthB	4.2.1.84		Nitrile hydratase subunit beta
MAG186_00051	CDS	621		4.2.1.84		Low-molecular weight cobalt-containing nitrile hydratase subunit alpha
MAG186_00052	CDS	369	secG		COG1314	Protein-export membrane protein SecG
MAG186_00053	CDS	1644	pyrG	6.3.4.2	COG0504	CTP synthase
MAG186_00054	CDS	792	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
MAG186_00055	CDS	438				hypothetical protein
MAG186_00056	CDS	777	occP			Octopine permease ATP-binding protein P
MAG186_00057	CDS	717	nocT			Nopaline-binding periplasmic protein
MAG186_00058	CDS	897	hisQ		COG4215	Histidine transport system permease protein HisQ
MAG186_00059	CDS	807	hisM		COG4160	Histidine transport system permease protein HisM
MAG186_00060	CDS	1317	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
MAG186_00061	CDS	681	guaA_1	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
MAG186_00062	CDS	1368	puuA_2	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
MAG186_00063	CDS	1305	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MAG186_00064	CDS	591				hypothetical protein
MAG186_00065	CDS	420				hypothetical protein
MAG186_00066	CDS	1785	phaC	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
MAG186_00067	CDS	1278				hypothetical protein
MAG186_00068	CDS	975	gfo_1	1.1.99.28		Glucose--fructose oxidoreductase
MAG186_00069	CDS	897	rpoH_1		COG0568	RNA polymerase sigma factor RpoH
MAG186_00070	CDS	1032	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MAG186_00071	CDS	267				hypothetical protein
MAG186_00072	CDS	909	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
MAG186_00073	CDS	429	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
MAG186_00074	CDS	555				hypothetical protein
MAG186_00075	CDS	267				hypothetical protein
MAG186_00076	CDS	396				hypothetical protein
MAG186_00077	CDS	1197		2.6.1.1		Aspartate aminotransferase
MAG186_00078	CDS	1380	mdtK		COG0534	Multidrug resistance protein MdtK
MAG186_00079	CDS	1956	parE	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
MAG186_00080	CDS	420				hypothetical protein
MAG186_00081	CDS	981	comC_1	1.1.1.338	COG2055	(2R)-3-sulfolactate dehydrogenase (NADP(+))
MAG186_00082	CDS	717				hypothetical protein
