locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG191_00001	CDS	228				hypothetical protein
MAG191_00002	CDS	435				hypothetical protein
MAG191_00003	CDS	108				hypothetical protein
MAG191_00004	CDS	1089				hypothetical protein
MAG191_00005	CDS	1128	carC	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
MAG191_00006	CDS	996	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
MAG191_00007	CDS	1239				hypothetical protein
MAG191_00008	CDS	603	lon	3.4.21.53		Lon protease
MAG191_00009	CDS	1059	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
MAG191_00010	CDS	1410		1.13.11.43		Lignostilbene-alpha,beta-dioxygenase isozyme I
MAG191_00011	CDS	1008	rdmC_1	3.1.1.95		Aclacinomycin methylesterase RdmC
MAG191_00012	CDS	960	rdmC_2	3.1.1.95		Aclacinomycin methylesterase RdmC
MAG191_00013	CDS	1140	tdh	1.1.1.103		L-threonine 3-dehydrogenase
MAG191_00014	CDS	606	yabI_1		COG0586	Inner membrane protein YabI
MAG191_00015	CDS	1269	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
MAG191_00016	CDS	642	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
MAG191_00017	CDS	327	rsfS			Ribosomal silencing factor RsfS
MAG191_00018	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
MAG191_00019	CDS	1854	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
MAG191_00020	CDS	1125	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
MAG191_00021	CDS	1155	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
MAG191_00022	CDS	1173	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
MAG191_00023	CDS	852	dat	2.6.1.21		D-alanine aminotransferase
MAG191_00024	CDS	972	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
MAG191_00025	CDS	513	lptE			LPS-assembly lipoprotein LptE
MAG191_00026	CDS	2451	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
MAG191_00027	CDS	1344	accC_1	6.3.4.14	COG0439	Biotin carboxylase
MAG191_00028	CDS	462	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MAG191_00029	CDS	438	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
MAG191_00030	CDS	465	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
MAG191_00031	CDS	471				hypothetical protein
MAG191_00032	CDS	1593	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
MAG191_00033	CDS	1668	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MAG191_00034	CDS	252	trxA		COG0526	Thioredoxin 1
MAG191_00035	CDS	1332	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MAG191_00036	CDS	882				hypothetical protein
MAG191_00037	CDS	795	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
MAG191_00038	CDS	1770				hypothetical protein
MAG191_00039	CDS	657	kstR			HTH-type transcriptional repressor KstR
MAG191_00040	CDS	1926	accA1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
MAG191_00041	CDS	1656	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
MAG191_00042	CDS	189				hypothetical protein
MAG191_00043	CDS	969				hypothetical protein
MAG191_00044	CDS	906	sadH_1	1.-.-.-		Putative oxidoreductase SadH
MAG191_00045	CDS	744	sadH_2	1.-.-.-		Putative oxidoreductase SadH
MAG191_00046	CDS	156	lvr	1.1.1.-		Levodione reductase
MAG191_00047	CDS	345				hypothetical protein
MAG191_00048	CDS	1005	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
MAG191_00049	CDS	1398	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
MAG191_00050	CDS	1098		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
MAG191_00051	CDS	759	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MAG191_00052	CDS	1470	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
MAG191_00053	CDS	891				hypothetical protein
MAG191_00054	CDS	324	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
MAG191_00055	CDS	357	metXA		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
MAG191_00056	CDS	585		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MAG191_00057	CDS	672	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
MAG191_00058	CDS	891	rpoH		COG0568	RNA polymerase sigma factor RpoH
MAG191_00059	CDS	963	pks5	2.3.1.-	COG3321	Mycocerosic acid synthase-like polyketide synthase
MAG191_00060	CDS	822	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
MAG191_00061	CDS	165				hypothetical protein
MAG191_00062	CDS	852	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
MAG191_00063	CDS	771				hypothetical protein
MAG191_00064	CDS	1212		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MAG191_00065	CDS	498				hypothetical protein
MAG191_00066	CDS	1371	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
MAG191_00067	CDS	960	lipA	2.8.1.8	COG0320	Lipoyl synthase
MAG191_00068	CDS	615	lipB	2.3.1.181	COG0321	Octanoyltransferase
MAG191_00069	CDS	1098			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
MAG191_00070	CDS	1338	uvrD	3.6.4.12	COG0210	DNA helicase II
MAG191_00071	CDS	453				hypothetical protein
MAG191_00072	CDS	2130	katG	1.11.1.21		Catalase-peroxidase
MAG191_00073	CDS	513	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
MAG191_00074	CDS	816	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
MAG191_00075	CDS	1095	dhmA_1	3.8.1.5		Haloalkane dehalogenase
MAG191_00076	CDS	1338	tolC		COG1538	Outer membrane protein TolC
MAG191_00077	CDS	483	garA	1.11.1.17		Glutathione amide-dependent peroxidase
MAG191_00078	CDS	1239		1.14.-.-	COG2124	Putative cytochrome P450 126
MAG191_00079	CDS	1095				hypothetical protein
MAG191_00080	CDS	1029				hypothetical protein
MAG191_00081	CDS	456				hypothetical protein
MAG191_00082	CDS	195				hypothetical protein
MAG191_00083	CDS	744	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
MAG191_00084	CDS	1794	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
MAG191_00085	CDS	354	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
MAG191_00086	CDS	387	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
MAG191_00087	CDS	1233	tetA			Tetracycline resistance protein, class B
MAG191_00088	CDS	2139	ptrB	3.4.21.83	COG1770	Protease 2
MAG191_00089	CDS	1380	der		COG1160	GTPase Der
MAG191_00090	CDS	1161	bamB		COG1520	Outer membrane protein assembly factor BamB
MAG191_00091	CDS	636				hypothetical protein
MAG191_00092	CDS	1284	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
MAG191_00093	CDS	1116	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
MAG191_00094	CDS	456				hypothetical protein
MAG191_00095	CDS	171				hypothetical protein
MAG191_00096	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
MAG191_00097	CDS	423				hypothetical protein
MAG191_00098	CDS	720				hypothetical protein
MAG191_00099	CDS	2874	fyuA_1		COG1629	Pesticin receptor
MAG191_00100	CDS	2436				hypothetical protein
MAG191_00101	CDS	663			COG1136	putative ABC transporter ATP-binding protein
MAG191_00102	CDS	627		3.1.1.2		Arylesterase
MAG191_00103	CDS	774	amn	3.2.2.4	COG0775	AMP nucleosidase
MAG191_00104	CDS	483	yciB		COG2917	Intracellular septation protein
MAG191_00105	CDS	222				hypothetical protein
MAG191_00106	CDS	822	csgA			C-factor
MAG191_00107	CDS	909				hypothetical protein
MAG191_00108	tRNA	77				tRNA-Met(cat)
MAG191_00109	CDS	1857	rpoD		COG0568	RNA polymerase sigma factor RpoD
MAG191_00110	CDS	852	dnaG_1	2.7.7.-	COG0358	DNA primase
MAG191_00111	CDS	414				hypothetical protein
MAG191_00112	CDS	630				hypothetical protein
MAG191_00113	CDS	2187	hgbA		COG1629	Hemoglobin and hemoglobin-haptoglobin-binding protein
MAG191_00114	CDS	432	ybaN		COG2832	Inner membrane protein YbaN
MAG191_00115	CDS	987			COG2220	putative protein
MAG191_00116	CDS	387	rplL			50S ribosomal protein L7/L12
MAG191_00117	CDS	534	rplJ		COG0244	50S ribosomal protein L10
MAG191_00118	CDS	681	rplA		COG0081	50S ribosomal protein L1
MAG191_00119	CDS	429	rplK		COG0080	50S ribosomal protein L11
MAG191_00120	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
MAG191_00121	CDS	360	secE		COG0690	Protein translocase subunit SecE
MAG191_00122	tRNA	76				tRNA-Trp(cca)
MAG191_00123	tRNA	76				tRNA-Thr(ggt)
MAG191_00124	tRNA	85				tRNA-Tyr(gta)
MAG191_00125	CDS	819	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MAG191_00126	tRNA	76				tRNA-Thr(tgt)
MAG191_00127	CDS	168				hypothetical protein
MAG191_00128	CDS	342				hypothetical protein
MAG191_00129	CDS	351				hypothetical protein
MAG191_00130	CDS	615	gstB	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
MAG191_00131	CDS	1545		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
MAG191_00132	CDS	156				hypothetical protein
MAG191_00133	CDS	345				hypothetical protein
MAG191_00134	CDS	384	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
MAG191_00135	CDS	1407	ahcY	3.3.1.1		Adenosylhomocysteinase
MAG191_00136	CDS	834	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
MAG191_00137	CDS	1401	argH_1	4.3.2.1	COG0165	Argininosuccinate lyase
MAG191_00138	tRNA	77				tRNA-Val(gac)
MAG191_00139	CDS	1257	linC	1.14.13.151		Linalool 8-monooxygenase
MAG191_00140	CDS	321	fdxE		COG0633	Ferredoxin-6
MAG191_00141	CDS	1008	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
MAG191_00142	CDS	576	acrC_1	1.3.1.95		Acryloyl-CoA reductase (NADH)
MAG191_00143	CDS	948	coaA	2.7.1.33	COG1072	Pantothenate kinase
MAG191_00144	CDS	810	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
MAG191_00145	CDS	600	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
MAG191_00146	CDS	654	nth	4.2.99.18	COG0177	Endonuclease III
MAG191_00147	CDS	1125	dnaJ		COG0484	Chaperone protein DnaJ
MAG191_00148	CDS	1947	dnaK_1		COG0443	Chaperone protein DnaK
MAG191_00149	CDS	555	grpE_1		COG0576	Protein GrpE
MAG191_00150	CDS	2322				hypothetical protein
MAG191_00151	CDS	288				hypothetical protein
MAG191_00152	CDS	1902				hypothetical protein
MAG191_00153	CDS	399				hypothetical protein
MAG191_00154	CDS	477	npcB	1.14.13.166		4-nitrophenol 4-monooxygenase/4-nitrocatechol 2-monooxygenase, reductase component
MAG191_00155	CDS	564	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
MAG191_00156	CDS	258				hypothetical protein
MAG191_00157	CDS	528	rho	3.6.4.-	COG1158	Transcription termination factor Rho
MAG191_00158	CDS	444	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MAG191_00159	CDS	1515	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
MAG191_00160	CDS	1077	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
MAG191_00161	CDS	1014				hypothetical protein
MAG191_00162	CDS	1557	putA			Bifunctional protein PutA
