locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG24_00001	CDS	1113	mnmC_1	1.5.-.-		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
MAG24_00002	CDS	3309				hypothetical protein
MAG24_00003	CDS	1044				hypothetical protein
MAG24_00004	CDS	1500	purH			Bifunctional purine biosynthesis protein PurH
MAG24_00005	CDS	1023	mreB		COG1077	Rod shape-determining protein MreB
MAG24_00006	CDS	813	mreC		COG1792	Cell shape-determining protein MreC
MAG24_00007	CDS	519				hypothetical protein
MAG24_00008	CDS	1821	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
MAG24_00009	CDS	1302	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
MAG24_00010	CDS	1305				hypothetical protein
MAG24_00011	CDS	1353				hypothetical protein
MAG24_00012	CDS	1140	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
MAG24_00013	CDS	480				hypothetical protein
MAG24_00014	CDS	252				hypothetical protein
MAG24_00015	CDS	1038	ctaA	1.3.-.-	COG1612	Heme A synthase
MAG24_00016	CDS	591				hypothetical protein
MAG24_00017	CDS	1323				hypothetical protein
MAG24_00018	CDS	450	ssb		COG0629	Single-stranded DNA-binding protein
MAG24_00019	CDS	1086	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
MAG24_00020	CDS	291			COG0776	DNA-binding protein HU
MAG24_00021	CDS	489				hypothetical protein
MAG24_00022	CDS	1560	rng	3.1.26.-	COG1530	Ribonuclease G
MAG24_00023	CDS	477	recX			Regulatory protein RecX
MAG24_00024	CDS	3819	aprE	3.4.21.62	COG1404	Subtilisin E
MAG24_00025	CDS	567				hypothetical protein
MAG24_00026	CDS	606				hypothetical protein
MAG24_00027	CDS	555	sigE_1		COG1595	ECF RNA polymerase sigma factor SigE
MAG24_00028	CDS	1251				hypothetical protein
MAG24_00029	CDS	942				hypothetical protein
MAG24_00030	CDS	2043	todS	2.7.13.3		Sensor histidine kinase TodS
