locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG185_00001	CDS	570	linC_1	1.14.13.151		Linalool 8-monooxygenase
MAG185_00002	CDS	789				hypothetical protein
MAG185_00003	CDS	1725			COG3653	putative protein
MAG185_00004	CDS	1230	fadA_1	2.3.1.-	COG0183	Putative acyltransferase
MAG185_00005	CDS	558				hypothetical protein
MAG185_00006	CDS	702				hypothetical protein
MAG185_00007	CDS	693				hypothetical protein
MAG185_00008	CDS	573				hypothetical protein
MAG185_00009	CDS	1410	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
MAG185_00010	CDS	198				hypothetical protein
MAG185_00011	CDS	891			COG5285	putative protein
MAG185_00012	CDS	2262		1.8.99.-		Dissimilatory sulfite reductase
MAG185_00013	CDS	282				hypothetical protein
MAG185_00014	CDS	387				hypothetical protein
MAG185_00015	CDS	606	nudL_1	3.6.1.-		putative Nudix hydrolase NudL
MAG185_00016	CDS	1539	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
MAG185_00017	CDS	1263				hypothetical protein
MAG185_00018	CDS	807				hypothetical protein
MAG185_00019	CDS	438				Cytochrome c'
MAG185_00020	CDS	252	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
MAG185_00021	CDS	1791	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MAG185_00022	CDS	543				Riboflavin biosynthesis protein
MAG185_00023	CDS	657				hypothetical protein
MAG185_00024	CDS	486	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
MAG185_00025	CDS	645	udgb	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
MAG185_00026	CDS	648	gacA			Response regulator GacA
MAG185_00027	CDS	1173	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MAG185_00028	CDS	126				hypothetical protein
MAG185_00029	CDS	819				hypothetical protein
MAG185_00030	CDS	315				hypothetical protein
MAG185_00031	tRNA	88				tRNA-Ser(tga)
MAG185_00032	CDS	144				hypothetical protein
MAG185_00033	CDS	390				hypothetical protein
MAG185_00034	CDS	831				hypothetical protein
MAG185_00035	CDS	330				hypothetical protein
MAG185_00036	CDS	183				hypothetical protein
MAG185_00037	CDS	636				hypothetical protein
MAG185_00038	CDS	1002	yfmJ_1	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
MAG185_00039	CDS	765	fabG2_1	1.-.-.-		putative oxidoreductase
MAG185_00040	CDS	1002	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
MAG185_00041	CDS	324	trxA		COG0526	Thioredoxin 1
