locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG125_00001	CDS	1335	pulD			Type II secretion system protein D
MAG125_00002	CDS	189				hypothetical protein
MAG125_00003	CDS	846				hypothetical protein
MAG125_00004	CDS	2754				hypothetical protein
MAG125_00005	CDS	207				hypothetical protein
MAG125_00006	CDS	336				hypothetical protein
MAG125_00007	CDS	1029				hypothetical protein
MAG125_00008	CDS	1026				hypothetical protein
MAG125_00009	CDS	1197	manA	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
MAG125_00010	CDS	999	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
MAG125_00011	CDS	1446		3.1.6.1	COG3119	Arylsulfatase
MAG125_00012	CDS	1263				hypothetical protein
MAG125_00013	CDS	1311				hypothetical protein
MAG125_00014	CDS	228				hypothetical protein
MAG125_00015	CDS	180				hypothetical protein
MAG125_00016	CDS	825				hypothetical protein
MAG125_00017	CDS	654	ycgM		COG0179	putative protein YcgM
MAG125_00018	CDS	804	dppA	3.4.11.-	COG2362	D-aminopeptidase
MAG125_00019	CDS	624	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
MAG125_00020	CDS	366	perR		COG0735	Peroxide-responsive repressor PerR
MAG125_00021	CDS	195				hypothetical protein
MAG125_00022	CDS	147				hypothetical protein
MAG125_00023	CDS	783				hypothetical protein
MAG125_00024	CDS	474				hypothetical protein
MAG125_00025	CDS	780				hypothetical protein
MAG125_00026	CDS	1578	gltA_1	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
MAG125_00027	CDS	891				hypothetical protein
MAG125_00028	CDS	1413	sdcS_1		COG0471	Sodium-dependent dicarboxylate transporter SdcS
MAG125_00029	CDS	1254				hypothetical protein
MAG125_00030	CDS	414	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
MAG125_00031	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
MAG125_00032	CDS	966	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
MAG125_00033	CDS	1224	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
MAG125_00034	CDS	738				hypothetical protein
MAG125_00035	CDS	942	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
MAG125_00036	CDS	354	moaA2	4.1.99.22	COG2896	GTP 3',8-cyclase 2
MAG125_00037	CDS	198				hypothetical protein
MAG125_00038	CDS	399				hypothetical protein
MAG125_00039	CDS	540				hypothetical protein
MAG125_00040	CDS	1371	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
MAG125_00041	CDS	2112	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
MAG125_00042	CDS	726				hypothetical protein
MAG125_00043	CDS	192				hypothetical protein
MAG125_00044	CDS	1323	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
MAG125_00045	CDS	663	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MAG125_00046	CDS	2580	pglF_1	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
MAG125_00047	CDS	1161	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
MAG125_00048	CDS	996				hypothetical protein
MAG125_00049	CDS	669				hypothetical protein
MAG125_00050	CDS	588				hypothetical protein
MAG125_00051	CDS	2091				hypothetical protein
MAG125_00052	CDS	159				hypothetical protein
MAG125_00053	CDS	345				hypothetical protein
MAG125_00054	CDS	516				hypothetical protein
MAG125_00055	CDS	237	rpmB		COG0227	50S ribosomal protein L28
MAG125_00056	CDS	1212	ftsZ_1		COG0206	Cell division protein FtsZ
MAG125_00057	CDS	1278	ftsA_1		COG0849	Cell division protein FtsA
MAG125_00058	CDS	768	ftsQ			Cell division protein FtsQ
MAG125_00059	CDS	909	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
MAG125_00060	CDS	1398	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
MAG125_00061	CDS	1122	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MAG125_00062	CDS	1155	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MAG125_00063	CDS	1383	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
MAG125_00064	CDS	1104	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MAG125_00065	CDS	1341	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
MAG125_00066	CDS	1449	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MAG125_00067	CDS	1992	spoVD		COG0768	Stage V sporulation protein D
MAG125_00068	CDS	324	ftsL			Cell division protein FtsL
MAG125_00069	CDS	501	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
MAG125_00070	CDS	156				hypothetical protein
MAG125_00071	CDS	1185	kbl_1	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
MAG125_00072	CDS	2031	ygjK_1	3.2.1.-		Glucosidase YgjK
MAG125_00073	CDS	1455	atsA_1	3.1.6.1	COG3119	Arylsulfatase
MAG125_00074	CDS	1023	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
MAG125_00075	CDS	858	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
MAG125_00076	CDS	882	spo0J		COG1475	Stage 0 sporulation protein J
MAG125_00077	CDS	789	nlpD			Murein hydrolase activator NlpD
MAG125_00078	CDS	360				hypothetical protein
MAG125_00079	CDS	258				hypothetical protein
MAG125_00080	CDS	324				hypothetical protein
MAG125_00081	CDS	930	atpB		COG0356	ATP synthase subunit a
MAG125_00082	CDS	216	atpH_1			ATP synthase subunit c
MAG125_00083	CDS	570	atpF			ATP synthase subunit b
MAG125_00084	CDS	537	atpH_2		COG0712	ATP synthase subunit delta
MAG125_00085	CDS	1527	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
MAG125_00086	CDS	852	atpG		COG0224	ATP synthase gamma chain
