locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG306_00001	CDS	735		2.4.1.54		Undecaprenyl-phosphate mannosyltransferase
MAG306_00002	CDS	699	pyrH	2.7.4.22	COG0528	Uridylate kinase
MAG306_00003	CDS	348				hypothetical protein
MAG306_00004	CDS	1143	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
MAG306_00005	CDS	1224	rarA		COG2256	Replication-associated recombination protein A
MAG306_00006	CDS	252				hypothetical protein
MAG306_00007	CDS	231				hypothetical protein
MAG306_00008	CDS	318				hypothetical protein
MAG306_00009	CDS	609				hypothetical protein
MAG306_00010	CDS	1053				hypothetical protein
MAG306_00011	CDS	774				hypothetical protein
MAG306_00012	CDS	438				hypothetical protein
MAG306_00013	CDS	450	smpB		COG0691	SsrA-binding protein
MAG306_00014	CDS	171				hypothetical protein
MAG306_00015	tmRNA	395	ssrA			transfer-messenger RNA, SsrA
MAG306_00016	CDS	426				hypothetical protein
MAG306_00017	CDS	219	infA			Translation initiation factor IF-1
MAG306_00018	CDS	141	rpmJ		COG0257	50S ribosomal protein L36
MAG306_00019	CDS	387	rpsM		COG0099	30S ribosomal protein S13
MAG306_00020	CDS	402	rpsK		COG0100	30S ribosomal protein S11
MAG306_00021	CDS	624	rpsD		COG0522	30S ribosomal protein S4
MAG306_00022	CDS	366				hypothetical protein
MAG306_00023	CDS	717				hypothetical protein
MAG306_00024	CDS	711	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
MAG306_00025	CDS	1449	resA			Thiol-disulfide oxidoreductase ResA
MAG306_00026	CDS	2844				hypothetical protein
MAG306_00027	CDS	810	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
MAG306_00028	CDS	306				hypothetical protein
MAG306_00029	CDS	717				hypothetical protein
MAG306_00030	CDS	588				hypothetical protein
MAG306_00031	tRNA	90				tRNA-Ser(gga)
MAG306_00032	CDS	765	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
MAG306_00033	CDS	1350	fas6	3.2.2.-		Cytokinin riboside 5'-monophosphate phosphoribohydrolase
MAG306_00034	CDS	1434	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
MAG306_00035	CDS	306	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
MAG306_00036	CDS	2025	ligA	6.5.1.2		DNA ligase
MAG306_00037	CDS	495	nudI_1	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
MAG306_00038	CDS	267				hypothetical protein
MAG306_00039	CDS	723				hypothetical protein
