locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG88_00001	CDS	129				hypothetical protein
MAG88_00002	CDS	801	tauB_1	3.6.3.36	COG4525	Taurine import ATP-binding protein TauB
MAG88_00003	CDS	1389	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MAG88_00004	CDS	1317	gltX1	6.1.1.17	COG0008	Glutamate--tRNA ligase 1
MAG88_00005	CDS	1659	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
MAG88_00006	CDS	915				hypothetical protein
MAG88_00007	CDS	603				hypothetical protein
MAG88_00008	CDS	243				hypothetical protein
MAG88_00009	CDS	684	creB		COG0745	Transcriptional regulatory protein CreB
MAG88_00010	CDS	1506	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
MAG88_00011	CDS	1143				hypothetical protein
MAG88_00012	CDS	939	mglB		COG1879	D-galactose-binding periplasmic protein
MAG88_00013	CDS	1074	rbsC_1		COG1172	Ribose import permease protein RbsC
MAG88_00014	CDS	783	frcA_1	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
MAG88_00015	CDS	1002	rbsR_1		COG1609	Ribose operon repressor
MAG88_00016	CDS	1155	ntdC	1.1.1.361	COG0673	Glucose-6-phosphate 3-dehydrogenase
MAG88_00017	CDS	888	iolE_1	4.2.1.44	COG1082	Inosose dehydratase
MAG88_00018	CDS	1104	iolX_1	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
MAG88_00019	CDS	1872	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
MAG88_00020	CDS	984	iolC_1	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
MAG88_00021	CDS	843	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
MAG88_00022	CDS	828	fba	4.1.2.13		Fructose-bisphosphate aldolase
MAG88_00023	CDS	999	idhA	1.1.1.18		Inositol 2-dehydrogenase
MAG88_00024	CDS	228				hypothetical protein
MAG88_00025	CDS	933	ribN_1			Riboflavin transporter
MAG88_00026	CDS	1206	dinB_1	2.7.7.7	COG0389	DNA polymerase IV
MAG88_00027	CDS	303				hypothetical protein
MAG88_00028	CDS	981	gpuA_1	3.5.3.17	COG0010	Guanidinopropionase
MAG88_00029	CDS	765				hypothetical protein
MAG88_00030	CDS	975	denD	1.1.1.410	COG0451	D-erythronate dehydrogenase
MAG88_00031	CDS	948	tal	2.2.1.2		Transaldolase
MAG88_00032	CDS	834	allE_1	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
MAG88_00033	CDS	456				hypothetical protein
MAG88_00034	CDS	1497				hypothetical protein
MAG88_00035	CDS	954				hypothetical protein
MAG88_00036	CDS	882	cmpR			HTH-type transcriptional activator CmpR
MAG88_00037	CDS	1437		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MAG88_00038	CDS	825	iclR_1		COG1414	Transcriptional repressor IclR
MAG88_00039	CDS	774	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MAG88_00040	CDS	1227		3.5.4.32	COG0402	8-oxoguanine deaminase
MAG88_00041	CDS	1329	pucK_1		COG2233	Uric acid permease PucK
MAG88_00042	CDS	1497	mglA_1	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MAG88_00043	CDS	1080				hypothetical protein
MAG88_00044	CDS	924				hypothetical protein
MAG88_00045	CDS	1074				Purine-binding protein
MAG88_00046	CDS	885		3.-.-.-		putative metallo-hydrolase
MAG88_00047	CDS	936	glk_1	2.7.1.2	COG0837	Glucokinase
MAG88_00048	CDS	384				hypothetical protein
MAG88_00049	tRNA	77				tRNA-Arg(tcg)
MAG88_00050	CDS	231				hypothetical protein
MAG88_00051	CDS	561	atpH		COG0712	ATP synthase subunit delta
MAG88_00052	CDS	1290				hypothetical protein
MAG88_00053	CDS	1359				hypothetical protein
MAG88_00054	CDS	777				hypothetical protein
MAG88_00055	CDS	768	gloB_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
MAG88_00056	CDS	2316	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
MAG88_00057	CDS	1917	smc_1			Chromosome partition protein Smc
MAG88_00058	CDS	1137				hypothetical protein
MAG88_00059	CDS	540	chaC	4.3.2.-	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
MAG88_00060	CDS	999				hypothetical protein
MAG88_00061	CDS	921	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
MAG88_00062	CDS	1089	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
MAG88_00063	CDS	2214	priA	3.6.4.-	COG1198	Primosomal protein N'
MAG88_00064	CDS	726				hypothetical protein
MAG88_00065	CDS	960	xerD_1			Tyrosine recombinase XerD
MAG88_00066	CDS	696	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
MAG88_00067	CDS	837				hypothetical protein
MAG88_00068	CDS	2889	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MAG88_00069	CDS	768	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
MAG88_00070	CDS	273				hypothetical protein
MAG88_00071	CDS	852				hypothetical protein
MAG88_00072	CDS	2325	hcrA	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit alpha
MAG88_00073	CDS	1467	kdhB	1.5.99.14		6-hydroxypseudooxynicotine dehydrogenase complex subunit beta
MAG88_00074	CDS	912	dmlR_1			HTH-type transcriptional regulator DmlR
MAG88_00075	CDS	2241	opuAB_1		COG4176	Glycine betaine transport system permease protein OpuAB
MAG88_00076	CDS	1029	opuAA_1	3.6.3.32	COG4175	Glycine betaine transport ATP-binding protein OpuAA
MAG88_00077	CDS	942	gbuC			Glycine betaine/carnitine transport binding protein GbuC
MAG88_00078	CDS	621				hypothetical protein
MAG88_00079	CDS	1065				hypothetical protein
MAG88_00080	CDS	963	cntB	1.14.13.-	COG1018	Carnitine monooxygenase reductase subunit
MAG88_00081	CDS	609				hypothetical protein
MAG88_00082	CDS	1146	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
MAG88_00083	CDS	171				hypothetical protein
MAG88_00084	CDS	1389	nrgA			Ammonium transporter
MAG88_00085	CDS	897	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MAG88_00086	CDS	684				hypothetical protein
MAG88_00087	CDS	1347	gltB_1	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
MAG88_00088	CDS	1329	glnT	6.3.1.2		Glutamine synthetase
MAG88_00089	CDS	1335		1.14.13.-	COG2072	putative monooxygenase
MAG88_00090	CDS	414				hypothetical protein
MAG88_00091	CDS	2370	gcvT_2	2.1.2.10	COG0404	Aminomethyltransferase
MAG88_00092	CDS	999	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
MAG88_00093	CDS	426	rplK		COG0080	50S ribosomal protein L11
MAG88_00094	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
MAG88_00095	CDS	198	secE			Protein translocase subunit SecE
MAG88_00096	CDS	717				hypothetical protein
MAG88_00097	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
MAG88_00098	CDS	165				hypothetical protein
MAG88_00099	CDS	744	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
MAG88_00100	CDS	222				hypothetical protein
MAG88_00101	CDS	1002	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
MAG88_00102	CDS	759	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
MAG88_00103	CDS	1671	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
MAG88_00104	CDS	1653		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
MAG88_00105	CDS	471	greA		COG0782	Transcription elongation factor GreA
MAG88_00106	CDS	1248	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
MAG88_00107	CDS	498	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
MAG88_00108	CDS	609	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
