locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG11_00001	CDS	258	sohB	3.4.21.-	COG0616	putative protease SohB
MAG11_00002	CDS	1368				hypothetical protein
MAG11_00003	CDS	231				hypothetical protein
MAG11_00004	CDS	288	parE1		COG3668	Toxin ParE1
MAG11_00005	CDS	615	menG	2.1.1.163		Demethylmenaquinone methyltransferase
MAG11_00006	CDS	1323	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
MAG11_00007	CDS	1020	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
MAG11_00008	CDS	543	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
MAG11_00009	CDS	228				hypothetical protein
MAG11_00010	CDS	1458	lpd_1	1.8.1.4		Dihydrolipoyl dehydrogenase
MAG11_00011	CDS	1239	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
MAG11_00012	CDS	504	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
MAG11_00013	CDS	204				hypothetical protein
MAG11_00014	CDS	837	mlaF	3.6.3.-	COG1127	putative phospholipid import ATP-binding protein MlaF
MAG11_00015	CDS	963	yrbG		COG0530	Inner membrane protein YrbG
MAG11_00016	CDS	1077	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
MAG11_00017	CDS	867	atpG		COG0224	ATP synthase gamma chain
MAG11_00018	CDS	1377	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
MAG11_00019	CDS	423	atpC		COG0355	ATP synthase epsilon chain
MAG11_00020	CDS	990	ftsX		COG2177	Cell division protein FtsX
MAG11_00021	CDS	240	hfq		COG1923	RNA-binding protein Hfq
MAG11_00022	CDS	1272	hflX		COG2262	GTPase HflX
MAG11_00023	CDS	1536	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
MAG11_00024	CDS	795	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
MAG11_00025	CDS	114				hypothetical protein
MAG11_00026	CDS	1809				hypothetical protein
MAG11_00027	CDS	243	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
MAG11_00028	CDS	1467	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
MAG11_00029	CDS	474				hypothetical protein
MAG11_00030	CDS	591	rsxA_1		COG4657	Electron transport complex subunit RsxA
MAG11_00031	CDS	177				hypothetical protein
MAG11_00032	CDS	138				hypothetical protein
MAG11_00033	CDS	1644	hpnP	2.1.1.-		Hopanoid C-2 methylase
MAG11_00034	CDS	417				hypothetical protein
MAG11_00035	CDS	789		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
MAG11_00036	CDS	867				hypothetical protein
MAG11_00037	CDS	615	gmk	2.7.4.8	COG0194	Guanylate kinase
MAG11_00038	CDS	789	cnrA			Nickel and cobalt resistance protein CnrA
MAG11_00039	CDS	1599	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
MAG11_00040	CDS	489			COG1173	Putative peptide transport permease protein
MAG11_00041	CDS	204	cspA		COG1278	Cold shock-like protein CspA
MAG11_00042	CDS	261				hypothetical protein
MAG11_00043	CDS	765	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
MAG11_00044	CDS	1014	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
MAG11_00045	CDS	897	nadK	2.7.1.23	COG0061	NAD kinase
MAG11_00046	CDS	1680	recN		COG0497	DNA repair protein RecN
MAG11_00047	CDS	429	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
MAG11_00048	CDS	1089	prfA		COG0216	Peptide chain release factor RF1
MAG11_00049	CDS	849	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
MAG11_00050	CDS	420	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
MAG11_00051	CDS	216				hypothetical protein
MAG11_00052	CDS	789	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
