locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG235_00001	CDS	477	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
MAG235_00002	CDS	966	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
MAG235_00003	CDS	1119				hypothetical protein
MAG235_00004	CDS	1890	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
MAG235_00005	CDS	1449	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MAG235_00006	CDS	1260	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
MAG235_00007	tRNA	77				tRNA-Arg(acg)
MAG235_00008	CDS	585	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
MAG235_00009	tRNA	76				tRNA-Gly(gcc)
MAG235_00010	tRNA	74				tRNA-Cys(gca)
MAG235_00011	CDS	558	resA_1			Thiol-disulfide oxidoreductase ResA
MAG235_00012	CDS	555				hypothetical protein
MAG235_00013	CDS	579	rbr		COG1592	Rubrerythrin
MAG235_00014	CDS	330				hypothetical protein
MAG235_00015	CDS	1197	argG	6.3.4.5	COG0137	Argininosuccinate synthase
MAG235_00016	CDS	393				hypothetical protein
MAG235_00017	CDS	450				hypothetical protein
MAG235_00018	CDS	2088	esiB_1			Secretory immunoglobulin A-binding protein EsiB
MAG235_00019	CDS	885	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
MAG235_00020	CDS	564	efp		COG0231	Elongation factor P
MAG235_00021	CDS	1161	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
MAG235_00022	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
MAG235_00023	CDS	768				hypothetical protein
MAG235_00024	CDS	330	trxA_1			Thioredoxin 1
MAG235_00025	CDS	357				hypothetical protein
MAG235_00026	CDS	1017	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MAG235_00027	CDS	609	rnfG		COG4659	Electron transport complex subunit RnfG
MAG235_00028	CDS	945	rsxD		COG4658	Electron transport complex subunit RsxD
MAG235_00029	CDS	1509	rsxC		COG4656	Electron transport complex subunit RsxC
MAG235_00030	CDS	543	rsxB		COG2878	Electron transport complex subunit RsxB
MAG235_00031	CDS	579	rsxA		COG4657	Electron transport complex subunit RsxA
MAG235_00032	CDS	738				hypothetical protein
MAG235_00033	CDS	1329	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
MAG235_00034	CDS	816	folP	2.5.1.15	COG0294	Dihydropteroate synthase
MAG235_00035	CDS	1926	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
MAG235_00036	CDS	456	lptE			LPS-assembly lipoprotein LptE
MAG235_00037	CDS	1020	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
MAG235_00038	CDS	1260	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
MAG235_00039	CDS	1185	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
MAG235_00040	CDS	396				hypothetical protein
MAG235_00041	tmRNA	346	ssrA			transfer-messenger RNA, SsrA
MAG235_00042	CDS	252				hypothetical protein
MAG235_00043	CDS	288	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
MAG235_00044	CDS	423				hypothetical protein
MAG235_00045	CDS	234				hypothetical protein
MAG235_00046	CDS	387				hypothetical protein
MAG235_00047	CDS	249				hypothetical protein
MAG235_00048	CDS	225				hypothetical protein
MAG235_00049	CDS	780	djlA		COG1076	Co-chaperone protein DjlA
MAG235_00050	CDS	1086	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
MAG235_00051	CDS	462		2.8.1.-	COG0607	Sulfurtransferase
MAG235_00052	CDS	630	narL		COG2197	Nitrate/nitrite response regulator protein NarL
MAG235_00053	CDS	1485	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
MAG235_00054	CDS	1344	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
MAG235_00055	CDS	1506	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
MAG235_00056	CDS	924	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
MAG235_00057	CDS	411		3.1.-.-	COG2402	Ribonuclease VapC26
MAG235_00058	CDS	240				hypothetical protein
MAG235_00059	CDS	204				hypothetical protein
MAG235_00060	CDS	687				hypothetical protein
