locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG174_00001	CDS	237				hypothetical protein
MAG174_00002	CDS	288				hypothetical protein
MAG174_00003	CDS	2598	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
MAG174_00004	CDS	291	tusE_1	2.8.1.-	COG2920	Sulfurtransferase TusE
MAG174_00005	CDS	879	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
MAG174_00006	CDS	1044	thiI	2.8.1.4		tRNA sulfurtransferase
MAG174_00007	CDS	252				hypothetical protein
MAG174_00008	CDS	348	mazF_1	3.1.-.-	COG2337	Endoribonuclease MazF
MAG174_00009	CDS	201				hypothetical protein
MAG174_00010	CDS	270				hypothetical protein
MAG174_00011	CDS	1131	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
MAG174_00012	CDS	696	mlaA		COG2853	putative phospholipid-binding lipoprotein MlaA
MAG174_00013	CDS	699	rimO_1	2.8.4.4		Ribosomal protein S12 methylthiotransferase RimO
MAG174_00014	CDS	990	yhbU	3.4.-.-	COG0826	putative protease YhbU
MAG174_00015	CDS	912				hypothetical protein
MAG174_00016	CDS	927				hypothetical protein
MAG174_00017	CDS	264				hypothetical protein
MAG174_00018	CDS	489				hypothetical protein
MAG174_00019	CDS	2055	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
MAG174_00020	CDS	159				hypothetical protein
MAG174_00021	CDS	624	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
MAG174_00022	CDS	879	tsf		COG0264	Elongation factor Ts
MAG174_00023	CDS	975	rpsB		COG0052	30S ribosomal protein S2
MAG174_00024	CDS	672	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
MAG174_00025	CDS	1539	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
MAG174_00026	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
MAG174_00027	CDS	576	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
MAG174_00028	CDS	702	rplY			50S ribosomal protein L25
MAG174_00029	CDS	1605	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
MAG174_00030	CDS	510				hypothetical protein
MAG174_00031	CDS	741	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
MAG174_00032	CDS	1137	gltA_1	2.3.3.16	COG0372	Citrate synthase
MAG174_00033	CDS	354	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
MAG174_00034	CDS	1032	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
MAG174_00035	CDS	1362	accC	6.3.4.14	COG0439	Biotin carboxylase
MAG174_00036	CDS	447	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MAG174_00037	CDS	453	aroQ1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
MAG174_00038	CDS	1953	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
MAG174_00039	CDS	2421				hypothetical protein
MAG174_00040	tRNA	86				tRNA-Leu(gag)
MAG174_00041	CDS	345	secG		COG1314	Protein-export membrane protein SecG
MAG174_00042	CDS	747	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
MAG174_00043	CDS	519				hypothetical protein
MAG174_00044	CDS	1308	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MAG174_00045	CDS	1107	dnaN		COG0592	Beta sliding clamp
MAG174_00046	CDS	1089	recF		COG1195	DNA replication and repair protein RecF
MAG174_00047	CDS	2409	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
MAG174_00048	CDS	885	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
MAG174_00049	CDS	1314	chrA1			Chromate transport protein
MAG174_00050	CDS	2466	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
MAG174_00051	CDS	966	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
MAG174_00052	CDS	642	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
MAG174_00053	CDS	366	sspB		COG2969	Stringent starvation protein B 
MAG174_00054	CDS	633	sspA		COG0625	Stringent starvation protein A
MAG174_00055	CDS	684	petC		COG2857	Ammonia monooxygenase gamma subunit
MAG174_00056	CDS	1224	fbcH		COG1290	Cytochrome b/c1
MAG174_00057	CDS	597	petA	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
MAG174_00058	CDS	306				hypothetical protein
MAG174_00059	CDS	2688	secA		COG0653	Protein translocase subunit SecA
MAG174_00060	CDS	1071	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
MAG174_00061	CDS	1044	pyrC	3.5.2.3	COG0418	Dihydroorotase
MAG174_00062	CDS	915	ribF		COG0196	Riboflavin biosynthesis protein RibF
MAG174_00063	CDS	318	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
MAG174_00064	CDS	363				hypothetical protein
MAG174_00065	CDS	453	hcpC	3.5.2.6	COG0790	Putative beta-lactamase HcpC
MAG174_00066	CDS	1389	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
MAG174_00067	CDS	2517	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
MAG174_00068	CDS	327	trxA		COG0526	Thioredoxin 1
MAG174_00069	CDS	1263	rho	3.6.4.-	COG1158	Transcription termination factor Rho
MAG174_00070	CDS	1176	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
MAG174_00071	CDS	399	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MAG174_00072	CDS	1140	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
MAG174_00073	CDS	834	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MAG174_00074	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
MAG174_00075	CDS	867	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
MAG174_00076	CDS	945	fabH1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
MAG174_00077	CDS	1029	plsX	2.3.1.-	COG0416	Phosphate acyltransferase
MAG174_00078	CDS	204	rpmF		COG0333	50S ribosomal protein L32
MAG174_00079	CDS	501	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
MAG174_00080	CDS	744	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MAG174_00081	CDS	909	surA	5.2.1.8	COG0760	Chaperone SurA
MAG174_00082	CDS	2124	lptD		COG1452	LPS-assembly protein LptD
MAG174_00083	CDS	1167	hflK		COG0330	Modulator of FtsH protease HflK
MAG174_00084	CDS	858	hflC		COG0330	Modulator of FtsH protease HflC
MAG174_00085	CDS	960	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
MAG174_00086	CDS	1320	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MAG174_00087	CDS	2115	rnr	3.1.13.1	COG0557	Ribonuclease R
MAG174_00088	CDS	1350	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
MAG174_00089	CDS	498	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MAG174_00090	CDS	204				hypothetical protein
MAG174_00091	CDS	1017	esiB_1			Secretory immunoglobulin A-binding protein EsiB
MAG174_00092	tRNA	77				tRNA-Val(gac)
MAG174_00093	CDS	696	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
MAG174_00094	CDS	291	ybeT		COG0790	Sel1-repeat-containing protein YbeT
MAG174_00095	CDS	504				hypothetical protein
MAG174_00096	CDS	621				hypothetical protein
MAG174_00097	tRNA	77				tRNA-Arg(cct)
MAG174_00098	CDS	255				hypothetical protein
MAG174_00099	CDS	1098	aroC	4.2.3.5	COG0082	Chorismate synthase
MAG174_00100	CDS	1524	bicA		COG0659	Bicarbonate transporter BicA
MAG174_00101	CDS	498	hspX			Alpha-crystallin
MAG174_00102	CDS	636	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
MAG174_00103	CDS	1992	uvrB		COG0556	UvrABC system protein B
MAG174_00104	CDS	1173		2.6.1.1		Aspartate aminotransferase
MAG174_00105	CDS	309				hypothetical protein
MAG174_00106	CDS	1041	mreB_1		COG1077	Rod shape-determining protein MreB
MAG174_00107	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
MAG174_00108	CDS	276				hypothetical protein
MAG174_00109	CDS	342				hypothetical protein
MAG174_00110	tRNA	76				tRNA-Asn(gtt)
MAG174_00111	CDS	615				hypothetical protein
MAG174_00112	CDS	441				hypothetical protein
MAG174_00113	CDS	258				hypothetical protein
MAG174_00114	CDS	516	esiB_2			Secretory immunoglobulin A-binding protein EsiB
MAG174_00115	CDS	870				hypothetical protein
MAG174_00116	CDS	756				hypothetical protein
MAG174_00117	CDS	525	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
MAG174_00118	CDS	405	pasT		COG2867	Persistence and stress-resistance toxin PasT
MAG174_00119	CDS	486	smpB		COG0691	SsrA-binding protein
MAG174_00120	CDS	273	hup_1			DNA-binding protein HU
MAG174_00121	CDS	426	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MAG174_00122	CDS	1077	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
MAG174_00123	CDS	303				hypothetical protein
MAG174_00124	CDS	1077	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
MAG174_00125	CDS	495				hypothetical protein
MAG174_00126	CDS	1803	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MAG174_00127	CDS	618	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
MAG174_00128	CDS	1293	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
MAG174_00129	CDS	405				hypothetical protein
MAG174_00130	CDS	243				hypothetical protein
MAG174_00131	CDS	111				hypothetical protein
MAG174_00132	CDS	549				hypothetical protein
MAG174_00133	CDS	1116	ffh		COG0541	Signal recognition particle protein
MAG174_00134	CDS	681	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
MAG174_00135	CDS	171				hypothetical protein
MAG174_00136	CDS	486	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
MAG174_00137	CDS	597	yceF		COG0424	Maf-like protein YceF
MAG174_00138	CDS	3432	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
MAG174_00139	CDS	492				hypothetical protein
MAG174_00140	CDS	282				hypothetical protein
MAG174_00141	CDS	942	adoK	2.7.1.20		Adenosine kinase
MAG174_00142	CDS	924	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
MAG174_00143	CDS	411	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
MAG174_00144	CDS	846	accD	6.4.1.2	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
