locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG231_00001	tRNA	78				tRNA-Asp(gtc)
MAG231_00002	tRNA	75				tRNA-Lys(ttt)
MAG231_00003	CDS	1461	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
MAG231_00004	CDS	324				hypothetical protein
MAG231_00005	CDS	780	tfrB	1.3.4.1	COG0247	Fumarate reductase (CoM/CoB) subunit B
MAG231_00006	CDS	354				hypothetical protein
MAG231_00007	CDS	441				hypothetical protein
MAG231_00008	CDS	1713	tfrA	1.3.4.1	COG1053	Fumarate reductase (CoM/CoB) subunit A
MAG231_00009	CDS	486				hypothetical protein
MAG231_00010	CDS	858	aceA	4.1.3.1	COG2513	Isocitrate lyase
MAG231_00011	CDS	288	albA		COG1581	DNA/RNA-binding protein Alba
MAG231_00012	CDS	534				hypothetical protein
MAG231_00013	tRNA	77				tRNA-Ala(ggc)
MAG231_00014	CDS	906	nqrF	1.6.5.8		Na(+)-translocating NADH-quinone reductase subunit F
MAG231_00015	CDS	597		2.7.7.1		Nicotinamide-nucleotide adenylyltransferase
MAG231_00016	CDS	915	ilvE_1	2.6.1.42	COG0115	Putative branched-chain-amino-acid aminotransferase
MAG231_00017	CDS	960		1.1.1.374	COG0673	UDP-N-acetylglucosamine 3-dehydrogenase
MAG231_00018	CDS	270				hypothetical protein
MAG231_00019	CDS	489	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
MAG231_00020	CDS	519				hypothetical protein
MAG231_00021	CDS	1542				hypothetical protein
MAG231_00022	CDS	453				hypothetical protein
MAG231_00023	CDS	564	tbp_1			TATA-box-binding protein
MAG231_00024	CDS	393				hypothetical protein
MAG231_00025	CDS	663	tal	2.2.1.2	COG0176	putative transaldolase
MAG231_00026	CDS	969	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
MAG231_00027	CDS	1668	dxs_2	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
MAG231_00028	CDS	387				hypothetical protein
MAG231_00029	CDS	1482	pepA	3.4.11.10		cytosol aminopeptidase
MAG231_00030	CDS	198				hypothetical protein
MAG231_00031	CDS	990	mraY	2.7.8.13		Phospho-N-acetylmuramoyl-pentapeptide-transferase
MAG231_00032	CDS	1002		3.6.4.12	COG1204	ATP-dependent DNA helicase Hel308
MAG231_00033	CDS	192				hypothetical protein
MAG231_00034	CDS	660				hypothetical protein
MAG231_00035	CDS	516				hypothetical protein
MAG231_00036	CDS	243				hypothetical protein
MAG231_00037	CDS	294	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
MAG231_00038	CDS	387				hypothetical protein
MAG231_00039	CDS	834	dnaJ_1			Chaperone protein DnaJ
MAG231_00040	CDS	255				hypothetical protein
MAG231_00041	CDS	1713				hypothetical protein
MAG231_00042	CDS	723	lon	3.4.21.53		Lon protease
MAG231_00043	CDS	516				hypothetical protein
MAG231_00044	CDS	1008		6.3.4.15	COG0340	Putative biotin ligase
MAG231_00045	CDS	1506				hypothetical protein
MAG231_00046	CDS	579	dps	1.16.-.-	COG2406	DNA protection during starvation protein
MAG231_00047	CDS	897	tfb_1		COG1405	Transcription initiation factor IIB
MAG231_00048	CDS	558				hypothetical protein
MAG231_00049	CDS	306				hypothetical protein
MAG231_00050	CDS	291				hypothetical protein
MAG231_00051	CDS	195				hypothetical protein
MAG231_00052	CDS	267				hypothetical protein
MAG231_00053	CDS	1311	aspS_1	6.1.1.23	COG0017	Aspartate--tRNA(Asp/Asn) ligase
MAG231_00054	CDS	207				hypothetical protein
MAG231_00055	CDS	1008	purP_1	6.3.4.23	COG1759	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase
MAG231_00056	CDS	417				hypothetical protein
MAG231_00057	CDS	435				hypothetical protein
MAG231_00058	CDS	387				hypothetical protein
MAG231_00059	CDS	336				hypothetical protein
MAG231_00060	CDS	213				hypothetical protein
MAG231_00061	CDS	651				hypothetical protein
MAG231_00062	CDS	1278	prf1		COG1503	Peptide chain release factor subunit 1
MAG231_00063	CDS	405				hypothetical protein
MAG231_00064	CDS	600				hypothetical protein
MAG231_00065	CDS	1680	ilvD	4.2.1.9		Dihydroxy-acid dehydratase
MAG231_00066	CDS	207				hypothetical protein
MAG231_00067	CDS	1176	argG	6.3.4.5		Argininosuccinate synthase
MAG231_00068	CDS	1032				hypothetical protein
MAG231_00069	CDS	756	malK_1	3.6.3.19		Trehalose/maltose import ATP-binding protein MalK
MAG231_00070	CDS	759				hypothetical protein
MAG231_00071	CDS	1128				hypothetical protein
MAG231_00072	CDS	555	nudL	3.6.1.-		putative Nudix hydrolase NudL
MAG231_00073	CDS	471				hypothetical protein
MAG231_00074	CDS	1026				hypothetical protein
MAG231_00075	CDS	303				hypothetical protein
MAG231_00076	CDS	300	arsR			Putative arsenical resistance operon repressor ArsR
MAG231_00077	CDS	408	arsC	1.20.4.-		Putative arsenate reductase
MAG231_00078	CDS	687	aqpM_1		COG0580	putative aquaporin AqpM
MAG231_00079	CDS	237				hypothetical protein
MAG231_00080	CDS	387				hypothetical protein
MAG231_00081	CDS	885	garR	1.1.1.60		2-hydroxy-3-oxopropionate reductase
MAG231_00082	CDS	3534	smc_1		COG1196	Chromosome partition protein Smc
MAG231_00083	CDS	1095				hypothetical protein
MAG231_00084	CDS	483				hypothetical protein
MAG231_00085	CDS	246				hypothetical protein
MAG231_00086	CDS	231				hypothetical protein
MAG231_00087	CDS	408				hypothetical protein
MAG231_00088	CDS	522			COG0655	Iron-sulfur flavoprotein
MAG231_00089	tRNA	77				tRNA-Arg(cct)
MAG231_00090	CDS	711	fbiB	6.3.2.34		Coenzyme F420:L-glutamate ligase
MAG231_00091	tRNA	76				tRNA-Val(gac)
MAG231_00092	CDS	495				hypothetical protein
MAG231_00093	CDS	501				hypothetical protein
MAG231_00094	CDS	495		2.7.7.1	COG1056	Nicotinamide-nucleotide adenylyltransferase
MAG231_00095	CDS	1140	phnW	2.6.1.37		2-aminoethylphosphonate--pyruvate transaminase
MAG231_00096	CDS	735		5.2.1.8	COG1047	Putative FKBP-type peptidyl-prolyl cis-trans isomerase
MAG231_00097	CDS	1041	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
MAG231_00098	CDS	633	psmB_1	3.4.25.1	COG0638	Proteasome subunit beta
MAG231_00099	CDS	1890	rnj_1	3.1.-.-		Ribonuclease J
MAG231_00100	CDS	252				hypothetical protein
MAG231_00101	CDS	1071	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
MAG231_00102	CDS	846	arsM	2.1.1.137		Arsenite methyltransferase
MAG231_00103	CDS	1236				hypothetical protein
MAG231_00104	CDS	816	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
MAG231_00105	CDS	735		6.3.2.36	COG1701	4-phosphopantoate--beta-alanine ligase
MAG231_00106	CDS	609		2.7.1.169	COG1829	Pantoate kinase
MAG231_00107	CDS	222				hypothetical protein
MAG231_00108	CDS	762				hypothetical protein
MAG231_00109	CDS	1341	cca	2.7.7.72	COG1746	CCA-adding enzyme
MAG231_00110	CDS	540		3.1.4.-	COG1514	RNA 2',3'-cyclic phosphodiesterase
MAG231_00111	CDS	522				hypothetical protein
MAG231_00112	CDS	384				hypothetical protein
MAG231_00113	CDS	288				hypothetical protein
MAG231_00114	CDS	897	rnz	3.1.26.11	COG1234	Ribonuclease Z
MAG231_00115	CDS	876	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
MAG231_00116	CDS	612				hypothetical protein
MAG231_00117	CDS	1743			COG0668	Small-conductance mechanosensitive channel MscMJ
MAG231_00118	CDS	1374	ablA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
MAG231_00119	CDS	333				hypothetical protein
MAG231_00120	CDS	99				hypothetical protein
MAG231_00121	CDS	540				hypothetical protein
MAG231_00122	CDS	513	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
MAG231_00123	CDS	819	suhB_1	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
MAG231_00124	CDS	228				hypothetical protein
MAG231_00125	CDS	489				hypothetical protein
MAG231_00126	CDS	513				hypothetical protein
MAG231_00127	CDS	489				hypothetical protein
MAG231_00128	CDS	1443	proS	6.1.1.15	COG0442	Proline--tRNA ligase
MAG231_00129	CDS	372				hypothetical protein
MAG231_00130	CDS	294				hypothetical protein
MAG231_00131	CDS	684		3.1.3.3	COG0560	Phosphoserine phosphatase
MAG231_00132	CDS	738	cofE	6.3.2.31	COG1478	Coenzyme F420:L-glutamate ligase
MAG231_00133	CDS	921				hypothetical protein
MAG231_00134	CDS	243			COG0425	Putative sulfur carrier protein/Ta1414
MAG231_00135	CDS	1005	sudA	1.8.1.19	COG0493	Sulfide dehydrogenase subunit alpha
MAG231_00136	CDS	795				hypothetical protein
MAG231_00137	CDS	876	thi4	4.-.-.-	COG1635	Thiamine thiazole synthase
MAG231_00138	CDS	1803	nasD	1.7.7.1		Assimilatory ferredoxin-dependent nitrite reductase
MAG231_00139	CDS	807	tssA_1	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
MAG231_00140	CDS	207				hypothetical protein
MAG231_00141	CDS	1107	lapB_1			Lipopolysaccharide assembly protein B
MAG231_00142	CDS	1272				hypothetical protein
MAG231_00143	CDS	726	afung	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
MAG231_00144	CDS	228				hypothetical protein
MAG231_00145	CDS	534				hypothetical protein
MAG231_00146	CDS	1344	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
MAG231_00147	CDS	636				hypothetical protein
MAG231_00148	CDS	753	cbiX	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
MAG231_00149	CDS	1059				hypothetical protein
MAG231_00150	CDS	1092	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
MAG231_00151	CDS	474	dnaJ_2			Chaperone protein DnaJ
MAG231_00152	CDS	813				hypothetical protein
MAG231_00153	CDS	1158	metK	2.5.1.6		S-adenosylmethionine synthase
MAG231_00154	CDS	246			COG1958	Putative snRNP Sm-like protein
MAG231_00155	CDS	651	radB		COG0468	DNA repair and recombination protein RadB
MAG231_00156	CDS	120				hypothetical protein
