locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG294_00001	CDS	1617				hypothetical protein
MAG294_00002	CDS	855	rdpA	1.14.11.44		(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase
MAG294_00003	CDS	2070	quiA	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
MAG294_00004	CDS	468	prdB_1	1.21.4.1		D-proline reductase subunit gamma
MAG294_00005	CDS	708				hypothetical protein
MAG294_00006	CDS	849	sdpA_1	1.14.11.43		(S)-phenoxypropionate/alpha-ketoglutarate-dioxygenase
MAG294_00007	CDS	621				hypothetical protein
MAG294_00008	CDS	1437	otemo	1.14.13.160		2-oxo-Delta(3)-4,5,5-trimethylcyclopentenylacetyl-CoA monooxygenase
MAG294_00009	CDS	240	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
MAG294_00010	CDS	870		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
MAG294_00011	CDS	510	hsaB	1.5.1.36	COG1853	Flavin-dependent monooxygenase, reductase subunit HsaB
MAG294_00012	CDS	1194		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MAG294_00013	CDS	432				hypothetical protein
MAG294_00014	CDS	591	lemA		COG1704	Protein LemA
MAG294_00015	CDS	1893	htpX	3.4.24.-	COG0501	Protease HtpX 
MAG294_00016	CDS	726	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
MAG294_00017	CDS	951	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
MAG294_00018	CDS	375				hypothetical protein
MAG294_00019	CDS	1107	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
MAG294_00020	CDS	333				hypothetical protein
MAG294_00021	CDS	600	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
MAG294_00022	CDS	777			COG5285	putative protein
MAG294_00023	CDS	438				hypothetical protein
MAG294_00024	CDS	1365	yhdG		COG0531	putative amino acid permease YhdG
MAG294_00025	CDS	1557	panF		COG4145	Sodium/pantothenate symporter
MAG294_00026	CDS	636	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
MAG294_00027	CDS	501				hypothetical protein
MAG294_00028	CDS	618	mshD_1	2.3.1.189		Mycothiol acetyltransferase
MAG294_00029	CDS	1128				hypothetical protein
MAG294_00030	CDS	933	nirQ		COG0714	Denitrification regulatory protein NirQ
MAG294_00031	CDS	2019				hypothetical protein
MAG294_00032	CDS	183				hypothetical protein
MAG294_00033	CDS	675	yccA		COG0670	Modulator of FtsH protease YccA
MAG294_00034	CDS	972	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
MAG294_00035	CDS	645	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
MAG294_00036	CDS	951	folE2	3.5.4.16	COG1469	GTP cyclohydrolase FolE2
MAG294_00037	CDS	186				hypothetical protein
MAG294_00038	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MAG294_00039	CDS	1167	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
MAG294_00040	CDS	879	hflC		COG0330	Modulator of FtsH protease HflC
MAG294_00041	CDS	1143	hflK		COG0330	Modulator of FtsH protease HflK
MAG294_00042	CDS	1269	hflX		COG2262	GTPase HflX
MAG294_00043	CDS	237	hfq			RNA-binding protein Hfq
MAG294_00044	CDS	1038	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
MAG294_00045	CDS	1896	mutL			DNA mismatch repair protein MutL
MAG294_00046	CDS	1356	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
MAG294_00047	CDS	459	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MAG294_00048	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
MAG294_00049	CDS	1038	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
MAG294_00050	CDS	561	orn	3.1.-.-	COG1949	Oligoribonuclease
MAG294_00051	CDS	855	rhdA	2.8.1.1	COG2897	Thiosulfate sulfurtransferase
MAG294_00052	CDS	825	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
MAG294_00053	CDS	477	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
MAG294_00054	CDS	771	dpgD_1	4.2.1.17		Enoyl-CoA-hydratase
MAG294_00055	CDS	615	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
MAG294_00056	CDS	1236	gltP_1		COG1301	Proton/glutamate-aspartate symporter
MAG294_00057	CDS	234				hypothetical protein
MAG294_00058	CDS	1632	ilvI_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
MAG294_00059	CDS	942				hypothetical protein
MAG294_00060	CDS	957				hypothetical protein
MAG294_00061	CDS	1278			COG1680	putative protein
MAG294_00062	CDS	1467	yagG_1		COG2211	Putative glycoside/cation symporter YagG
MAG294_00063	CDS	1260	eis	2.3.1.-	COG4552	N-acetyltransferase Eis
MAG294_00064	CDS	1047				hypothetical protein
MAG294_00065	CDS	453				hypothetical protein
MAG294_00066	CDS	1170	carC_2	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
MAG294_00067	CDS	1260		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MAG294_00068	CDS	1236	smtA	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase alpha subunit
MAG294_00069	CDS	828	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
MAG294_00070	CDS	1173		1.1.2.-	COG0277	L-gulono-1,4-lactone dehydrogenase
MAG294_00071	CDS	1173				hypothetical protein
MAG294_00072	CDS	708				hypothetical protein
MAG294_00073	CDS	465				hypothetical protein
MAG294_00074	CDS	612				hypothetical protein
MAG294_00075	CDS	1113	pkn1	2.7.11.1	COG0515	Serine/threonine-protein kinase pkn1
MAG294_00076	CDS	372				hypothetical protein
MAG294_00077	CDS	804				hypothetical protein
MAG294_00078	CDS	1251				hypothetical protein
MAG294_00079	CDS	1089				hypothetical protein
MAG294_00080	CDS	180				hypothetical protein
MAG294_00081	CDS	987				hypothetical protein
MAG294_00082	CDS	1158	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
MAG294_00083	CDS	801	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
MAG294_00084	CDS	1125	dnaJ		COG0484	Chaperone protein DnaJ
MAG294_00085	CDS	1920	dnaK_1		COG0443	Chaperone protein DnaK
MAG294_00086	CDS	591	grpE			Protein GrpE
MAG294_00087	CDS	546			COG2141	putative protein
MAG294_00088	CDS	252				hypothetical protein
MAG294_00089	CDS	612	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
MAG294_00090	CDS	1575		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD17
MAG294_00091	CDS	213				hypothetical protein
MAG294_00092	CDS	357				hypothetical protein
MAG294_00093	CDS	618		1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
MAG294_00094	CDS	351	yfgD		COG1393	putative protein YfgD
MAG294_00095	CDS	1245				hypothetical protein
MAG294_00096	CDS	510	resA		COG0526	Thiol-disulfide oxidoreductase ResA
MAG294_00097	CDS	1821	proS	6.1.1.15	COG0442	Proline--tRNA ligase
MAG294_00098	CDS	570	hup		COG0776	DNA-binding protein HB1
MAG294_00099	CDS	249				hypothetical protein
MAG294_00100	CDS	1782	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
MAG294_00101	CDS	738	pmpR		COG0217	Transcriptional regulatory protein PmpR
MAG294_00102	CDS	492	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
MAG294_00103	CDS	651	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MAG294_00104	CDS	1053	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MAG294_00105	CDS	252	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MAG294_00106	CDS	1281	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
MAG294_00107	CDS	2430	lon_1	3.4.21.53	COG0466	Lon protease
MAG294_00108	CDS	660	fadB_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase
MAG294_00109	CDS	375				hypothetical protein
MAG294_00110	CDS	1044	icd_1	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
MAG294_00111	CDS	1047				hypothetical protein
MAG294_00112	CDS	1362	yihN			Inner membrane protein YihN
MAG294_00113	CDS	783		1.-.-.-		putative oxidoreductase
MAG294_00114	CDS	2247	atsA_1	3.1.6.1	COG3119	Arylsulfatase
MAG294_00115	CDS	2307				hypothetical protein
MAG294_00116	CDS	1833				hypothetical protein
MAG294_00117	CDS	1146			COG1680	putative protein
MAG294_00118	CDS	288	feoA		COG1918	Fe(2+) transport protein A
MAG294_00119	CDS	2118	feoB		COG0370	Fe(2+) transporter FeoB
MAG294_00120	CDS	732	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
MAG294_00121	CDS	750				hypothetical protein
MAG294_00122	CDS	678				hypothetical protein
MAG294_00123	CDS	795	paaG_2	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
