locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG47_00001	CDS	1098	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
MAG47_00002	CDS	663				hypothetical protein
MAG47_00003	CDS	1065	serC_1	2.6.1.52		Phosphoserine aminotransferase
MAG47_00004	CDS	1329				hypothetical protein
MAG47_00005	tRNA	74				tRNA-Ala(ggc)
MAG47_00006	CDS	372	rsfS_1		COG0799	Ribosomal silencing factor RsfS
MAG47_00007	CDS	1332	trkA		COG0569	Trk system potassium uptake protein TrkA
MAG47_00008	CDS	1452	trkG		COG0168	Trk system potassium uptake protein TrkG
MAG47_00009	CDS	564	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
MAG47_00010	CDS	1362				hypothetical protein
MAG47_00011	CDS	825				hypothetical protein
MAG47_00012	CDS	1242	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
MAG47_00013	CDS	1053	proB	2.7.2.11	COG0263	Glutamate 5-kinase
MAG47_00014	CDS	1200	obg	3.6.5.-	COG0536	GTPase Obg
MAG47_00015	CDS	252	rpmA		COG0211	50S ribosomal protein L27
MAG47_00016	CDS	327	rplU		COG0261	50S ribosomal protein L21
MAG47_00017	CDS	1476	rng	3.1.26.-	COG1530	Ribonuclease G
MAG47_00018	CDS	1071	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
MAG47_00019	CDS	1836	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
MAG47_00020	CDS	471				hypothetical protein
MAG47_00021	CDS	795				hypothetical protein
MAG47_00022	CDS	1044	mreB		COG1077	Rod shape-determining protein MreB
MAG47_00023	CDS	396	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MAG47_00024	CDS	1215	fpgS	6.3.2.17		Folylpolyglutamate synthase
MAG47_00025	CDS	2595	valS	6.1.1.9	COG0525	Valine--tRNA ligase
MAG47_00026	CDS	1269	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
MAG47_00027	CDS	618	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MAG47_00028	CDS	1320	tig_1	5.2.1.8	COG0544	Trigger factor
MAG47_00029	tRNA	75				tRNA-His(gtg)
MAG47_00030	tRNA	75				tRNA-Arg(tct)
MAG47_00031	tRNA	72				tRNA-Gly(tcc)
MAG47_00032	tRNA	76				tRNA-Pro(tgg)
MAG47_00033	tRNA	74				tRNA-Lys(ctt)
MAG47_00034	tRNA	84				tRNA-Leu(tag)
MAG47_00035	CDS	486		3.1.2.-	COG2050	Putative esterase
MAG47_00036	CDS	1947	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MAG47_00037	CDS	1557	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
MAG47_00038	CDS	684				hypothetical protein
MAG47_00039	CDS	573	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MAG47_00040	CDS	666	rph	2.7.7.56		Ribonuclease PH
MAG47_00041	CDS	651	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
MAG47_00042	CDS	2265	acnA	4.2.1.3		Aconitate hydratase A
MAG47_00043	CDS	1461				hypothetical protein
MAG47_00044	CDS	1842		1.1.-.-	COG2303	putative GMC-type oxidoreductase
MAG47_00045	CDS	504				hypothetical protein
MAG47_00046	CDS	120				hypothetical protein
MAG47_00047	CDS	369				hypothetical protein
MAG47_00048	CDS	609	plsY	2.3.1.-	COG0344	Glycerol-3-phosphate acyltransferase
MAG47_00049	CDS	105				hypothetical protein
MAG47_00050	CDS	753	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MAG47_00051	CDS	1029	mrp_1		COG0489	Iron-sulfur cluster carrier protein
MAG47_00052	CDS	492	cycY_1		COG0526	Thiol:disulfide interchange protein CycY
MAG47_00053	CDS	138				hypothetical protein
MAG47_00054	tRNA	77				tRNA-Met(cat)
MAG47_00055	CDS	2820				hypothetical protein
MAG47_00056	CDS	1029	ylbL_1		COG3480	putative protein YlbL
MAG47_00057	CDS	1377				hypothetical protein
MAG47_00058	CDS	1104				hypothetical protein
MAG47_00059	CDS	921	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MAG47_00060	CDS	1851		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
MAG47_00061	CDS	771	cysA	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MAG47_00062	CDS	789	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MAG47_00063	CDS	1209	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
MAG47_00064	CDS	1041				hypothetical protein
MAG47_00065	CDS	456	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
MAG47_00066	CDS	282	whiB			Transcriptional regulator WhiB
