locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG260_00001	CDS	1308				hypothetical protein
MAG260_00002	CDS	933				hypothetical protein
MAG260_00003	CDS	462				hypothetical protein
MAG260_00004	CDS	801				hypothetical protein
MAG260_00005	CDS	909	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
MAG260_00006	CDS	699	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
MAG260_00007	CDS	957	pqqE_1			Coenzyme PQQ synthesis protein E
MAG260_00008	CDS	645	tmk_1	2.7.4.9		Thymidylate kinase
MAG260_00009	CDS	483	greA			Transcription elongation factor GreA
MAG260_00010	CDS	903		2.7.1.213	COG0524	Nucleoside kinase
MAG260_00011	CDS	447				hypothetical protein
MAG260_00012	CDS	600				hypothetical protein
MAG260_00013	CDS	2193	rgy1		COG1110	Reverse gyrase 1
MAG260_00014	CDS	540				hypothetical protein
MAG260_00015	CDS	189				hypothetical protein
MAG260_00016	CDS	273				hypothetical protein
MAG260_00017	CDS	495				hypothetical protein
MAG260_00018	rRNA	1470				16S ribosomal RNA
MAG260_00019	CDS	870	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
MAG260_00020	CDS	432				hypothetical protein
MAG260_00021	CDS	966				hypothetical protein
MAG260_00022	CDS	276	rpoL	2.7.7.6	COG1761	DNA-directed RNA polymerase subunit L
MAG260_00023	CDS	1146		2.7.4.2	COG3890	Phosphomevalonate kinase
MAG260_00024	CDS	1005		4.1.1.33	COG3407	Diphosphomevalonate decarboxylase
MAG260_00025	CDS	1005	mvk	2.7.1.36	COG1577	Mevalonate kinase
MAG260_00026	CDS	234				hypothetical protein
MAG260_00027	CDS	633	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
MAG260_00028	CDS	645				hypothetical protein
MAG260_00029	CDS	795	lgt	2.4.99.-		Prolipoprotein diacylglyceryl transferase
MAG260_00030	CDS	669	flpA	2.1.1.-	COG1889	Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase
MAG260_00031	CDS	618	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
MAG260_00032	CDS	876			COG1498	putative NOP5 family protein
MAG260_00033	CDS	672				hypothetical protein
MAG260_00034	CDS	684	pyrH	2.7.4.22	COG0528	Uridylate kinase
MAG260_00035	CDS	345	arnE_1			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
MAG260_00036	CDS	351	arnE_2			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
MAG260_00037	CDS	1785	secD		COG0342	Protein-export membrane protein SecD
MAG260_00038	CDS	930	secF		COG0341	Protein-export membrane protein SecF
MAG260_00039	CDS	780				hypothetical protein
MAG260_00040	CDS	1512	filI_1	2.7.13.3	COG3322	Methanogenesis regulatory histidine kinase FilI
MAG260_00041	CDS	405	filR2		COG0784	putative methanogenesis regulatory protein FilR2
MAG260_00042	CDS	789				hypothetical protein
MAG260_00043	CDS	276				hypothetical protein
MAG260_00044	CDS	1398	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
MAG260_00045	CDS	204				hypothetical protein
MAG260_00046	CDS	294				hypothetical protein
MAG260_00047	CDS	684	aglK_1	2.4.1.153		UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminyltransferase
MAG260_00048	CDS	1596				hypothetical protein
MAG260_00049	CDS	1704				hypothetical protein
MAG260_00050	CDS	567				hypothetical protein
MAG260_00051	CDS	609		3.1.3.-	COG1011	Glyceraldehyde 3-phosphate phosphatase
MAG260_00052	CDS	2472	ppsA_1	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
MAG260_00053	CDS	1080	mthK_1		COG1226	Calcium-gated potassium channel MthK
MAG260_00054	CDS	1989	mthK_2		COG1226	Calcium-gated potassium channel MthK
MAG260_00055	CDS	1134				hypothetical protein
MAG260_00056	CDS	1176				hypothetical protein
MAG260_00057	CDS	882				hypothetical protein
MAG260_00058	CDS	1104				hypothetical protein
MAG260_00059	CDS	915	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MAG260_00060	CDS	789	aglE	2.4.1.-	COG0463	Glycosyltransferase AglE
MAG260_00061	CDS	1077	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MAG260_00062	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
MAG260_00063	CDS	267	nikR			Putative nickel-responsive regulator
MAG260_00064	CDS	462				hypothetical protein
MAG260_00065	CDS	948				hypothetical protein
MAG260_00066	CDS	660				hypothetical protein
MAG260_00067	CDS	687				hypothetical protein
MAG260_00068	CDS	1011				hypothetical protein
MAG260_00069	CDS	744		5.1.1.13		Aspartate racemase
MAG260_00070	CDS	714	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
MAG260_00071	CDS	1773				hypothetical protein
MAG260_00072	CDS	777			COG1082	putative protein
MAG260_00073	CDS	579				hypothetical protein
MAG260_00074	CDS	1443				hypothetical protein
MAG260_00075	CDS	2055	dnaJ_1			Chaperone protein DnaJ
MAG260_00076	CDS	162				hypothetical protein
MAG260_00077	CDS	1020	bioB	2.8.1.6		Biotin synthase
MAG260_00078	CDS	714	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
MAG260_00079	CDS	447				hypothetical protein
MAG260_00080	CDS	462	nudF_1	3.6.1.13	COG1051	ADP-ribose pyrophosphatase
MAG260_00081	CDS	1704				hypothetical protein
MAG260_00082	CDS	279	prsA	5.2.1.8		Foldase protein PrsA
MAG260_00083	CDS	210	top6A	5.99.1.3	COG1697	Type 2 DNA topoisomerase 6 subunit A
MAG260_00084	CDS	1197				hypothetical protein
MAG260_00085	CDS	1509	rimO_1	2.8.4.4		Ribosomal protein S12 methylthiotransferase RimO
MAG260_00086	CDS	768				hypothetical protein
MAG260_00087	CDS	1119				hypothetical protein
MAG260_00088	CDS	903				hypothetical protein
MAG260_00089	CDS	210				hypothetical protein
MAG260_00090	CDS	1401	epd_1	1.2.1.72		D-erythrose-4-phosphate dehydrogenase
MAG260_00091	CDS	864	rlmN	2.1.1.-		Dual-specificity RNA methyltransferase RlmN
MAG260_00092	CDS	1323	cpgS	6.5.-.-		Cyclic 2,3-diphosphoglycerate synthetase
MAG260_00093	CDS	891				hypothetical protein
MAG260_00094	CDS	1749		3.6.4.12	COG1204	ATP-dependent DNA helicase Hel308
MAG260_00095	CDS	1134	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
MAG260_00096	CDS	573				hypothetical protein
MAG260_00097	CDS	2547	smc_1			Chromosome partition protein Smc
MAG260_00098	CDS	597				hypothetical protein
MAG260_00099	CDS	558				hypothetical protein
MAG260_00100	CDS	177				hypothetical protein
MAG260_00101	CDS	201				hypothetical protein
MAG260_00102	CDS	456			COG0184	30S ribosomal protein S15
MAG260_00103	CDS	1416				hypothetical protein
MAG260_00104	CDS	222				hypothetical protein
MAG260_00105	CDS	2013		3.6.4.12	COG1199	ATP-dependent DNA helicase
MAG260_00106	CDS	906				hypothetical protein
MAG260_00107	CDS	537				hypothetical protein
MAG260_00108	CDS	684	nfi	3.1.21.7	COG1515	Endonuclease V
MAG260_00109	CDS	921				hypothetical protein
MAG260_00110	CDS	471				hypothetical protein
MAG260_00111	CDS	684		3.2.2.-		G/T mismatches repair enzyme
MAG260_00112	CDS	231				hypothetical protein
MAG260_00113	CDS	213				hypothetical protein
MAG260_00114	CDS	1605				hypothetical protein
MAG260_00115	CDS	798				hypothetical protein
MAG260_00116	CDS	1464	hmgA	1.1.1.34	COG1257	3-hydroxy-3-methylglutaryl-coenzyme A reductase
MAG260_00117	CDS	1056				hypothetical protein
MAG260_00118	CDS	1161	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
MAG260_00119	CDS	411				hypothetical protein
MAG260_00120	CDS	975	lrpA_1		COG1522	HTH-type transcriptional regulator LrpA
MAG260_00121	CDS	951				hypothetical protein
MAG260_00122	CDS	1023				hypothetical protein
MAG260_00123	CDS	1083	mtnP_1	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
MAG260_00124	CDS	1335				hypothetical protein
MAG260_00125	CDS	210	corA		COG0598	Cobalt/magnesium transport protein CorA
MAG260_00126	CDS	783	dphB	2.1.1.98	COG1798	Diphthine synthase
MAG260_00127	CDS	1077	ftsZ1		COG0206	Cell division protein FtsZ 1
MAG260_00128	CDS	1512				hypothetical protein
MAG260_00129	CDS	306				hypothetical protein
MAG260_00130	CDS	561				hypothetical protein
MAG260_00131	CDS	1185				hypothetical protein
MAG260_00132	CDS	1686				hypothetical protein
MAG260_00133	CDS	1842				hypothetical protein
MAG260_00134	CDS	234				hypothetical protein
MAG260_00135	CDS	297				hypothetical protein
MAG260_00136	CDS	1053	ycf3			Photosystem I assembly protein Ycf3
MAG260_00137	CDS	387				hypothetical protein
MAG260_00138	CDS	2664				hypothetical protein
MAG260_00139	CDS	516	xerA_1		COG0582	Tyrosine recombinase XerA
MAG260_00140	CDS	759	xerA_2		COG0582	Tyrosine recombinase XerA
MAG260_00141	CDS	393				hypothetical protein
MAG260_00142	CDS	540				hypothetical protein
MAG260_00143	CDS	153				hypothetical protein
MAG260_00144	CDS	1140				hypothetical protein
MAG260_00145	CDS	1155				hypothetical protein
MAG260_00146	CDS	453				hypothetical protein
MAG260_00147	CDS	993		2.1.1.-	COG0144	tRNA (cytosine(49)-C(5))-methyltransferase
MAG260_00148	CDS	1950	ftsY		COG0552	Signal recognition particle receptor FtsY
MAG260_00149	CDS	429	pfdA		COG1730	Prefoldin subunit alpha
MAG260_00150	CDS	1497			COG0541	Signal recognition particle 54 kDa protein
MAG260_00151	CDS	1641	ths			Thermosome subunit
MAG260_00152	CDS	1260	cca	2.7.7.72	COG1746	CCA-adding enzyme
MAG260_00153	CDS	900		2.7.1.213	COG0524	Cytidine kinase
MAG260_00154	CDS	1263	ahcY	3.3.1.1		Adenosylhomocysteinase
MAG260_00155	CDS	663				hypothetical protein
MAG260_00156	CDS	645				hypothetical protein
MAG260_00157	CDS	1059	idsA	2.5.1.-	COG0142	Short chain isoprenyl diphosphate synthase
MAG260_00158	CDS	3492	smc_2		COG1196	Chromosome partition protein Smc
MAG260_00159	CDS	1197	amyA	3.2.1.1	COG1449	Alpha-amylase
MAG260_00160	CDS	1329	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MAG260_00161	CDS	333				hypothetical protein
MAG260_00162	CDS	579				hypothetical protein
MAG260_00163	CDS	720				hypothetical protein
MAG260_00164	CDS	726	hypB		COG0378	putative hydrogenase maturation factor HypB
MAG260_00165	CDS	345	hypA		COG0375	Hydrogenase maturation factor HypA
MAG260_00166	CDS	1383				hypothetical protein
MAG260_00167	CDS	924				hypothetical protein
MAG260_00168	CDS	528				hypothetical protein
MAG260_00169	CDS	207				hypothetical protein
MAG260_00170	CDS	393				hypothetical protein
MAG260_00171	CDS	1278	hydA	1.12.1.3	COG3259	Sulfhydrogenase 1 subunit alpha
MAG260_00172	CDS	804	hydD	1.12.1.3	COG1941	Sulfhydrogenase 1 subunit delta
MAG260_00173	CDS	900	shyC_1	1.12.98.4	COG0543	Sulfhydrogenase 2 subunit gamma
MAG260_00174	CDS	1014	hydB	1.12.98.4	COG1145	Sulfhydrogenase 1 subunit beta
MAG260_00175	CDS	621	wecD	2.3.1.210		dTDP-fucosamine acetyltransferase
MAG260_00176	CDS	1170	hppA1	3.6.1.1	COG3808	K(+)-stimulated pyrophosphate-energized sodium pump
MAG260_00177	CDS	141				hypothetical protein
MAG260_00178	CDS	1863	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MAG260_00179	CDS	528	idi_1	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
MAG260_00180	CDS	807	trmBL2		COG1378	HTH-type transcriptional regulator TrmBL2
MAG260_00181	CDS	495				hypothetical protein
MAG260_00182	CDS	2955				hypothetical protein
MAG260_00183	CDS	1527				hypothetical protein
MAG260_00184	CDS	804		1.18.1.2		Ferredoxin--NADP reductase
MAG260_00185	CDS	1023	truD	5.4.99.27	COG0585	putative tRNA pseudouridine synthase D
MAG260_00186	CDS	168				hypothetical protein
MAG260_00187	CDS	540				hypothetical protein
MAG260_00188	CDS	600				hypothetical protein
MAG260_00189	CDS	1125				hypothetical protein
MAG260_00190	CDS	2169				hypothetical protein
MAG260_00191	CDS	291				hypothetical protein
MAG260_00192	CDS	372				hypothetical protein
MAG260_00193	CDS	390				hypothetical protein
MAG260_00194	CDS	543				hypothetical protein
MAG260_00195	CDS	159				hypothetical protein
MAG260_00196	CDS	1320	rnj_1	3.1.-.-	COG0595	Ribonuclease J
MAG260_00197	CDS	99				hypothetical protein
MAG260_00198	CDS	744	pcn		COG0592	DNA polymerase sliding clamp
MAG260_00199	CDS	531				hypothetical protein
MAG260_00200	CDS	1449	tldD	3.4.-.-	COG0312	Zinc metalloprotease TldD 
MAG260_00201	CDS	1338				hypothetical protein
MAG260_00202	CDS	747				hypothetical protein
MAG260_00203	CDS	861	yegS	2.7.1.-		lipid kinase YegS
MAG260_00204	CDS	126				hypothetical protein
MAG260_00205	CDS	165				50S ribosomal protein L37e
MAG260_00206	CDS	228			COG1958	Putative snRNP Sm-like protein
MAG260_00207	CDS	522				hypothetical protein
MAG260_00208	CDS	354				hypothetical protein
MAG260_00209	CDS	261	rpoK	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit K
MAG260_00210	CDS	786			COG2123	Exosome complex component Rrp42
MAG260_00211	CDS	717		3.1.13.-	COG0689	Exosome complex component Rrp41
MAG260_00212	CDS	762	rrp4		COG1097	Exosome complex component Rrp4
MAG260_00213	CDS	714			COG1500	Ribosome maturation protein SDO1 
MAG260_00214	CDS	1644	mutS_1			DNA mismatch repair protein MutS
MAG260_00215	CDS	846				hypothetical protein
MAG260_00216	CDS	177	mutL			DNA mismatch repair protein MutL
MAG260_00217	CDS	501	idi_2	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
MAG260_00218	CDS	573				hypothetical protein
MAG260_00219	CDS	843				hypothetical protein
MAG260_00220	CDS	162				hypothetical protein
MAG260_00221	CDS	840				hypothetical protein
MAG260_00222	CDS	1119		2.7.8.-		Cardiolipin synthase
MAG260_00223	CDS	1653	mutS_2			DNA mismatch repair protein MutS
MAG260_00224	CDS	186			COG2051	30S ribosomal protein S27e
MAG260_00225	CDS	783	eif2a		COG1093	Translation initiation factor 2 subunit alpha
MAG260_00226	CDS	948	asnS_1	6.1.1.22	COG0017	Asparagine--tRNA ligase
MAG260_00227	CDS	1017				hypothetical protein
MAG260_00228	CDS	543				hypothetical protein
MAG260_00229	CDS	1242	tgtA	2.4.2.48	COG0343	tRNA-guanine(15) transglycosylase
MAG260_00230	CDS	639				hypothetical protein
MAG260_00231	CDS	552				hypothetical protein
MAG260_00232	CDS	432				hypothetical protein
MAG260_00233	CDS	783				hypothetical protein
