locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG10_00001	CDS	1227				hypothetical protein
MAG10_00002	CDS	1047	ilvE	2.6.1.42	COG0115	Putative branched-chain-amino-acid aminotransferase
MAG10_00003	CDS	2655	pol	2.7.7.7		DNA polymerase
MAG10_00004	CDS	357				hypothetical protein
MAG10_00005	CDS	471			COG1400	Signal recognition particle 19 kDa protein
MAG10_00006	CDS	381	rps8e		COG2007	30S ribosomal protein S8e
MAG10_00007	CDS	627				hypothetical protein
MAG10_00008	CDS	510				hypothetical protein
MAG10_00009	CDS	189				hypothetical protein
MAG10_00010	CDS	1341				hypothetical protein
MAG10_00011	CDS	363				hypothetical protein
MAG10_00012	CDS	198				hypothetical protein
MAG10_00013	CDS	498	aroK	2.7.1.71		Shikimate kinase
MAG10_00014	CDS	1932	secY		COG0201	Protein translocase subunit SecY
MAG10_00015	CDS	417			COG0200	50S ribosomal protein L15
MAG10_00016	CDS	471			COG1841	50S ribosomal protein L30
MAG10_00017	CDS	816	rps5		COG0098	30S ribosomal protein S5
MAG10_00018	CDS	513			COG0256	50S ribosomal protein L18
MAG10_00019	CDS	462			COG2147	50S ribosomal protein L19e
MAG10_00020	CDS	630			COG0468	50S ribosomal protein L32e
MAG10_00021	CDS	546	rpl6		COG0097	50S ribosomal protein L6
MAG10_00022	CDS	390	rps8		COG0096	30S ribosomal protein S8
MAG10_00023	CDS	153			COG0199	30S ribosomal protein S14 type Z
MAG10_00024	CDS	528	rpl5			50S ribosomal protein L5
MAG10_00025	CDS	705	rps4e		COG1471	30S ribosomal protein S4e
MAG10_00026	CDS	411			COG0198	50S ribosomal protein L24
MAG10_00027	CDS	399			COG0093	50S ribosomal protein L14
MAG10_00028	CDS	336			COG0186	30S ribosomal protein S17
MAG10_00029	CDS	255	rnp1	3.1.26.5	COG1588	Ribonuclease P protein component 1
MAG10_00030	CDS	300			COG0023	Protein translation factor SUI1 
MAG10_00031	CDS	192			COG0255	50S ribosomal protein L29
MAG10_00032	CDS	687	rps3		COG0092	30S ribosomal protein S3
MAG10_00033	CDS	564			COG0091	50S ribosomal protein L22
MAG10_00034	CDS	495			COG0185	30S ribosomal protein S19
MAG10_00035	CDS	732	rpl2		COG0090	50S ribosomal protein L2
MAG10_00036	CDS	273			COG0089	50S ribosomal protein L23
MAG10_00037	CDS	891	rpl4		COG0088	50S ribosomal protein L4
MAG10_00038	CDS	1020	rpl3		COG0087	50S ribosomal protein L3
MAG10_00039	CDS	1992	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
MAG10_00040	CDS	711	xpf		COG1948	3'-flap repair endonuclease Xpf
MAG10_00041	CDS	858	hdrB_1	1.8.98.1	COG2048	CoB--CoM heterodisulfide reductase subunit B
MAG10_00042	CDS	1935				hypothetical protein
MAG10_00043	CDS	1656	thsA_1		COG0459	Thermosome subunit alpha
MAG10_00044	CDS	3429				hypothetical protein
MAG10_00045	CDS	1377				hypothetical protein
MAG10_00046	CDS	576				hypothetical protein
MAG10_00047	CDS	1149		2.6.1.57		Aromatic-amino-acid aminotransferase 2
MAG10_00048	CDS	2238		3.4.21.62	COG1404	Subtilisin-like serine protease
MAG10_00049	CDS	456				hypothetical protein
MAG10_00050	CDS	108				hypothetical protein
MAG10_00051	CDS	639				hypothetical protein
MAG10_00052	CDS	501				hypothetical protein
MAG10_00053	CDS	255				hypothetical protein
MAG10_00054	CDS	1014				hypothetical protein
MAG10_00055	CDS	747		5.2.1.8	COG1047	Putative FKBP-type peptidyl-prolyl cis-trans isomerase
MAG10_00056	CDS	1413				hypothetical protein
MAG10_00057	CDS	1611	pccB_1	6.4.1.3		Propionyl-CoA carboxylase, carboxyltransferase subunit
MAG10_00058	CDS	858		4.2.1.116	COG1024	3-hydroxypropionyl-coenzyme A dehydratase
MAG10_00059	CDS	1644	pycA_1	6.4.1.1	COG0439	Pyruvate carboxylase subunit A
MAG10_00060	CDS	492	pycB	6.4.1.1	COG0511	Pyruvate carboxylase subunit B
MAG10_00061	CDS	480	tadA	3.5.4.33		tRNA-specific adenosine deaminase
MAG10_00062	CDS	1338	murE	6.3.2.-		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MAG10_00063	CDS	2301				hypothetical protein
MAG10_00064	CDS	1284	serS	6.1.1.11	COG0172	Serine--tRNA ligase
MAG10_00065	CDS	762				hypothetical protein
MAG10_00066	CDS	1902	dnaK			Chaperone protein DnaK
MAG10_00067	CDS	1611	thsA_2			Thermosome subunit alpha
MAG10_00068	CDS	609				hypothetical protein
MAG10_00069	CDS	1053	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
MAG10_00070	CDS	1170				hypothetical protein
MAG10_00071	CDS	1659	pyrG	6.3.4.2	COG0504	CTP synthase
MAG10_00072	CDS	396				hypothetical protein
MAG10_00073	CDS	690				hypothetical protein
MAG10_00074	CDS	1137				hypothetical protein
MAG10_00075	CDS	606				hypothetical protein
MAG10_00076	tRNA	76				tRNA-Met(cat)
MAG10_00077	CDS	804				hypothetical protein
MAG10_00078	CDS	1068	radA		COG0468	DNA repair and recombination protein RadA
MAG10_00079	CDS	1137	ftsZ1_1		COG0206	Cell division protein FtsZ 1
MAG10_00080	CDS	171				hypothetical protein
MAG10_00081	CDS	3291	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MAG10_00082	CDS	5295				hypothetical protein
MAG10_00083	CDS	1755	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
MAG10_00084	CDS	2559				hypothetical protein
MAG10_00085	CDS	1770				hypothetical protein
MAG10_00086	CDS	978	arnA	1.1.1.305		Bifunctional polymyxin resistance protein ArnA
MAG10_00087	CDS	1191	fieF			Ferrous-iron efflux pump FieF
MAG10_00088	CDS	921				hypothetical protein
MAG10_00089	CDS	486		1.11.1.15	COG0450	Peroxiredoxin
MAG10_00090	CDS	444				hypothetical protein
MAG10_00091	CDS	4863				hypothetical protein
MAG10_00092	CDS	1197				hypothetical protein
MAG10_00093	CDS	582	flgA2_1		COG1681	Flagellin A2
MAG10_00094	CDS	576	flgA2_2		COG1681	Flagellin A2
MAG10_00095	CDS	867				hypothetical protein
MAG10_00096	CDS	657				hypothetical protein
MAG10_00097	CDS	498				hypothetical protein
MAG10_00098	CDS	705	flaH		COG2874	Putative flagella-related protein H
MAG10_00099	CDS	1713			COG1372	putative protein
MAG10_00100	CDS	1794				hypothetical protein
MAG10_00101	CDS	1746				hypothetical protein
MAG10_00102	CDS	399				hypothetical protein
MAG10_00103	CDS	621		3.2.2.-		G/T mismatches repair enzyme
MAG10_00104	CDS	228				hypothetical protein
MAG10_00105	CDS	1944	ycdX	3.1.3.-		phosphatase YcdX
MAG10_00106	CDS	363				hypothetical protein
MAG10_00107	CDS	309				hypothetical protein
MAG10_00108	CDS	945	guaAA_1	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing] subunit A
MAG10_00109	CDS	2082	hppA1	3.6.1.1	COG3808	K(+)-stimulated pyrophosphate-energized sodium pump
MAG10_00110	CDS	963				hypothetical protein
MAG10_00111	CDS	576				hypothetical protein
MAG10_00112	CDS	270				hypothetical protein
MAG10_00113	CDS	2667				hypothetical protein
MAG10_00114	CDS	1101				hypothetical protein
MAG10_00115	CDS	1167				hypothetical protein
MAG10_00116	CDS	882	galK_1	2.7.1.6		Galactokinase
MAG10_00117	CDS	1116				hypothetical protein
MAG10_00118	CDS	2907				hypothetical protein
MAG10_00119	CDS	2709				hypothetical protein
MAG10_00120	CDS	1200	mtlD	1.1.1.17		Mannitol-1-phosphate 5-dehydrogenase
MAG10_00121	CDS	1404				hypothetical protein
MAG10_00122	CDS	828		1.1.1.376		L-arabinose 1-dehydrogenase (NAD(P)(+))
MAG10_00123	CDS	1185	gad	4.2.1.39	COG4948	D-gluconate dehydratase
MAG10_00124	tRNA	78				tRNA-Glu(ttc)
MAG10_00125	CDS	606				hypothetical protein
MAG10_00126	CDS	489	nob1	3.1.-.-	COG1439	Endoribonuclease Nob1
MAG10_00127	CDS	300	tatA			Sec-independent protein translocase protein TatA
MAG10_00128	CDS	237				hypothetical protein
MAG10_00129	CDS	3150				hypothetical protein
MAG10_00130	CDS	714				hypothetical protein
MAG10_00131	CDS	189				hypothetical protein
MAG10_00132	CDS	417				hypothetical protein
MAG10_00133	CDS	501				hypothetical protein
MAG10_00134	CDS	453				hypothetical protein
MAG10_00135	CDS	387				hypothetical protein
MAG10_00136	CDS	810	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
MAG10_00137	CDS	1032	fcl	1.1.1.271		GDP-L-fucose synthase
MAG10_00138	CDS	1815	pepX_1	3.4.14.11		Xaa-Pro dipeptidyl-peptidase
MAG10_00139	CDS	1263				hypothetical protein
MAG10_00140	CDS	921				hypothetical protein
MAG10_00141	CDS	795	gph	3.1.3.18		Phosphoglycolate phosphatase
MAG10_00142	CDS	1332		1.3.7.11	COG0644	Digeranylgeranylglycerophospholipid reductase
MAG10_00143	CDS	945				hypothetical protein
MAG10_00144	CDS	477			COG1522	putative HTH-type transcriptional regulator
MAG10_00145	CDS	1176				hypothetical protein
MAG10_00146	CDS	1656				hypothetical protein
MAG10_00147	CDS	888	dphB	2.1.1.98	COG1798	Diphthine synthase
MAG10_00148	CDS	1089	trm5b	2.1.1.228	COG2520	tRNA (guanine(37)-N1)-methyltransferase Trm5b
MAG10_00149	CDS	123				hypothetical protein
MAG10_00150	tRNA	74				tRNA-Asp(gtc)
MAG10_00151	CDS	1431				hypothetical protein
MAG10_00152	CDS	573	guaAA_2	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing] subunit A
MAG10_00153	CDS	1149	rfcS_1		COG0470	Replication factor C small subunit
MAG10_00154	tRNA	76				tRNA-Arg(cct)
MAG10_00155	CDS	1515				hypothetical protein
MAG10_00156	CDS	1620	tfrA_1	1.3.4.1	COG1053	Fumarate reductase (CoM/CoB) subunit A
MAG10_00157	CDS	450				hypothetical protein
MAG10_00158	CDS	1581				hypothetical protein
MAG10_00159	CDS	669				hypothetical protein
MAG10_00160	CDS	4965				hypothetical protein
MAG10_00161	CDS	1317				hypothetical protein
MAG10_00162	CDS	744				hypothetical protein
MAG10_00163	CDS	1050				hypothetical protein
MAG10_00164	CDS	1095	top6A	5.99.1.3	COG1697	Type 2 DNA topoisomerase 6 subunit A
MAG10_00165	CDS	2211	top6B	5.99.1.3	COG1389	Type 2 DNA topoisomerase 6 subunit B
MAG10_00166	CDS	1986	hacA	4.2.1.114	COG0065	Methanogen homoaconitase large subunit
MAG10_00167	CDS	981	tfb		COG1372	Transcription initiation factor IIB
MAG10_00168	CDS	1485				hypothetical protein
MAG10_00169	CDS	2526				hypothetical protein
MAG10_00170	CDS	1404				hypothetical protein
MAG10_00171	CDS	1869				hypothetical protein
MAG10_00172	CDS	891	aglF_1	2.7.7.9	COG1209	UTP--glucose-1-phosphate uridylyltransferase AglF
MAG10_00173	CDS	519				hypothetical protein
MAG10_00174	CDS	510	rnhA	3.1.26.4		Ribonuclease H
MAG10_00175	CDS	381	gcvH_1			Glycine cleavage system H protein
MAG10_00176	CDS	660				hypothetical protein
MAG10_00177	CDS	345				hypothetical protein
MAG10_00178	CDS	585				hypothetical protein
MAG10_00179	CDS	2250				hypothetical protein
MAG10_00180	CDS	462				hypothetical protein
MAG10_00181	CDS	426				hypothetical protein
MAG10_00182	tRNA	73				tRNA-Arg(acg)
MAG10_00183	CDS	435				hypothetical protein
MAG10_00184	CDS	771				hypothetical protein
MAG10_00185	CDS	201				hypothetical protein
MAG10_00186	CDS	546				hypothetical protein
MAG10_00187	CDS	1308				hypothetical protein
MAG10_00188	CDS	1047				hypothetical protein
MAG10_00189	CDS	534	msrA	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
MAG10_00190	CDS	360	nbaC	1.13.11.6		3-hydroxyanthranilate 3,4-dioxygenase
MAG10_00191	CDS	606				hypothetical protein
MAG10_00192	CDS	2493				hypothetical protein
MAG10_00193	CDS	588				hypothetical protein
MAG10_00194	CDS	2667				hypothetical protein
MAG10_00195	CDS	5127				hypothetical protein
MAG10_00196	CDS	3147				hypothetical protein
MAG10_00197	CDS	1326				hypothetical protein
MAG10_00198	CDS	1020				hypothetical protein
MAG10_00199	CDS	1140	arfC	1.1.1.302	COG1985	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase
MAG10_00200	CDS	1047	yegS	2.7.1.-		lipid kinase YegS
MAG10_00201	tRNA	75				tRNA-Arg(tcg)
MAG10_00202	CDS	372				hypothetical protein
MAG10_00203	CDS	1104		2.1.1.213	COG1041	tRNA (guanine(10)-N2)-dimethyltransferase
MAG10_00204	CDS	1683				hypothetical protein
MAG10_00205	CDS	1020	fen	3.1.-.-	COG0258	Flap endonuclease 1
MAG10_00206	CDS	1548				hypothetical protein
MAG10_00207	CDS	858	zupT			Zinc transporter ZupT
MAG10_00208	CDS	1188				hypothetical protein
MAG10_00209	CDS	1302				hypothetical protein
MAG10_00210	CDS	798				hypothetical protein
MAG10_00211	CDS	813				hypothetical protein
MAG10_00212	CDS	354				hypothetical protein
MAG10_00213	CDS	798		4.2.1.116	COG1024	3-hydroxypropionyl-coenzyme A dehydratase
MAG10_00214	CDS	1071		1.2.1.76	COG1062	Succinate-semialdehyde dehydrogenase (acetylating)
MAG10_00215	CDS	546	ytfE_1			Iron-sulfur cluster repair protein YtfE
MAG10_00216	CDS	1125		4.2.1.116	COG1024	3-hydroxypropionyl-coenzyme A dehydratase
MAG10_00217	CDS	759	rhaD_1	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
MAG10_00218	CDS	1377	tnaA	4.1.99.1		Tryptophanase
MAG10_00219	CDS	699				hypothetical protein
MAG10_00220	CDS	3765	narG	1.7.99.4		Respiratory nitrate reductase subunit alpha
MAG10_00221	CDS	1545	narH	1.7.99.4		Respiratory nitrate reductase subunit beta
MAG10_00222	CDS	612				hypothetical protein
MAG10_00223	CDS	684				hypothetical protein
MAG10_00224	CDS	1659				hypothetical protein
MAG10_00225	CDS	573	ytfE_2			Iron-sulfur cluster repair protein YtfE
MAG10_00226	CDS	696				hypothetical protein
MAG10_00227	CDS	1737	nasB			putative nitrate transporter
MAG10_00228	CDS	516				hypothetical protein
MAG10_00229	CDS	1023				hypothetical protein
MAG10_00230	CDS	795	cysH	1.8.4.8		Phosphoadenosine phosphosulfate reductase
MAG10_00231	CDS	924	cysD	2.7.7.4		Sulfate adenylyltransferase subunit 2
MAG10_00232	CDS	1335	tuf_1		COG5256	Elongation factor 1-alpha
MAG10_00233	CDS	3213		1.17.4.1	COG0209	Vitamin B12-dependent ribonucleoside-diphosphate reductase
