locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG259_00001	CDS	138				hypothetical protein
MAG259_00002	CDS	987	kdsD_1	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
MAG259_00003	CDS	972	yrbG_1		COG0530	Inner membrane protein YrbG
MAG259_00004	CDS	687				hypothetical protein
MAG259_00005	CDS	219	ibaG_1		COG5007	Acid stress protein IbaG
MAG259_00006	CDS	1263	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MAG259_00007	CDS	660	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
MAG259_00008	CDS	1311	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
MAG259_00009	CDS	1092	degS	3.4.21.107	COG0265	Serine endoprotease DegS
MAG259_00010	CDS	462			COG0327	GTP cyclohydrolase 1 type 2 
MAG259_00011	CDS	273			COG0327	GTP cyclohydrolase 1 type 2 
MAG259_00012	CDS	459				hypothetical protein
MAG259_00013	CDS	1095	zapE		COG1485	Cell division protein ZapE
MAG259_00014	CDS	429	rplM		COG0102	50S ribosomal protein L13
MAG259_00015	CDS	393	rpsI		COG0103	30S ribosomal protein S9
MAG259_00016	CDS	627	petA	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
MAG259_00017	CDS	2007	fbcH		COG1290	Cytochrome b/c1
MAG259_00018	CDS	654	sspA_1		COG0625	Stringent starvation protein A
MAG259_00019	CDS	396	sspB		COG2969	Stringent starvation protein B
MAG259_00020	CDS	543	gmhA	5.3.1.28		Phosphoheptose isomerase
MAG259_00021	CDS	327				hypothetical protein
MAG259_00022	CDS	1809	lpoA		COG3107	Penicillin-binding protein activator LpoA
MAG259_00023	CDS	831	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
MAG259_00024	CDS	450	mraZ		COG2001	Transcriptional regulator MraZ
MAG259_00025	CDS	915	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
MAG259_00026	CDS	282	ftsL			Cell division protein FtsL
MAG259_00027	CDS	1743	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
MAG259_00028	CDS	1473	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MAG259_00029	CDS	1362	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
MAG259_00030	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MAG259_00031	CDS	1362	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
MAG259_00032	CDS	1152	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MAG259_00033	CDS	1104	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MAG259_00034	CDS	1434	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
MAG259_00035	CDS	924	ddl	6.3.2.4		D-alanine--D-alanine ligase
MAG259_00036	CDS	783	ftsQ		COG1589	Cell division protein FtsQ
MAG259_00037	CDS	1236	ftsA		COG0849	Cell division protein FtsA
MAG259_00038	CDS	1170	ftsZ		COG0206	Cell division protein FtsZ
MAG259_00039	CDS	921	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
MAG259_00040	CDS	939	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
MAG259_00041	CDS	2709	secA		COG0653	Protein translocase subunit SecA
MAG259_00042	CDS	1200	argJ_1			Arginine biosynthesis bifunctional protein ArgJ
MAG259_00043	CDS	405	mutT_1	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
MAG259_00044	CDS	606	coaE_1	2.7.1.24	COG0237	Dephospho-CoA kinase
MAG259_00045	CDS	861	outO_1			Type 4 prepilin-like proteins leader peptide-processing enzyme
MAG259_00046	CDS	1209	epsF_1		COG1459	Type II secretion system protein F
MAG259_00047	CDS	1737	gspE		COG2804	Putative type II secretion system protein E
MAG259_00048	CDS	423	pilE			Fimbrial protein
MAG259_00049	CDS	2169	glcB	2.3.3.9	COG2225	Malate synthase G
MAG259_00050	CDS	1689				hypothetical protein
MAG259_00051	CDS	939	pcpR			PCP degradation transcriptional activation protein
MAG259_00052	CDS	1764	dmdC	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
MAG259_00053	CDS	531		4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
MAG259_00054	CDS	828	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
MAG259_00055	CDS	555	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
MAG259_00056	CDS	825				hypothetical protein
MAG259_00057	CDS	888				hypothetical protein
MAG259_00058	CDS	1146				hypothetical protein
MAG259_00059	CDS	225				hypothetical protein
MAG259_00060	CDS	318				hypothetical protein
MAG259_00061	tRNA	77				tRNA-Arg(tct)
MAG259_00062	CDS	288	yhaH		COG3152	Inner membrane protein YhaH
MAG259_00063	CDS	627	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
MAG259_00064	CDS	102				hypothetical protein
MAG259_00065	CDS	1392	linC_1	1.14.13.151		Linalool 8-monooxygenase
MAG259_00066	CDS	480	decR_1		COG1522	DNA-binding transcriptional activator DecR
MAG259_00067	CDS	3471				hypothetical protein
MAG259_00068	CDS	1068	ldh	1.4.1.9		Leucine dehydrogenase
MAG259_00069	tRNA	76				tRNA-His(gtg)
MAG259_00070	tRNA	77				tRNA-Pro(tgg)
MAG259_00071	CDS	324	gcvT_1	2.1.2.10		Aminomethyltransferase
MAG259_00072	CDS	552				hypothetical protein
MAG259_00073	CDS	2691	btuB_1		COG4206	Vitamin B12 transporter BtuB
MAG259_00074	CDS	1038	ltaE	4.1.2.48		Low specificity L-threonine aldolase
MAG259_00075	CDS	612	ycgM		COG0179	putative protein YcgM
MAG259_00076	CDS	1464	atsA_1	3.1.6.1	COG3119	Arylsulfatase
MAG259_00077	CDS	789	rhlG_1	1.1.1.100		Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase
MAG259_00078	CDS	1176				hypothetical protein
MAG259_00079	CDS	429	arsC	1.20.4.4	COG0394	Arsenate reductase
MAG259_00080	CDS	906		1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
MAG259_00081	CDS	144	putA_1			Bifunctional protein PutA
MAG259_00082	CDS	666		4.2.1.17		putative enoyl-CoA hydratase echA17
MAG259_00083	CDS	207				hypothetical protein
MAG259_00084	CDS	876				hypothetical protein
MAG259_00085	CDS	1434	gdhA_1	1.4.1.3	COG0334	Glutamate dehydrogenase
MAG259_00086	CDS	678				hypothetical protein
MAG259_00087	CDS	681	fbiB	6.3.2.34		Coenzyme F420:L-glutamate ligase
MAG259_00088	CDS	573				hypothetical protein
MAG259_00089	CDS	612				hypothetical protein
MAG259_00090	CDS	768				hypothetical protein
MAG259_00091	CDS	1368	rubB	1.18.1.1	COG1251	Rubredoxin-NAD(+) reductase
MAG259_00092	CDS	1185	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
MAG259_00093	CDS	459	baiE_1	4.2.1.106		Bile acid 7-alpha dehydratase
MAG259_00094	CDS	1701	kstD	1.3.99.4		3-oxosteroid 1-dehydrogenase
MAG259_00095	CDS	789	baiA_1	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
MAG259_00096	CDS	1197		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MAG259_00097	CDS	1146	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MAG259_00098	CDS	885		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
MAG259_00099	CDS	1158	fadA5	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
MAG259_00100	CDS	1098	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MAG259_00101	CDS	1167		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MAG259_00102	CDS	873				Putative enoyl-CoA hydratase EchA13
MAG259_00103	CDS	795		2.8.3.-	COG2057	Putative CoA-transferase subunit beta
MAG259_00104	CDS	945		2.8.3.-	COG1788	Putative CoA-transferase subunit alpha
MAG259_00105	CDS	1575	fadD3_1	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
MAG259_00106	CDS	906	hsaC	1.13.11.25	COG0346	Iron-dependent extradiol dioxygenase
MAG259_00107	CDS	1131	hsaA	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
MAG259_00108	CDS	840	bphD	3.7.1.8	COG0596	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
MAG259_00109	CDS	807	tesE	4.2.1.132		2-hydroxyhexa-2,4-dienoate hydratase
MAG259_00110	CDS	900	bphJ	1.2.1.10	COG4569	Acetaldehyde dehydrogenase 4
MAG259_00111	CDS	1023	bphI	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase 4
MAG259_00112	CDS	1143				hypothetical protein
MAG259_00113	CDS	1593				hypothetical protein
MAG259_00114	CDS	381	ksi	5.3.3.1		Steroid Delta-isomerase
MAG259_00115	CDS	750	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
MAG259_00116	CDS	1071		1.13.12.16	COG2070	Nitronate monooxygenase
MAG259_00117	CDS	1680		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
MAG259_00118	CDS	669				hypothetical protein
MAG259_00119	CDS	798	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MAG259_00120	CDS	762	linC_2	1.1.1.-		2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
MAG259_00121	CDS	813		1.-.-.-		putative oxidoreductase
MAG259_00122	CDS	759	hsdA	1.1.1.50		3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase
MAG259_00123	CDS	1971				hypothetical protein
MAG259_00124	CDS	777	baiA_2	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
MAG259_00125	CDS	459		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
MAG259_00126	CDS	870				hypothetical protein
MAG259_00127	CDS	1080	nemA	1.-.-.-	COG1902	N-ethylmaleimide reductase
MAG259_00128	CDS	705				hypothetical protein
MAG259_00129	CDS	1464	ifcA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MAG259_00130	CDS	801				hypothetical protein
MAG259_00131	CDS	897				hypothetical protein
MAG259_00132	CDS	1242				hypothetical protein
MAG259_00133	CDS	354				hypothetical protein
MAG259_00134	CDS	621				hypothetical protein
MAG259_00135	CDS	1530		1.13.11.43		Lignostilbene-alpha,beta-dioxygenase isozyme I
MAG259_00136	CDS	873				hypothetical protein
MAG259_00137	CDS	1278			COG1228	putative protein
MAG259_00138	CDS	411				hypothetical protein
MAG259_00139	CDS	1125				hypothetical protein
MAG259_00140	CDS	1365	garB	1.8.1.16		Glutathione amide reductase
MAG259_00141	CDS	756	yfcA		COG0730	putative membrane transporter protein YfcA
MAG259_00142	CDS	945		1.1.1.81	COG0111	Hydroxypyruvate reductase
MAG259_00143	CDS	1200	tetA_1			Tetracycline resistance protein, class C
MAG259_00144	CDS	561	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
MAG259_00145	CDS	2307			COG1629	putative TonB-dependent receptor
MAG259_00146	CDS	387				hypothetical protein
MAG259_00147	CDS	345				hypothetical protein
MAG259_00148	CDS	945	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
MAG259_00149	CDS	1458	pykA	2.7.1.40	COG0469	Pyruvate kinase II
MAG259_00150	CDS	207	cspV		COG1278	Cold shock protein CspV
MAG259_00151	CDS	1350				hypothetical protein
MAG259_00152	CDS	621				hypothetical protein
