locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG297_00001	CDS	288				hypothetical protein
MAG297_00002	CDS	189				hypothetical protein
MAG297_00003	CDS	1425	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
MAG297_00004	CDS	1188	yeaW_1	1.14.13.-	COG4638	Carnitine monooxygenase oxygenase subunit
MAG297_00005	CDS	1344	dmg	1.5.3.10		Dimethylglycine oxidase
MAG297_00006	CDS	537	yaeQ		COG4681	putative protein YaeQ
MAG297_00007	CDS	3057	metH_1	2.1.1.13	COG0646	Methionine synthase
MAG297_00008	CDS	219				hypothetical protein
MAG297_00009	CDS	2367	fyuA_1		COG1629	Pesticin receptor
MAG297_00010	CDS	1779	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
MAG297_00011	CDS	435				hypothetical protein
MAG297_00012	CDS	1836	pnbA_1	3.1.1.-	COG2272	Para-nitrobenzyl esterase
MAG297_00013	CDS	1734		3.6.3.-		Putative multidrug export ATP-binding/permease protein
MAG297_00014	CDS	558				hypothetical protein
MAG297_00015	CDS	1116		1.14.11.1		Gamma-butyrobetaine dioxygenase
MAG297_00016	CDS	1425				hypothetical protein
MAG297_00017	CDS	354		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
MAG297_00018	CDS	795	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
MAG297_00019	CDS	462	lrp_1		COG1522	Leucine-responsive regulatory protein
MAG297_00020	CDS	981				hypothetical protein
MAG297_00021	CDS	2664	pepN_1	3.4.11.2		Aminopeptidase N
MAG297_00022	CDS	936	dauP	3.1.1.-		Rhodomycin D methylesterase DauP
MAG297_00023	CDS	864	hchA	4.2.1.130		Molecular chaperone Hsp31 and glyoxalase 3
MAG297_00024	CDS	1962				hypothetical protein
MAG297_00025	CDS	1167				hypothetical protein
MAG297_00026	CDS	945				hypothetical protein
MAG297_00027	CDS	1077	dhmA	3.8.1.5	COG0596	Haloalkane dehalogenase
MAG297_00028	CDS	1215	nylB_1	3.5.1.46		6-aminohexanoate-dimer hydrolase
MAG297_00029	CDS	1173				hypothetical protein
MAG297_00030	tRNA	87				tRNA-Leu(taa)
MAG297_00031	CDS	1011	virS			HTH-type transcriptional regulator VirS
MAG297_00032	CDS	171				hypothetical protein
MAG297_00033	tRNA	74				tRNA-Cys(gca)
MAG297_00034	CDS	561	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
MAG297_00035	CDS	1854	uvrC		COG0322	UvrABC system protein C
MAG297_00036	CDS	1839	pld	3.1.4.4		Phospholipase D
MAG297_00037	CDS	1101	kynU	3.7.1.3		Kynureninase
MAG297_00038	CDS	1179				hypothetical protein
MAG297_00039	CDS	519	lrp_2		COG1522	Leucine-responsive regulatory protein
MAG297_00040	CDS	531				hypothetical protein
MAG297_00041	CDS	1011	lip2	3.1.1.3		Lipase 2
MAG297_00042	CDS	1017	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
MAG297_00043	CDS	963	talB	2.2.1.2	COG0176	Transaldolase B
MAG297_00044	CDS	441				hypothetical protein
MAG297_00045	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
MAG297_00046	CDS	921	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
MAG297_00047	CDS	546	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
MAG297_00048	CDS	240				hypothetical protein
MAG297_00049	CDS	249				hypothetical protein
MAG297_00050	CDS	858		3.1.1.10		Tropinesterase
MAG297_00051	CDS	420				hypothetical protein
MAG297_00052	CDS	1032	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
MAG297_00053	CDS	1947	htpG		COG0326	Chaperone protein HtpG
MAG297_00054	CDS	450				hypothetical protein
MAG297_00055	CDS	519				hypothetical protein
MAG297_00056	CDS	1566	bicA		COG0659	Bicarbonate transporter BicA
MAG297_00057	CDS	1512	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
MAG297_00058	CDS	492				hypothetical protein
MAG297_00059	CDS	960				hypothetical protein
MAG297_00060	CDS	1191	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
MAG297_00061	CDS	627	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
MAG297_00062	CDS	1179	yfdE_1	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
MAG297_00063	CDS	1038		2.7.1.-	COG3173	Putative aminoglycoside phosphotransferase
MAG297_00064	CDS	969		1.13.12.16	COG2070	Nitronate monooxygenase
MAG297_00065	CDS	2073	fadB_1			Fatty acid oxidation complex subunit alpha
MAG297_00066	CDS	1122				hypothetical protein
MAG297_00067	CDS	1788	atsA_1	3.1.6.1	COG3119	Arylsulfatase
MAG297_00068	CDS	378				hypothetical protein
MAG297_00069	CDS	291				hypothetical protein
MAG297_00070	CDS	1524	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
MAG297_00071	CDS	1395				hypothetical protein
MAG297_00072	CDS	216				hypothetical protein
MAG297_00073	CDS	1038				hypothetical protein
MAG297_00074	CDS	1071	rbn	3.1.-.-	COG1234	Ribonuclease BN
MAG297_00075	CDS	594				hypothetical protein
