locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG172_00001	CDS	912	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
MAG172_00002	CDS	282				hypothetical protein
MAG172_00003	CDS	600	mlaC		COG2854	putative phospholipid-binding protein MlaC
MAG172_00004	CDS	474	mlaD		COG1463	putative phospholipid ABC transporter-binding protein MlaD
MAG172_00005	CDS	786	mlaE_1		COG0767	putative phospholipid ABC transporter permease protein MlaE
MAG172_00006	CDS	795	mlaF	3.6.3.-	COG1127	putative phospholipid import ATP-binding protein MlaF
MAG172_00007	CDS	1107	ccsA			Cytochrome c biogenesis protein CcsA
MAG172_00008	CDS	1896	ccsB			Cytochrome c biogenesis protein CcsB
MAG172_00009	CDS	630				Cytochrome c4
MAG172_00010	CDS	606	engB			putative GTP-binding protein EngB
MAG172_00011	CDS	678	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
MAG172_00012	CDS	1155				hypothetical protein
MAG172_00013	CDS	747	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MAG172_00014	CDS	2472	topA	5.99.1.2		DNA topoisomerase 1
MAG172_00015	CDS	894	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
MAG172_00016	CDS	375	gcvH			Glycine cleavage system H protein
MAG172_00017	CDS	420	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
MAG172_00018	CDS	1476	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
MAG172_00019	CDS	1113	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
MAG172_00020	CDS	1071	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
MAG172_00021	CDS	441				hypothetical protein
MAG172_00022	CDS	288				hypothetical protein
MAG172_00023	CDS	558	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
MAG172_00024	CDS	1062	mdtA_1			Multidrug resistance protein MdtA
MAG172_00025	CDS	3060	mdtC			Multidrug resistance protein MdtC
MAG172_00026	CDS	1221	gltT			Proton/sodium-glutamate symport protein
MAG172_00027	CDS	585	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
MAG172_00028	CDS	282	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
MAG172_00029	CDS	879	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
MAG172_00030	CDS	216				hypothetical protein
MAG172_00031	CDS	693				hypothetical protein
MAG172_00032	CDS	582				hypothetical protein
MAG172_00033	CDS	489	resA		COG0526	Thiol-disulfide oxidoreductase ResA
MAG172_00034	CDS	990	ctaA	1.3.-.-		Heme A synthase
MAG172_00035	CDS	912	ctaB	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
MAG172_00036	CDS	489				Cytochrome c-555
MAG172_00037	CDS	813	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
MAG172_00038	CDS	927	adoK	2.7.1.20		Adenosine kinase
MAG172_00039	CDS	456				hypothetical protein
