locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG97_00001	CDS	171				hypothetical protein
MAG97_00002	CDS	1329	amiD_1	3.5.1.4	COG0154	Putative amidase AmiD
MAG97_00003	CDS	417				hypothetical protein
MAG97_00004	CDS	255				hypothetical protein
MAG97_00005	CDS	435				hypothetical protein
MAG97_00006	CDS	399				hypothetical protein
MAG97_00007	CDS	2172				hypothetical protein
MAG97_00008	CDS	189				hypothetical protein
MAG97_00009	CDS	711	rmlD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
MAG97_00010	CDS	522	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
MAG97_00011	CDS	867	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
MAG97_00012	CDS	1023	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
MAG97_00013	CDS	852	wbbL	2.4.1.-		Rhamnosyltransferase WbbL
MAG97_00014	CDS	678				hypothetical protein
MAG97_00015	CDS	528	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
MAG97_00016	CDS	873		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
MAG97_00017	CDS	405				hypothetical protein
MAG97_00018	CDS	1071	mtnA_1	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
MAG97_00019	CDS	666	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
MAG97_00020	CDS	945	panE_1	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MAG97_00021	CDS	969				hypothetical protein
MAG97_00022	CDS	414				hypothetical protein
MAG97_00023	CDS	465	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
MAG97_00024	CDS	648	proB	2.7.2.11	COG0263	Glutamate 5-kinase
MAG97_00025	CDS	1251	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
MAG97_00026	CDS	522	nadD	2.7.7.18		putative nicotinate-nucleotide adenylyltransferase
MAG97_00027	CDS	351	rsfS			Ribosomal silencing factor RsfS
MAG97_00028	CDS	1140	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
MAG97_00029	CDS	477	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
MAG97_00030	CDS	393	atpC		COG0355	ATP synthase epsilon chain
MAG97_00031	CDS	1419	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
MAG97_00032	CDS	609		3.1.1.2		Arylesterase
MAG97_00033	CDS	546				hypothetical protein
MAG97_00034	CDS	1182			COG2081	putative protein
MAG97_00035	CDS	624	yedK	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
MAG97_00036	CDS	933				hypothetical protein
MAG97_00037	CDS	702	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
MAG97_00038	CDS	1113	dnaN			Beta sliding clamp
MAG97_00039	CDS	1419	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MAG97_00040	CDS	261	rpsT		COG0268	30S ribosomal protein S20
MAG97_00041	CDS	864	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
MAG97_00042	CDS	705	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
MAG97_00043	CDS	1569	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
MAG97_00044	CDS	1200	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
MAG97_00045	CDS	438	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
MAG97_00046	CDS	756	ttuC	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase
MAG97_00047	CDS	444				hypothetical protein
MAG97_00048	CDS	600				hypothetical protein
MAG97_00049	CDS	606	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
MAG97_00050	CDS	1131	dnaJ		COG0484	Chaperone protein DnaJ
MAG97_00051	CDS	1947	dnaK		COG0443	Chaperone protein DnaK
MAG97_00052	CDS	636	grpE		COG0576	Protein GrpE
MAG97_00053	CDS	597		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MAG97_00054	CDS	1155				hypothetical protein
MAG97_00055	CDS	519	mutS2	3.1.-.-		Endonuclease MutS2
MAG97_00056	CDS	1374	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
MAG97_00057	CDS	516	hslV	3.4.25.2		ATP-dependent protease subunit HslV
MAG97_00058	CDS	591	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
MAG97_00059	CDS	627	hisH	2.4.2.-		Imidazole glycerol phosphate synthase subunit HisH
MAG97_00060	CDS	1044				hypothetical protein
