locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG287_00001	CDS	1350				hypothetical protein
MAG287_00002	CDS	501				hypothetical protein
MAG287_00003	CDS	1272	mdeA	4.4.1.11		L-methionine gamma-lyase
MAG287_00004	CDS	666	nbzA	1.7.1.16		Nitrobenzene nitroreductase
MAG287_00005	CDS	174				hypothetical protein
MAG287_00006	CDS	828	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
MAG287_00007	CDS	3453	aas_1		COG0204	Bifunctional protein Aas
MAG287_00008	CDS	516			COG0251	RutC family protein
MAG287_00009	CDS	1206	hmo	1.1.3.46		4-hydroxymandelate oxidase
MAG287_00010	CDS	594				hypothetical protein
MAG287_00011	CDS	276				hypothetical protein
MAG287_00012	CDS	126				hypothetical protein
MAG287_00013	CDS	681	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
MAG287_00014	CDS	678		3.1.3.-	COG0560	putative phosphatase
MAG287_00015	CDS	696	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
MAG287_00016	CDS	789	cysE	2.3.1.30	COG1045	Serine acetyltransferase
MAG287_00017	CDS	537	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
MAG287_00018	CDS	1986	hppA1	3.6.1.1	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
MAG287_00019	CDS	867	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MAG287_00020	CDS	312	lapA			Lipopolysaccharide assembly protein A
MAG287_00021	CDS	282	ihfB		COG0776	Integration host factor subunit beta
MAG287_00022	CDS	1683	rpsA		COG0539	30S ribosomal protein S1
MAG287_00023	CDS	663	cmk	2.7.4.25		Cytidylate kinase
MAG287_00024	CDS	1314	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
MAG287_00025	CDS	912	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
MAG287_00026	CDS	1086	pheA	4.2.1.51		Prephenate dehydratase
MAG287_00027	CDS	2565	gyrA	5.99.1.3	COG0188	DNA gyrase subunit A
MAG287_00028	CDS	636				hypothetical protein
MAG287_00029	CDS	618				hypothetical protein
MAG287_00030	CDS	2304	comEC		COG0658	ComE operon protein 3
MAG287_00031	CDS	1212	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
MAG287_00032	CDS	732	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MAG287_00033	CDS	1230	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
MAG287_00034	CDS	276				hypothetical protein
MAG287_00035	CDS	249				hypothetical protein
MAG287_00036	CDS	1233	nqrF	1.6.5.8	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
MAG287_00037	CDS	618	nqrE	1.6.5.8	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
MAG287_00038	CDS	651	nqrD	1.6.5.8	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
MAG287_00039	CDS	777	nqrC	1.6.5.8	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
MAG287_00040	CDS	1203	nqrB	1.6.5.8	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
MAG287_00041	CDS	1347	nqrA	1.6.5.8	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
MAG287_00042	CDS	1470	gap2	1.2.1.-		Glyceraldehyde-3-phosphate dehydrogenase-like protein
MAG287_00043	CDS	423				hypothetical protein
MAG287_00044	CDS	930				hypothetical protein
MAG287_00045	CDS	3378	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
MAG287_00046	CDS	1089				hypothetical protein
MAG287_00047	CDS	744		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
MAG287_00048	CDS	1101	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
MAG287_00049	CDS	1050	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
MAG287_00050	CDS	309				hypothetical protein
MAG287_00051	CDS	588	nfuA		COG0316	Fe/S biogenesis protein NfuA
MAG287_00052	CDS	591				hypothetical protein
MAG287_00053	CDS	1926				hypothetical protein
MAG287_00054	CDS	3675	metH	2.1.1.13	COG0646	Methionine synthase
MAG287_00055	CDS	1527				hypothetical protein
MAG287_00056	CDS	1890				hypothetical protein
MAG287_00057	CDS	1137	yhaZ		COG4335	putative protein YhaZ
MAG287_00058	CDS	717	sfsA		COG1489	Sugar fermentation stimulation protein A
MAG287_00059	CDS	573	lemA		COG1704	Protein LemA
MAG287_00060	CDS	2754		3.4.24.-	COG0612	putative zinc protease
MAG287_00061	CDS	240				hypothetical protein
MAG287_00062	CDS	570				hypothetical protein
MAG287_00063	CDS	2037	ligA	6.5.1.2	COG0272	DNA ligase
MAG287_00064	CDS	1332	zipA		COG3115	Cell division protein ZipA
MAG287_00065	CDS	801	smc_1		COG1196	Chromosome partition protein Smc
MAG287_00066	CDS	471	iorA	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
MAG287_00067	CDS	465				hypothetical protein
MAG287_00068	CDS	1278	flp_1			Protein flp
MAG287_00069	CDS	1725	atsA_1	3.1.6.1	COG3119	Arylsulfatase
MAG287_00070	CDS	1674	atsA_2	3.1.6.1	COG3119	Arylsulfatase
MAG287_00071	tRNA	74				tRNA-Cys(gca)
MAG287_00072	CDS	747				hypothetical protein
MAG287_00073	CDS	1044			COG4307	putative protein
MAG287_00074	CDS	933				hypothetical protein
MAG287_00075	CDS	1440			COG2308	putative protein
MAG287_00076	CDS	354	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
MAG287_00077	CDS	204	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
MAG287_00078	CDS	1131				hypothetical protein
MAG287_00079	CDS	165				hypothetical protein
MAG287_00080	CDS	2097			COG1629	putative TonB-dependent receptor
MAG287_00081	CDS	375				hypothetical protein
MAG287_00082	CDS	1269	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
MAG287_00083	CDS	1020				hypothetical protein
MAG287_00084	CDS	924	codA	3.5.4.1	COG0402	Cytosine deaminase
MAG287_00085	CDS	1230	vdh	1.14.15.15		Vitamin D(3) 25-hydroxylase
MAG287_00086	CDS	1557	cmdD			Chondramide synthase cmdD
MAG287_00087	CDS	951	gnl	3.1.1.17		Gluconolactonase
MAG287_00088	CDS	1032				hypothetical protein
MAG287_00089	CDS	519				hypothetical protein
MAG287_00090	CDS	1341	pcaK		COG0477	4-hydroxybenzoate transporter PcaK
MAG287_00091	CDS	999			COG1638	Solute-binding protein
MAG287_00092	CDS	1914	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
MAG287_00093	CDS	1389				hypothetical protein
MAG287_00094	CDS	768				hypothetical protein
MAG287_00095	CDS	387				hypothetical protein
MAG287_00096	CDS	1035				hypothetical protein
MAG287_00097	CDS	1047				hypothetical protein
MAG287_00098	CDS	960	yhdN_1	1.1.1.-	COG0667	Aldo-keto reductase YhdN
MAG287_00099	CDS	1620	atsA_3	3.1.6.1	COG3119	Arylsulfatase
MAG287_00100	CDS	1197			COG2081	putative protein
MAG287_00101	CDS	408				hypothetical protein
MAG287_00102	CDS	1284	mntH			Divalent metal cation transporter MntH
MAG287_00103	CDS	1197	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
MAG287_00104	CDS	231				hypothetical protein
MAG287_00105	CDS	459				hypothetical protein
MAG287_00106	CDS	1122				hypothetical protein
MAG287_00107	CDS	792				hypothetical protein
MAG287_00108	CDS	552				hypothetical protein
MAG287_00109	CDS	1017				hypothetical protein
MAG287_00110	CDS	1047				hypothetical protein
MAG287_00111	CDS	1029				hypothetical protein
MAG287_00112	CDS	699	baeR_1		COG0745	Transcriptional regulatory protein BaeR
MAG287_00113	CDS	1470	baeS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
MAG287_00114	CDS	321				hypothetical protein
MAG287_00115	CDS	759	pikAII	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
MAG287_00116	CDS	969	azoB	1.7.-.-		NAD(P)H azoreductase
MAG287_00117	CDS	549				hypothetical protein
MAG287_00118	CDS	1065				hypothetical protein
MAG287_00119	CDS	1080				hypothetical protein
MAG287_00120	CDS	144				hypothetical protein
MAG287_00121	CDS	612	rpoE_1		COG1595	ECF RNA polymerase sigma-E factor
MAG287_00122	CDS	459	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MAG287_00123	CDS	1551	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
MAG287_00124	CDS	3879	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
MAG287_00125	CDS	834				hypothetical protein
MAG287_00126	CDS	492	nudJ	3.6.1.-		Phosphatase NudJ
MAG287_00127	CDS	612	nudL	3.6.1.-		putative Nudix hydrolase NudL
MAG287_00128	CDS	189				hypothetical protein
MAG287_00129	CDS	1296				hypothetical protein
MAG287_00130	CDS	798	ypjD		COG4137	Inner membrane protein YpjD
MAG287_00131	CDS	1467	ffh		COG0541	Signal recognition particle protein
MAG287_00132	CDS	258	rpsP		COG0228	30S ribosomal protein S16
MAG287_00133	CDS	534	rimM		COG0806	Ribosome maturation factor RimM
MAG287_00134	CDS	708	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
MAG287_00135	CDS	357	rplS		COG0335	50S ribosomal protein L19
MAG287_00136	CDS	909	xerD		COG4974	Tyrosine recombinase XerD
MAG287_00137	CDS	363				hypothetical protein
MAG287_00138	CDS	756	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
MAG287_00139	CDS	1308	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
MAG287_00140	CDS	1398	thrC	4.2.3.1	COG0498	Threonine synthase
MAG287_00141	CDS	1740	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
MAG287_00142	CDS	2559				hypothetical protein
MAG287_00143	CDS	1800	atzF	3.5.1.54		Allophanate hydrolase
MAG287_00144	CDS	3609	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
MAG287_00145	CDS	639				hypothetical protein
MAG287_00146	CDS	765				hypothetical protein
MAG287_00147	CDS	909	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
MAG287_00148	CDS	978	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MAG287_00149	CDS	999	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
MAG287_00150	CDS	1536	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
MAG287_00151	CDS	579	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
MAG287_00152	CDS	1029	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
MAG287_00153	CDS	804	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
MAG287_00154	CDS	768	crp		COG0664	cAMP-activated global transcriptional regulator CRP
MAG287_00155	CDS	735	vfr		COG0664	Cyclic AMP receptor-like protein
MAG287_00156	CDS	414	yhfA		COG1765	Protein YhfA
MAG287_00157	CDS	498	dnaE2_1	2.7.7.7		Error-prone DNA polymerase
MAG287_00158	CDS	912				hypothetical protein
MAG287_00159	CDS	1437	pykA	2.7.1.40	COG0469	Pyruvate kinase II
MAG287_00160	CDS	1788	gpgP	3.1.3.70	COG3769	Glucosyl-3-phosphoglycerate/mannosyl-3-phosphoglycerate phosphatase
MAG287_00161	CDS	1242	gpgS	2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
MAG287_00162	CDS	1761		2.4.1.-	COG0366	Glucosylglycerate phosphorylase
MAG287_00163	CDS	1173	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
MAG287_00164	CDS	822	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
