locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG246_00001	CDS	744				hypothetical protein
MAG246_00002	CDS	96				hypothetical protein
MAG246_00003	CDS	147				hypothetical protein
MAG246_00004	CDS	942	trmI_1	2.1.1.219	COG2519	tRNA (adenine(57)-N(1)/adenine(58)-N(1))-methyltransferase TrmI
MAG246_00005	CDS	864	nnrD_1	4.2.1.136		ADP-dependent (S)-NAD(P)H-hydrate dehydratase
MAG246_00006	CDS	1353	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
MAG246_00007	CDS	417				hypothetical protein
MAG246_00008	CDS	597	psmB_1	3.4.25.1	COG0638	Proteasome subunit beta
MAG246_00009	CDS	477				hypothetical protein
MAG246_00010	CDS	1011				hypothetical protein
MAG246_00011	CDS	399	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
MAG246_00012	CDS	1620	thyX	2.1.1.148		Thymidylate synthase ThyX
MAG246_00013	CDS	288				hypothetical protein
MAG246_00014	CDS	879	cdvA			Cell division protein A
MAG246_00015	CDS	1899	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MAG246_00016	CDS	528				hypothetical protein
MAG246_00017	CDS	1023	fen	3.1.-.-	COG0258	Flap endonuclease 1
MAG246_00018	CDS	279				hypothetical protein
MAG246_00019	tRNA	84				tRNA-Ser(cga)
MAG246_00020	CDS	243				hypothetical protein
MAG246_00021	CDS	1158	nreB_1		COG1602	DNA repair protein NreB
MAG246_00022	CDS	516	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
MAG246_00023	CDS	543				hypothetical protein
MAG246_00024	CDS	1464			COG0025	Na(+)/H(+) antiporter 1
MAG246_00025	CDS	294				hypothetical protein
MAG246_00026	CDS	231				hypothetical protein
MAG246_00027	CDS	381	crcB			Putative fluoride ion transporter CrcB
MAG246_00028	CDS	192				hypothetical protein
MAG246_00029	CDS	219				hypothetical protein
MAG246_00030	CDS	2142	vat_1		COG0464	VCP-like ATPase
MAG246_00031	CDS	498				hypothetical protein
MAG246_00032	CDS	663				hypothetical protein
MAG246_00033	CDS	1359	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
MAG246_00034	CDS	1530				hypothetical protein
MAG246_00035	CDS	492				hypothetical protein
