locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG65_00001	CDS	3471				hypothetical protein
MAG65_00002	CDS	1836				hypothetical protein
MAG65_00003	CDS	267				hypothetical protein
MAG65_00004	CDS	2616	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
MAG65_00005	CDS	861	dapb3	3.4.14.-		Dipeptidyl aminopeptidase BIII
MAG65_00006	CDS	954				hypothetical protein
MAG65_00007	CDS	1287	steT		COG0531	Serine/threonine exchanger SteT
MAG65_00008	CDS	627				hypothetical protein
MAG65_00009	CDS	813				hypothetical protein
MAG65_00010	CDS	600				hypothetical protein
MAG65_00011	CDS	1719	fdhL	1.1.99.11		Fructose dehydrogenase large subunit
MAG65_00012	CDS	1050	rhaS_1			HTH-type transcriptional activator RhaS
MAG65_00013	CDS	984				hypothetical protein
MAG65_00014	CDS	1230	yegT			Putative nucleoside transporter YegT
MAG65_00015	CDS	1155	ntdC	1.1.1.361	COG0673	Glucose-6-phosphate 3-dehydrogenase
MAG65_00016	CDS	1059	iolE	4.2.1.44	COG1082	Inosose dehydratase
MAG65_00017	CDS	744				hypothetical protein
MAG65_00018	CDS	3096	susC_1			TonB-dependent receptor SusC
MAG65_00019	CDS	618	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
MAG65_00020	CDS	378	yocK		COG1734	General stress protein 16O
MAG65_00021	CDS	3408	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MAG65_00022	CDS	780	djlA		COG1076	Co-chaperone protein DjlA
MAG65_00023	CDS	411				hypothetical protein
MAG65_00024	CDS	657	yedJ		COG1418	putative protein YedJ
MAG65_00025	CDS	174				hypothetical protein
MAG65_00026	CDS	873	rhaS_2			HTH-type transcriptional activator RhaS
MAG65_00027	CDS	582				hypothetical protein
MAG65_00028	CDS	783		4.2.1.150	COG1024	Crotonyl-CoA hydratase
MAG65_00029	CDS	360	zraS	2.7.13.3		Sensor protein ZraS
MAG65_00030	CDS	855	uvrC		COG0322	UvrABC system protein C
MAG65_00031	CDS	1530	rng	3.1.26.-	COG1530	Ribonuclease G
MAG65_00032	CDS	291			COG0776	DNA-binding protein HU
