locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG213_00001	CDS	2493	uvrA			UvrABC system protein A
MAG213_00002	CDS	969	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
MAG213_00003	CDS	684				hypothetical protein
MAG213_00004	CDS	555				hypothetical protein
MAG213_00005	CDS	138				hypothetical protein
MAG213_00006	CDS	240				hypothetical protein
MAG213_00007	tmRNA	395	ssrA			transfer-messenger RNA, SsrA
MAG213_00008	CDS	960				hypothetical protein
MAG213_00009	CDS	207				hypothetical protein
MAG213_00010	CDS	1230	umuC		COG0389	Protein UmuC
MAG213_00011	CDS	609	lexA	3.4.21.88		LexA repressor
MAG213_00012	CDS	1194				hypothetical protein
MAG213_00013	CDS	888				hypothetical protein
MAG213_00014	CDS	1548	tagV	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagV
MAG213_00015	CDS	684				hypothetical protein
MAG213_00016	CDS	948				hypothetical protein
MAG213_00017	CDS	981	fldH	1.1.1.-		Phenyllactate dehydrogenase
MAG213_00018	CDS	630				hypothetical protein
MAG213_00019	CDS	459				hypothetical protein
MAG213_00020	CDS	222				hypothetical protein
MAG213_00021	CDS	1374				hypothetical protein
MAG213_00022	CDS	414	rplL			50S ribosomal protein L7/L12
MAG213_00023	CDS	642	rplJ		COG0244	50S ribosomal protein L10
MAG213_00024	CDS	378	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
MAG213_00025	CDS	1014	mshA_1	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
MAG213_00026	CDS	708	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
MAG213_00027	CDS	1026				hypothetical protein
MAG213_00028	CDS	1605				hypothetical protein
MAG213_00029	CDS	1032				hypothetical protein
MAG213_00030	CDS	975	mshA_2	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
MAG213_00031	CDS	1161	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MAG213_00032	CDS	576				hypothetical protein
MAG213_00033	CDS	195				hypothetical protein
MAG213_00034	CDS	927	prfB_1		COG1186	Peptide chain release factor 2
MAG213_00035	CDS	312				hypothetical protein
MAG213_00036	CDS	840				hypothetical protein
MAG213_00037	CDS	525	sigW		COG1595	ECF RNA polymerase sigma factor SigW
MAG213_00038	CDS	537				hypothetical protein
MAG213_00039	CDS	681				hypothetical protein
MAG213_00040	CDS	399	prfB_2			Peptide chain release factor 2
MAG213_00041	CDS	210	rpmB		COG0227	50S ribosomal protein L28
MAG213_00042	CDS	669				hypothetical protein
MAG213_00043	CDS	120				hypothetical protein
MAG213_00044	CDS	297				hypothetical protein
MAG213_00045	CDS	801	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
MAG213_00046	CDS	1008	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
MAG213_00047	CDS	705				hypothetical protein
MAG213_00048	CDS	1665				hypothetical protein
MAG213_00049	CDS	1719	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
MAG213_00050	CDS	540				hypothetical protein
MAG213_00051	CDS	840				hypothetical protein
MAG213_00052	CDS	579				hypothetical protein
MAG213_00053	CDS	663	nth	4.2.99.18	COG0177	Endonuclease III
MAG213_00054	CDS	621		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
MAG213_00055	CDS	441	def	3.5.1.88	COG0242	Peptide deformylase
MAG213_00056	CDS	1443	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
MAG213_00057	CDS	561	efp			Elongation factor P
MAG213_00058	CDS	390				hypothetical protein
MAG213_00059	CDS	201				hypothetical protein
MAG213_00060	CDS	582	maf		COG0424	Septum formation protein Maf
MAG213_00061	CDS	708				hypothetical protein
MAG213_00062	CDS	714				hypothetical protein
MAG213_00063	CDS	957	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
MAG213_00064	CDS	654	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
MAG213_00065	CDS	1167				Cell surface glycoprotein 2
MAG213_00066	CDS	1146				hypothetical protein
MAG213_00067	CDS	651				hypothetical protein
MAG213_00068	CDS	1929				hypothetical protein
MAG213_00069	CDS	387	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
MAG213_00070	CDS	657				hypothetical protein
MAG213_00071	CDS	738	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
MAG213_00072	CDS	450	smpB		COG0691	SsrA-binding protein
MAG213_00073	CDS	498				hypothetical protein
