locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG99_00001	CDS	255				hypothetical protein
MAG99_00002	CDS	141				hypothetical protein
MAG99_00003	CDS	366				hypothetical protein
MAG99_00004	CDS	324			COG1631	50S ribosomal protein L44e
MAG99_00005	CDS	624				hypothetical protein
MAG99_00006	CDS	1191	pqqE_1			Coenzyme PQQ synthesis protein E
MAG99_00007	CDS	534				hypothetical protein
MAG99_00008	CDS	2418				hypothetical protein
MAG99_00009	CDS	1131		1.3.7.11	COG0644	Digeranylgeranylglycerophospholipid reductase
MAG99_00010	CDS	1176	metK	2.5.1.6		S-adenosylmethionine synthase
MAG99_00011	CDS	630				hypothetical protein
MAG99_00012	CDS	1137	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MAG99_00013	CDS	381				hypothetical protein
MAG99_00014	CDS	666	aglK	2.4.1.153		UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminyltransferase
MAG99_00015	CDS	1104	aglB	2.4.99.21		Dolichyl-phosphooligosaccharide-protein glycotransferase
MAG99_00016	CDS	951	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
MAG99_00017	CDS	1284				hypothetical protein
MAG99_00018	CDS	480	ypeA	2.3.1.-		Acetyltransferase YpeA
MAG99_00019	CDS	183				hypothetical protein
MAG99_00020	CDS	921	rbn	3.1.26.11		Ribonuclease BN
MAG99_00021	CDS	903				hypothetical protein
MAG99_00022	CDS	546				hypothetical protein
MAG99_00023	CDS	213				hypothetical protein
MAG99_00024	CDS	414	nudF_1	3.6.1.13	COG1051	ADP-ribose pyrophosphatase
MAG99_00025	CDS	609	tmk_1	2.7.4.9		Thymidylate kinase
MAG99_00026	CDS	1233	dnaK_1			Chaperone protein DnaK
MAG99_00027	tRNA	72				tRNA-Thr(ggt)
MAG99_00028	CDS	318				hypothetical protein
MAG99_00029	CDS	318				hypothetical protein
MAG99_00030	CDS	1251				hypothetical protein
MAG99_00031	CDS	984				hypothetical protein
MAG99_00032	CDS	663				hypothetical protein
MAG99_00033	CDS	630	der_1			GTPase Der
MAG99_00034	CDS	393				hypothetical protein
MAG99_00035	CDS	384				hypothetical protein
MAG99_00036	CDS	429				hypothetical protein
MAG99_00037	CDS	837				hypothetical protein
MAG99_00038	CDS	645				hypothetical protein
MAG99_00039	CDS	309				hypothetical protein
