locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG223_00001	tRNA	76				tRNA-Lys(ctt)
MAG223_00002	CDS	759				hypothetical protein
MAG223_00003	CDS	447				hypothetical protein
MAG223_00004	CDS	324				hypothetical protein
MAG223_00005	CDS	729	ctaE_1	1.9.3.1		Cytochrome c oxidase subunit 3
MAG223_00006	CDS	627	ctaE_2	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
MAG223_00007	CDS	1776	coxN	1.9.3.1	COG0843	Alternative cytochrome c oxidase subunit 1
MAG223_00008	CDS	912	coxM_1	1.9.3.1	COG1622	Alternative cytochrome c oxidase subunit 2
MAG223_00009	CDS	798				hypothetical protein
MAG223_00010	CDS	132				hypothetical protein
MAG223_00011	CDS	666	metH_1	2.1.1.13	COG0646	Methionine synthase
MAG223_00012	CDS	1242	hemE_1	4.1.1.37		Uroporphyrinogen decarboxylase
MAG223_00013	CDS	711				hypothetical protein
MAG223_00014	CDS	1881	dmpP	1.14.13.7		Phenol hydroxylase P5 protein
MAG223_00015	CDS	885	acsE	2.1.1.258	COG1410	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase
MAG223_00016	CDS	1275	hemE_2	4.1.1.37		Uroporphyrinogen decarboxylase
MAG223_00017	CDS	429				hypothetical protein
MAG223_00018	CDS	201				hypothetical protein
MAG223_00019	CDS	1335	thcB_1	1.14.-.-		Cytochrome P450 116
MAG223_00020	CDS	1131	rutA_1	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
MAG223_00021	CDS	1188		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MAG223_00022	CDS	1152		1.3.99.-		Acyl-CoA dehydrogenase FadE27
MAG223_00023	CDS	1536	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MAG223_00024	CDS	1170	fadI	2.3.1.16		3-ketoacyl-CoA thiolase
MAG223_00025	CDS	417				hypothetical protein
MAG223_00026	CDS	687	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
MAG223_00027	CDS	1245	entS_1			Enterobactin exporter EntS
MAG223_00028	CDS	426	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MAG223_00029	CDS	1233	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
MAG223_00030	CDS	783				hypothetical protein
MAG223_00031	CDS	753				hypothetical protein
MAG223_00032	tRNA	75				tRNA-Gly(gcc)
MAG223_00033	CDS	489	proX		COG3760	Prolyl-tRNA editing protein ProX
