locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG280_00001	tRNA	86				tRNA-Leu(cag)
MAG280_00002	CDS	981	auaH	1.1.1.394		Aurachin B dehydrogenase
MAG280_00003	CDS	804	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MAG280_00004	CDS	1443	gltD	1.4.1.13		Glutamate synthase [NADPH] small chain
MAG280_00005	CDS	150				hypothetical protein
MAG280_00006	CDS	708				hypothetical protein
MAG280_00007	CDS	4530	gltB_1	1.4.1.13		Glutamate synthase [NADPH] large chain
MAG280_00008	CDS	690				hypothetical protein
MAG280_00009	CDS	666	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
MAG280_00010	CDS	666		2.5.1.18		Glutathione S-transferase
MAG280_00011	CDS	1056	queG_1	1.17.99.6	COG1600	Epoxyqueuosine reductase
MAG280_00012	CDS	1989	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
MAG280_00013	CDS	1020	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
MAG280_00014	CDS	414	atpC		COG0355	ATP synthase epsilon chain
MAG280_00015	CDS	1425	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
MAG280_00016	CDS	873	atpG_1		COG0224	ATP synthase gamma chain
MAG280_00017	CDS	1539	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
MAG280_00018	CDS	561	atpH		COG0712	ATP synthase subunit delta
MAG280_00019	CDS	789				hypothetical protein
MAG280_00020	CDS	768	gloB_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
MAG280_00021	CDS	2322	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
MAG280_00022	CDS	2538	yiaD_1		COG2885	putative lipoprotein YiaD
MAG280_00023	CDS	1215				hypothetical protein
MAG280_00024	CDS	531	chaC	4.3.2.-	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
MAG280_00025	CDS	774				hypothetical protein
MAG280_00026	CDS	918	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
MAG280_00027	CDS	1089	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
MAG280_00028	CDS	621	rpsD		COG0522	30S ribosomal protein S4
MAG280_00029	CDS	1176	phaA	2.3.1.9		Acetyl-CoA acetyltransferase
MAG280_00030	CDS	723	phaB	1.1.1.36		Acetoacetyl-CoA reductase
MAG280_00031	CDS	870	yddG		COG0697	Aromatic amino acid exporter YddG
MAG280_00032	CDS	165				hypothetical protein
MAG280_00033	CDS	744	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
MAG280_00034	CDS	282				hypothetical protein
MAG280_00035	CDS	2631	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
MAG280_00036	CDS	972		1.1.1.29		Glycerate dehydrogenase
MAG280_00037	CDS	891	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
MAG280_00038	CDS	1200	sucC_1	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
MAG280_00039	CDS	1245	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
MAG280_00040	CDS	618	degU_1		COG2197	Transcriptional regulatory protein DegU
