locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG168_00001	CDS	225	adeP		COG2252	Adenine permease AdeP
MAG168_00002	CDS	1320	xanP		COG2233	Xanthine permease XanP
MAG168_00003	CDS	897	pgdA	3.5.1.-		Peptidoglycan deacetylase
MAG168_00004	CDS	1437		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
MAG168_00005	CDS	2439	fptA		COG4773	Fe(3+)-pyochelin receptor
MAG168_00006	CDS	216				hypothetical protein
MAG168_00007	CDS	1083				hypothetical protein
MAG168_00008	CDS	987		3.5.4.2	COG1816	Adenine deaminase
MAG168_00009	CDS	1071	alc	3.5.3.4		allantoicase
MAG168_00010	CDS	498	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
MAG168_00011	CDS	1143				hypothetical protein
MAG168_00012	CDS	636				hypothetical protein
MAG168_00013	CDS	1470		3.1.1.1	COG2272	Carboxylesterase
MAG168_00014	CDS	861	cutM	1.2.5.3		Carbon monoxide dehydrogenase medium chain
MAG168_00015	CDS	492	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
MAG168_00016	CDS	2262	hcrA	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit alpha
MAG168_00017	CDS	243				hypothetical protein
MAG168_00018	CDS	381				hypothetical protein
MAG168_00019	CDS	1014	glnII	6.3.1.2	COG0174	Glutamine synthetase
MAG168_00020	CDS	1941	typA		COG1217	GTP-binding protein TypA/BipA 
MAG168_00021	CDS	972	pip_1	3.4.11.5		Proline iminopeptidase
MAG168_00022	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
MAG168_00023	CDS	771	tatC		COG0805	Sec-independent protein translocase protein TatC
MAG168_00024	CDS	348	tatB		COG1826	Sec-independent protein translocase protein TatB
MAG168_00025	CDS	228	tatA		COG1826	Sec-independent protein translocase protein TatA
MAG168_00026	CDS	342	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
MAG168_00027	CDS	396	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
MAG168_00028	CDS	1659	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
MAG168_00029	CDS	789	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
MAG168_00030	CDS	366				hypothetical protein
MAG168_00031	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
MAG168_00032	CDS	552	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
MAG168_00033	CDS	510	ftsN			Cell division protein FtsN
MAG168_00034	CDS	1020	priA	3.6.4.-	COG1198	Primosomal protein N'
MAG168_00035	CDS	849	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
MAG168_00036	CDS	2418	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
MAG168_00037	CDS	1089	recF		COG1195	DNA replication and repair protein RecF
MAG168_00038	CDS	1104	dnaN_1		COG0592	Beta sliding clamp
MAG168_00039	CDS	1119	dnaN_2		COG0592	Beta sliding clamp
MAG168_00040	CDS	1344	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MAG168_00041	CDS	753				hypothetical protein
MAG168_00042	CDS	336				hypothetical protein
MAG168_00043	CDS	1761	mctC		COG4147	Monocarboxylic acid transporter
MAG168_00044	CDS	1371	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
MAG168_00045	CDS	726	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
MAG168_00046	CDS	528				hypothetical protein
MAG168_00047	CDS	1143				hypothetical protein
MAG168_00048	CDS	549				hypothetical protein
MAG168_00049	CDS	1365	antA_1	1.14.12.1	COG4638	Anthranilate 1,2-dioxygenase large subunit
MAG168_00050	CDS	1371	uidB_1		COG2211	Glucuronide carrier protein
MAG168_00051	CDS	1008	yfmJ_1	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
MAG168_00052	CDS	306				hypothetical protein
MAG168_00053	CDS	609				hypothetical protein
MAG168_00054	CDS	825				hypothetical protein
MAG168_00055	CDS	846	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MAG168_00056	CDS	1035	mro	5.1.3.3	COG2017	Aldose 1-epimerase
MAG168_00057	CDS	1089				hypothetical protein
MAG168_00058	CDS	1386				hypothetical protein
MAG168_00059	CDS	1410		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
MAG168_00060	CDS	1233	entS_1			Enterobactin exporter EntS
MAG168_00061	CDS	486				hypothetical protein
MAG168_00062	CDS	1260	nanT			Sialic acid transporter NanT
MAG168_00063	CDS	1371		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
MAG168_00064	CDS	630				hypothetical protein
MAG168_00065	CDS	420				hypothetical protein
MAG168_00066	CDS	231				hypothetical protein
MAG168_00067	CDS	867				hypothetical protein
MAG168_00068	CDS	939	rbgA		COG1161	Ribosome biogenesis GTPase A
MAG168_00069	CDS	711	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
MAG168_00070	CDS	525				hypothetical protein
MAG168_00071	CDS	1344	yeeO_1		COG0534	putative FMN/FAD exporter YeeO
MAG168_00072	CDS	378			COG1733	putative HTH-type transcriptional regulator
MAG168_00073	CDS	969	ravA	3.6.3.-		ATPase RavA
MAG168_00074	CDS	951			COG1721	putative protein
MAG168_00075	CDS	588				hypothetical protein
MAG168_00076	CDS	1029				hypothetical protein
MAG168_00077	CDS	1779				hypothetical protein
MAG168_00078	CDS	1644				hypothetical protein
MAG168_00079	CDS	2679	pepN	3.4.11.2	COG0308	Aminopeptidase N
MAG168_00080	CDS	819				hypothetical protein
MAG168_00081	CDS	879	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
MAG168_00082	CDS	1017	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
MAG168_00083	CDS	588	pucB		COG2068	Purine catabolism protein PucB
MAG168_00084	CDS	867	nadK	2.7.1.23	COG0061	NAD kinase
MAG168_00085	CDS	798	cysE	2.3.1.30	COG1045	Serine acetyltransferase
MAG168_00086	CDS	1197	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
MAG168_00087	CDS	180				hypothetical protein
MAG168_00088	CDS	621				hypothetical protein
MAG168_00089	CDS	1026				hypothetical protein
MAG168_00090	CDS	744	rebM	2.1.1.164		Demethylrebeccamycin-D-glucose O-methyltransferase
MAG168_00091	CDS	1236	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
MAG168_00092	CDS	948	metR			HTH-type transcriptional regulator MetR
MAG168_00093	CDS	588	pdxH_1	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
MAG168_00094	CDS	279				hypothetical protein
MAG168_00095	CDS	171				hypothetical protein
MAG168_00096	CDS	831	tauD_1	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
MAG168_00097	CDS	927		3.3.2.10		Soluble epoxide hydrolase
MAG168_00098	CDS	1080			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
MAG168_00099	CDS	540				hypothetical protein
MAG168_00100	CDS	1350	siaT_1		COG1593	Sialic acid TRAP transporter permease protein SiaT
MAG168_00101	CDS	264				hypothetical protein
MAG168_00102	CDS	1242	amtB_1			Ammonia channel
MAG168_00103	CDS	549				hypothetical protein
MAG168_00104	CDS	681	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MAG168_00105	CDS	390				hypothetical protein
MAG168_00106	CDS	243				hypothetical protein
MAG168_00107	CDS	411	ftsE		COG2884	Cell division ATP-binding protein FtsE
MAG168_00108	CDS	969	ftsX		COG2177	Cell division protein FtsX
MAG168_00109	CDS	858	rpoH_1		COG0568	RNA polymerase sigma factor RpoH
MAG168_00110	CDS	393				hypothetical protein
MAG168_00111	CDS	663	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
MAG168_00112	CDS	1149	hemN	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
MAG168_00113	CDS	633		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MAG168_00114	CDS	435				hypothetical protein
MAG168_00115	CDS	591				hypothetical protein
MAG168_00116	CDS	801	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
MAG168_00117	CDS	693			COG0325	Pyridoxal phosphate homeostasis protein
MAG168_00118	CDS	1038	pilT_1		COG2805	Twitching mobility protein
MAG168_00119	CDS	402	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MAG168_00120	CDS	531				hypothetical protein
MAG168_00121	CDS	792				hypothetical protein
MAG168_00122	CDS	948	gshB_1	6.3.2.3	COG0189	Glutathione synthetase
MAG168_00123	CDS	459				hypothetical protein
MAG168_00124	CDS	747	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MAG168_00125	CDS	825	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
MAG168_00126	CDS	1809				hypothetical protein
MAG168_00127	CDS	792			COG5285	putative protein
MAG168_00128	CDS	705				hypothetical protein
MAG168_00129	CDS	267				hypothetical protein
MAG168_00130	CDS	339				hypothetical protein
MAG168_00131	CDS	2784	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
MAG168_00132	CDS	219				hypothetical protein
MAG168_00133	CDS	1314	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
MAG168_00134	CDS	174				hypothetical protein
MAG168_00135	CDS	864	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
MAG168_00136	CDS	1080	dksA_1		COG1734	RNA polymerase-binding transcription factor DksA
MAG168_00137	CDS	1113		2.6.1.1		Aspartate aminotransferase
MAG168_00138	CDS	720	sfsA		COG1489	Sugar fermentation stimulation protein A
MAG168_00139	CDS	975	hmuU		COG0609	Hemin transport system permease protein HmuU
MAG168_00140	CDS	789	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
MAG168_00141	CDS	999	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
MAG168_00142	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
MAG168_00143	CDS	1749	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
MAG168_00144	CDS	714				hypothetical protein
MAG168_00145	CDS	489				hypothetical protein
MAG168_00146	CDS	348	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
MAG168_00147	CDS	660	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
MAG168_00148	CDS	255				hypothetical protein
MAG168_00149	CDS	1638	dppE		COG4166	Dipeptide-binding protein DppE
MAG168_00150	CDS	933	dppB		COG0601	Dipeptide transport system permease protein DppB
MAG168_00151	CDS	1407	oppC		COG1173	Oligopeptide transport system permease protein OppC
MAG168_00152	CDS	1041	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
MAG168_00153	CDS	951	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
MAG168_00154	CDS	534				hypothetical protein
MAG168_00155	CDS	1833	cobT	6.6.1.2		Aerobic cobaltochelatase subunit CobT
MAG168_00156	CDS	1203	cobS	6.6.1.2		Aerobic cobaltochelatase subunit CobS
MAG168_00157	CDS	549	gpgP	3.1.3.85	COG0406	Glucosyl-3-phosphoglycerate phosphatase
MAG168_00158	CDS	1023	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
MAG168_00159	CDS	489	lptE			LPS-assembly lipoprotein LptE
MAG168_00160	CDS	654	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
MAG168_00161	CDS	780	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
MAG168_00162	CDS	747	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
MAG168_00163	CDS	480	iscR		COG1959	HTH-type transcriptional regulator IscR
MAG168_00164	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
MAG168_00165	CDS	390	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
MAG168_00166	CDS	324	iscA		COG0316	Iron-binding protein IscA
MAG168_00167	CDS	522	hscB		COG1076	Co-chaperone protein HscB
MAG168_00168	CDS	1902	hscA		COG0443	Chaperone protein HscA
MAG168_00169	CDS	339	fdx		COG0633	2Fe-2S ferredoxin
MAG168_00170	CDS	195	iscX		COG2975	Protein IscX
MAG168_00171	CDS	426	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MAG168_00172	CDS	1122	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
MAG168_00173	CDS	765	lapB_1			Lipopolysaccharide assembly protein B
MAG168_00174	CDS	633				hypothetical protein
MAG168_00175	CDS	987		1.3.1.103		2-haloacrylate reductase
MAG168_00176	CDS	2193	luxQ	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
MAG168_00177	CDS	1329	yagG_1		COG2211	Putative glycoside/cation symporter YagG
MAG168_00178	CDS	348				hypothetical protein
MAG168_00179	CDS	558	frr		COG0233	Ribosome-recycling factor
MAG168_00180	CDS	750	pyrH	2.7.4.22	COG0528	Uridylate kinase
MAG168_00181	CDS	849	tsf		COG0264	Elongation factor Ts
MAG168_00182	CDS	903	rpsB		COG0052	30S ribosomal protein S2
MAG168_00183	CDS	780	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
MAG168_00184	CDS	2730	glnD_1		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
MAG168_00185	CDS	297				hypothetical protein
MAG168_00186	CDS	942	trxB	1.8.1.9	COG0492	Thioredoxin reductase
MAG168_00187	CDS	732	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
MAG168_00188	CDS	708	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
MAG168_00189	CDS	216	infA		COG0361	Translation initiation factor IF-1
MAG168_00190	CDS	723	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
MAG168_00191	CDS	1095		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
MAG168_00192	CDS	1398	aam_1	3.5.1.13	COG0154	Acylamidase
MAG168_00193	CDS	882				hypothetical protein
MAG168_00194	CDS	1878	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
MAG168_00195	CDS	1323	linC_1	1.14.13.151		Linalool 8-monooxygenase
MAG168_00196	CDS	1812	ltaS1_1		COG1368	Lipoteichoic acid synthase 1
MAG168_00197	CDS	1812				hypothetical protein
MAG168_00198	CDS	258	cspA_1		COG1278	putative cold shock protein A
MAG168_00199	CDS	381				hypothetical protein
MAG168_00200	CDS	435				hypothetical protein
MAG168_00201	CDS	810	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MAG168_00202	CDS	978	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
MAG168_00203	CDS	1071				hypothetical protein
MAG168_00204	CDS	387				hypothetical protein
MAG168_00205	CDS	462	ethA	1.14.13.-		FAD-containing monooxygenase EthA
MAG168_00206	CDS	246				hypothetical protein
MAG168_00207	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
MAG168_00208	CDS	1368	thrC_1	4.2.3.1	COG0498	Threonine synthase
MAG168_00209	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
MAG168_00210	CDS	951	xerC		COG4973	Tyrosine recombinase XerC
MAG168_00211	CDS	678				hypothetical protein
MAG168_00212	CDS	849	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
MAG168_00213	CDS	1284	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MAG168_00214	CDS	342	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
MAG168_00215	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
MAG168_00216	CDS	930	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
MAG168_00217	CDS	747	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
MAG168_00218	CDS	1068	hemX		COG2959	Protein HemX
MAG168_00219	CDS	1104				hypothetical protein
MAG168_00220	CDS	702	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
MAG168_00221	CDS	1200	rho	3.6.4.-	COG1158	Transcription termination factor Rho
MAG168_00222	CDS	300				hypothetical protein
MAG168_00223	CDS	783	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MAG168_00224	CDS	1125	hemH	4.99.1.1	COG0276	Ferrochelatase
MAG168_00225	tmRNA	380	ssrA			transfer-messenger RNA, SsrA
MAG168_00226	CDS	1095	sph	3.1.4.12		Sphingomyelinase C
MAG168_00227	CDS	372		3.5.1.23		Neutral ceramidase
MAG168_00228	CDS	867		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
MAG168_00229	CDS	2394				hypothetical protein
MAG168_00230	CDS	711	dsbA_1		COG0526	Thiol:disulfide interchange protein DsbA
MAG168_00231	CDS	411				hypothetical protein
MAG168_00232	CDS	903			COG2141	putative protein
MAG168_00233	CDS	681	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
MAG168_00234	CDS	1269				hypothetical protein
MAG168_00235	CDS	600		2.1.1.-	COG1901	Putative pseudouridine methyltransferase
MAG168_00236	CDS	672				hypothetical protein
