locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAG183_00001	CDS	123				hypothetical protein
MAG183_00002	CDS	1029	asnA	6.3.1.1		Aspartate--ammonia ligase
MAG183_00003	CDS	714				hypothetical protein
MAG183_00004	CDS	258				hypothetical protein
MAG183_00005	CDS	576				hypothetical protein
MAG183_00006	CDS	1323				hypothetical protein
MAG183_00007	CDS	1293	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
MAG183_00008	CDS	501				hypothetical protein
MAG183_00009	CDS	1008	truD_1	5.4.99.27	COG0585	putative tRNA pseudouridine synthase D
MAG183_00010	CDS	711				hypothetical protein
MAG183_00011	CDS	957				hypothetical protein
MAG183_00012	CDS	249				hypothetical protein
MAG183_00013	CDS	201				hypothetical protein
MAG183_00014	CDS	372				hypothetical protein
MAG183_00015	CDS	744	zupT			Zinc transporter ZupT
MAG183_00016	CDS	2934		3.6.4.12	COG1204	ATP-dependent DNA helicase Hel308
MAG183_00017	CDS	2427	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
MAG183_00018	CDS	801	ppaX_1	3.6.1.1		Pyrophosphatase PpaX
MAG183_00019	CDS	1419			COG0061	Bifunctional NADP phosphatase/NAD kinase
MAG183_00020	CDS	627				hypothetical protein
MAG183_00021	CDS	1086	pqqE_1			Coenzyme PQQ synthesis protein E
MAG183_00022	CDS	957			COG1522	putative HTH-type transcriptional regulator
MAG183_00023	CDS	3171	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MAG183_00024	CDS	663				hypothetical protein
MAG183_00025	CDS	753	trmBL1_1		COG1378	HTH-type sugar sensing transcriptional regulator TrmBL1
MAG183_00026	CDS	1407	rpoD_1			RNA polymerase sigma factor RpoD
MAG183_00027	CDS	228				hypothetical protein
MAG183_00028	CDS	1038				hypothetical protein
MAG183_00029	CDS	510				hypothetical protein
MAG183_00030	CDS	486	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
MAG183_00031	CDS	708				hypothetical protein
MAG183_00032	CDS	1356	rpoD_2			RNA polymerase sigma factor RpoD
MAG183_00033	CDS	405				hypothetical protein
MAG183_00034	CDS	477				hypothetical protein
MAG183_00035	CDS	471				hypothetical protein
MAG183_00036	CDS	621	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
MAG183_00037	CDS	243				hypothetical protein
MAG183_00038	CDS	2640	copB	3.6.3.4	COG2217	Copper-exporting P-type ATPase B
MAG183_00039	CDS	1077	rnd	3.1.13.5		Ribonuclease D
MAG183_00040	CDS	1359				hypothetical protein
MAG183_00041	CDS	708	nudF_1	3.6.1.13	COG1051	ADP-ribose pyrophosphatase
MAG183_00042	CDS	267				hypothetical protein
MAG183_00043	CDS	252				hypothetical protein
MAG183_00044	CDS	327				hypothetical protein
MAG183_00045	CDS	738	trmBL1_2		COG1378	HTH-type sugar sensing transcriptional regulator TrmBL1
MAG183_00046	CDS	1596	ablA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
MAG183_00047	CDS	1272				hypothetical protein
MAG183_00048	CDS	252				hypothetical protein
MAG183_00049	CDS	141				hypothetical protein
MAG183_00050	CDS	1251				hypothetical protein
MAG183_00051	CDS	2655				hypothetical protein
MAG183_00052	CDS	1755				hypothetical protein
MAG183_00053	CDS	1176				hypothetical protein
